3	35	70	60	28	74	12	9	48	16	45	5	81	46	54	0	
0	35	54	4	81	73	27	20	18	46	62	83	65	84	40	74	
61	14	53	67	87	89	40	64	76	61	73	57	11	31	38	7	
13	37	29	0	37	48	85	74	33	79	81	48	12	15	22	72	
22	86	51	11	37	3	9	56	66	63	32	50	87	20	68	44	
67	41	5	68	63	80	69	84	75	6	47	11	45	24	79	34	
58	13	15	12	34	72	24	86	52	78	4	40	76	62	20	42	
30	51	41	19	45	8	45	13	53	53	52	41	72	40	22	27	
85	8	3	69	7	33	81	68	53	0	51	19	15	50	63	29	
12	25	26	46	44	57	7	78	51	14	18	50	1	15	17	46	
48	23	65	14	43	41	86	27	63	49	52	58	2	47	68	49	
30	25	80	25	72	79	56	3	27	14	23	54	52	51	55	77	
41	44	74	79	78	77	65	44	33	42	5	39	27	16	19	67	
67	41	43	10	28	89	69	57	42	71	10	1	5	50	79	17	
76	66	87	63	51	32	12	89	8	47	79	15	87	8	17	38	
28	82	5	24	0	16	22	24	4	0	27	9	22	9	43	8	
0	5	8	36	15	30	13	7	23	22	17	30	71	72	88	89	
87	4	55	15	16	51	87	39	42	14	50	75	79	49	25	87	
4	9	89	26	14	10	89	23	23	15	65	14	75	54	34	69	
35	11	26	76	86	27	85	29	66	67	84	44	42	68	36	75	
19	68	37	74	68	39	37	21	37	58	83	28	89	27	73	88	
28	55	36	67	30	69	69	76	19	31	29	82	66	70	77	0	
42	28	86	6	67	66	63	62	36	21	59	47	29	8	73	7	
37	28	5	74	88	19	78	82	27	69	23	49	34	13	72	71	
35	59	73	36	29	40	77	31	7	86	60	42	64	83	34	31	
22	66	12	27	70	46	16	85	75	51	26	77	78	12	16	21	
10	13	64	17	49	81	52	74	89	26	20	60	44	33	84	46	
48	38	73	80	14	45	53	1	78	13	44	14	75	74	52	13	
52	21	39	25	76	26	5	40	56	11	14	34	46	88	51	67	
2	62	6	74	61	50	42	50	47	45	39	31	53	19	80	2	
73	31	9	68	2	55	77	68	63	57	9	7	30	26	45	13	
73	30	67	28	67	19	74	43	72	27	81	18	17	83	10	86	
63	13	22	72	86	38	12	0	30	25	22	74	13	73	71	54	
70	80	52	54	51	23	81	84	73	69	1	50	31	7	31	29	
43	19	83	78	55	81	70	71	22	83	0	36	29	77	41	23	
66	20	51	26	15	72	62	29	36	60	16	7	6	21	30	44	
61	71	35	56	13	58	76	8	59	17	88	26	58	81	68	31	
88	87	30	80	10	17	54	9	7	48	13	17	60	86	85	84	
80	66	54	30	37	82	43	79	8	77	28	63	68	31	59	28	
15	81	31	52	16	81	19	75	89	85	31	38	11	75	89	76	
41	20	40	43	57	23	21	11	74	27	40	8	55	16	46	61	
58	70	34	17	36	52	11	89	21	82	55	36	87	0	31	83	
65	11	63	17	89	78	43	85	34	5	47	82	77	23	9	69	
3	86	49	55	39	57	75	24	72	16	15	88	16	76	39	59	
14	3	8	48	61	6	49	1	30	67	36	67	34	11	45	58	
73	85	30	25	25	10	8	69	19	25	52	21	0	68	45	15	
82	50	11	1	87	53	45	76	30	28	9	59	44	67	5	89	
4	83	48	67	53	61	28	15	85	34	52	13	45	71	80	72	
58	59	7	8	48	72	17	89	23	24	24	41	87	15	1	61	
9	19	5	71	36	71	15	68	86	51	25	6	29	30	59	78	
3	76	45	5	24	75	19	55	62	21	15	51	55	12	10	37	
14	23	41	24	34	69	16	42	11	52	12	62	54	86	10	13	
62	11	76	41	28	12	53	87	18	35	81	20	22	89	63	59	
80	7	59	50	45	23	24	49	81	23	57	45	49	8	15	84	
82	6	15	46	53	20	87	41	68	16	43	80	16	69	84	82	
39	73	18	5	62	48	11	30	53	7	13	44	74	62	57	69	
51	47	85	16	37	32	73	21	4	29	23	41	16	21	63	89	
56	51	46	39	6	89	74	5	19	20	2	79	46	51	33	10	
75	67	44	18	21	22	59	52	52	0	41	61	76	21	27	52	
55	24	75	84	63	47	54	55	76	34	78	3	45	48	89	15	
61	0	68	0	85	73	46	63	19	25	74	50	49	46	69	26	
81	44	21	61	53	61	59	52	46	37	3	86	2	19	52	8	
68	22	60	32	25	34	76	61	64	30	24	77	53	24	47	26	
27	77	21	67	32	50	37	87	24	79	89	18	47	31	65	33	
61	37	67	7	85	72	60	37	62	9	7	61	21	39	86	82	
32	55	74	30	49	12	3	27	15	27	35	62	47	0	30	42	
88	9	51	47	26	78	79	15	85	81	9	12	55	1	39	23	
33	84	70	54	34	66	26	34	76	67	30	58	25	14	50	5	
30	66	24	52	46	59	27	74	84	60	30	32	81	78	50	60	
23	25	9	1	14	29	9	53	42	87	5	8	67	36	15	62	
63	55	46	52	2	89	82	3	34	42	72	1	15	67	13	43	
65	14	16	31	53	38	76	71	49	25	53	46	67	15	73	85	
21	74	16	49	58	5	55	18	56	41	25	45	12	62	53	69	
56	79	48	67	14	30	51	3	5	11	8	67	59	41	84	80	
81	51	81	8	57	40	27	5	50	31	68	15	31	22	69	45	
37	80	75	62	81	45	37	29	45	65	52	15	23	88	50	56	
89	54	65	20	43	79	0	9	30	69	78	81	4	70	47	56	
56	7	39	67	48	26	87	16	89	43	56	56	69	70	81	67	
41	9	70	5	76	17	51	72	39	39	86	30	9	2	61	82	
12	75	26	50	45	72	83	55	71	28	54	29	33	70	82	53	
2	5	83	73	32	6	17	82	44	25	19	0	5	1	6	47	
85	30	3	89	36	70	1	64	24	70	58	18	67	41	34	85	
77	56	53	4	23	83	42	17	30	83	44	19	73	22	1	36	
38	76	71	42	81	17	62	52	60	53	6	63	73	13	3	22	
83	80	50	16	5	82	20	5	60	3	55	12	29	26	83	85	
39	47	32	6	18	1	85	12	46	14	79	74	60	4	5	70	
5	69	80	16	6	63	42	64	19	29	82	20	8	28	16	32	
37	77	36	74	19	51	67	20	87	49	66	64	69	86	88	12	
1	45	53	31	58	76	57	62	28	4	72	16	45	37	22	29	
23	88	10	25	40	65	64	45	44	33	35	12	4	42	8	57	
30	51	8	60	39	9	29	25	17	10	10	55	10	4	6	86	
82	62	35	1	63	13	16	72	85	74	33	68	34	39	37	2	
38	13	8	59	81	63	39	9	30	71	34	60	62	41	77	3	
70	20	69	14	68	9	70	51	38	54	36	62	49	3	76	0	
36	12	51	44	82	60	1	48	58	87	64	74	9	65	56	6	
5	60	2	28	48	77	43	45	44	85	22	28	42	18	10	11	
7	5	1	85	9	78	71	44	7	86	37	26	22	39	25	23	
40	8	44	45	29	8	7	33	44	10	86	72	51	73	25	77	
64	21	18	43	52	63	41	87	48	25	59	71	67	42	84	38	
52	69	64	84	14	0	15	55	87	27	67	0	19	46	49	77	
