59	68	20	26	47	17	78	40	16	73	15	56	50	70	64	72	51	75	21	55	61	47	10	48	47	52	60	55	69	40	20	62	19	23	46	68	49	43	40	59	64	65	6	52	43	57	18	9	
25	10	32	7	46	47	0	70	1	50	45	39	9	4	18	41	64	6	12	55	41	39	75	50	78	58	18	38	66	50	45	43	22	78	2	43	23	11	1	27	52	74	37	71	77	16	60	31	
23	3	19	24	44	24	27	64	15	22	8	50	61	6	71	66	79	42	63	69	76	7	17	48	43	48	42	44	23	64	55	35	27	36	7	58	12	51	28	74	22	26	27	28	62	72	68	33	
71	67	75	11	49	54	68	44	27	40	14	73	25	25	70	58	1	43	60	17	15	27	2	68	72	26	65	40	27	29	22	60	67	45	42	32	58	44	79	49	8	53	6	34	73	30	77	39	
76	45	53	49	7	68	18	1	56	10	44	59	55	56	35	9	71	13	15	40	75	46	21	35	5	45	53	59	57	20	64	16	33	78	40	14	74	19	47	22	27	30	49	40	53	13	62	58	
70	21	47	72	24	31	74	8	6	66	1	8	63	62	20	54	67	2	39	44	42	11	14	55	68	74	52	66	59	1	59	20	68	25	46	2	5	35	3	34	0	41	44	61	46	48	44	32	
55	45	22	32	13	65	17	23	56	50	41	31	44	39	79	74	38	47	48	60	54	47	19	21	71	55	43	47	57	79	28	48	48	51	75	12	37	8	30	43	10	42	19	2	43	51	45	1	
64	58	72	73	31	54	62	23	78	62	2	1	6	30	73	27	51	56	72	38	56	36	9	23	79	21	39	32	78	42	25	77	37	46	44	44	20	13	8	42	10	35	20	38	72	66	22	21	
51	31	35	1	72	74	68	14	59	57	41	59	40	16	8	49	74	30	14	28	57	39	54	34	46	42	71	68	3	30	71	1	21	30	46	1	27	77	21	37	33	24	45	41	29	39	28	34	
66	0	19	26	34	8	75	5	79	54	61	31	26	70	64	68	29	7	13	43	4	50	63	64	21	39	39	60	48	70	75	52	18	6	30	75	20	69	27	5	48	77	11	25	3	31	38	49	
62	31	38	1	7	44	23	2	12	26	58	58	55	46	41	26	29	21	69	52	49	33	26	70	70	66	53	39	17	29	44	13	12	11	43	9	7	48	63	0	42	69	59	38	53	69	72	73	
72	34	58	39	30	17	61	77	36	24	14	30	24	34	54	60	61	77	33	38	58	49	61	77	66	44	46	5	46	46	30	69	22	15	2	74	0	56	71	46	63	53	59	17	44	68	25	1	
34	58	12	12	67	67	68	79	24	67	71	73	70	14	14	1	44	17	48	64	9	59	61	13	10	27	0	4	17	39	40	66	65	38	0	63	70	27	73	40	2	30	25	7	65	8	61	34	
