17	137	52	33	43	135	93	43	26	41	118	56	19	12	64	84	27	24	24	119	
134	72	50	15	93	86	82	44	124	4	20	14	13	128	77	94	6	137	96	27	
86	91	55	108	131	105	117	20	61	73	22	77	51	104	47	121	10	52	5	35	
106	132	125	139	53	100	109	2	5	115	129	93	71	38	80	3	17	26	36	70	
60	101	17	103	53	137	94	139	63	42	105	28	84	91	45	120	109	33	27	28	
4	84	67	4	136	3	73	27	84	99	118	107	77	75	64	55	98	123	127	37	
2	95	136	119	93	96	11	89	16	78	24	54	95	105	83	13	21	126	94	75	
20	8	129	110	19	65	36	64	97	19	60	38	131	89	111	24	109	23	84	64	
71	93	44	19	127	1	15	99	48	63	26	63	28	26	56	0	115	37	17	98	
5	128	111	27	111	106	117	8	79	29	39	79	9	100	59	16	86	12	38	60	
26	106	14	63	30	77	120	97	121	17	67	118	120	51	47	36	138	127	109	10	
133	97	80	70	11	45	45	3	121	115	4	82	22	18	114	55	93	92	27	73	
68	39	133	2	137	79	8	48	99	121	22	50	82	120	139	71	100	110	45	66	
120	85	41	61	109	1	130	132	33	59	67	35	108	16	29	16	76	65	23	60	
46	114	45	104	90	49	93	112	5	16	136	43	64	51	106	39	50	53	9	136	
102	23	16	0	31	24	25	99	48	24	31	16	64	55	98	56	137	128	117	69	
85	139	138	68	39	120	22	57	126	108	60	89	52	99	64	83	134	135	18	66	
111	32	112	127	81	12	73	66	111	6	59	108	61	115	139	8	118	65	66	110	
84	4	47	126	11	95	113	85	135	5	67	28	28	38	3	66	64	112	25	47	
4	130	55	138	9	88	135	131	6	17	120	100	66	46	34	43	39	116	94	38	
82	30	46	18	19	61	127	96	22	117	55	77	136	101	50	78	0	126	73	82	
25	68	66	40	132	31	105	84	12	137	67	41	22	14	113	93	92	113	60	78	
74	22	47	82	135	90	103	30	82	101	42	79	36	63	71	26	7	97	119	98	
90	127	137	23	60	37	77	42	111	119	118	128	105	14	97	121	77	29	42	67	
92	128	126	48	68	113	108	21	119	41	105	39	53	9	127	4	43	22	1	64	
84	22	18	82	34	31	105	78	138	3	12	133	10	49	8	136	131	50	60	6	
71	58	11	117	85	116	93	48	32	3	63	114	135	83	122	3	114	59	110	26	
14	31	4	115	131	50	110	31	79	99	59	52	43	74	129	31	18	47	128	66	
50	122	53	66	8	121	9	16	96	127	61	19	110	14	118	18	139	29	130	133	
134	92	25	128	100	128	83	81	24	58	66	22	70	132	80	60	111	85	92	80	
89	83	106	91	52	51	54	117	119	116	65	134	86	111	99	58	34	60	76	79	
36	138	121	94	24	54	20	38	132	134	53	85	32	95	93	129	97	106	45	50	
23	84	23	14	70	55	31	10	24	101	65	65	108	138	17	120	110	22	21	58	
127	124	87	44	18	11	109	92	133	68	118	14	74	137	35	138	21	85	124	127	
35	76	10	128	125	78	100	16	19	21	42	86	32	56	106	12	27	35	56	107	
85	76	113	112	5	115	107	125	125	35	59	130	26	10	127	55	72	87	24	28	
93	47	97	84	28	1	47	11	86	63	56	59	103	127	63	6	99	26	61	19	
49	93	90	26	38	57	51	9	71	113	80	58	20	39	36	39	81	100	45	42	
123	19	125	21	56	12	94	93	9	86	6	24	61	137	132	132	70	114	31	20	
55	135	65	58	121	123	91	135	112	8	40	56	87	114	61	74	77	55	49	56	
42	58	41	36	116	98	77	8	11	93	63	80	65	81	114	22	80	130	12	24	
50	17	68	58	78	30	78	132	80	129	65	109	107	52	128	67	48	29	94	85	
76	74	31	127	111	31	47	48	60	99	49	71	25	120	38	72	131	1	130	101	
75	25	124	93	68	134	37	34	124	116	138	40	78	25	39	114	119	34	16	84	
50	76	79	22	126	124	29	57	39	128	42	28	4	116	9	27	83	6	13	51	
40	59	57	117	49	90	126	102	11	126	94	4	61	107	114	51	90	134	101	58	
69	87	89	97	73	9	8	125	71	94	92	12	20	48	15	128	32	56	49	130	
85	57	59	13	122	45	46	69	63	57	47	99	42	95	122	53	36	129	45	60	
18	35	49	76	44	70	89	60	35	93	88	113	11	46	74	50	72	26	138	16	
18	65	102	8	109	70	132	134	107	135	129	119	72	9	86	63	32	78	62	69	
43	59	19	110	87	70	20	81	52	123	20	68	92	11	90	28	55	17	8	98	
108	71	3	115	54	104	117	130	32	114	86	117	72	40	137	78	96	67	75	135	
69	66	42	138	8	2	87	51	55	39	82	108	5	126	139	124	92	28	63	75	
104	10	110	118	21	90	135	38	93	109	74	72	48	11	88	72	113	79	50	95	
86	46	50	36	101	3	122	117	61	45	71	80	0	69	48	12	10	18	85	51	
136	63	69	63	128	32	32	72	81	101	82	58	135	89	103	54	139	82	19	3	
82	7	139	104	112	11	139	53	124	48	23	31	84	21	117	9	42	20	132	89	
22	69	83	112	35	35	50	30	61	124	58	122	6	30	65	2	60	1	16	63	
135	92	89	124	100	115	76	105	81	58	86	95	14	45	2	67	37	2	123	4	
