4	17	79	4	0	33	24	25	68	74	19	37	2	20	31	47	38	61	37	66	72	2	33	77	55	11	74	4	38	17	51	39	67	76	26	76	50	77	14	43	8	4	46	39	67	31	29	52	55	48	
33	9	35	10	26	68	50	8	32	52	14	26	21	55	79	13	57	16	32	69	44	20	3	57	31	66	27	59	52	61	6	51	3	39	78	8	30	27	69	10	12	39	78	30	34	20	59	39	48	4	
48	46	39	71	38	45	56	42	12	45	72	13	72	26	31	14	27	48	64	55	19	69	3	49	42	51	30	52	59	63	18	60	69	59	2	73	40	4	30	51	60	41	45	56	48	9	41	36	16	39	
68	60	1	13	57	23	22	74	13	9	36	74	21	45	18	48	17	78	58	34	53	2	13	49	56	52	3	68	69	28	32	64	63	45	66	38	66	11	6	57	68	7	42	10	59	25	13	2	40	57	
67	11	64	41	69	27	28	35	37	78	38	10	47	0	52	63	10	20	17	51	30	67	6	68	16	4	72	6	41	36	59	63	21	67	69	62	70	27	45	57	73	45	1	34	0	42	7	22	14	58	
44	50	66	77	56	66	27	44	66	71	10	59	79	67	52	61	22	4	38	36	31	76	3	3	26	41	25	34	13	37	34	46	37	44	54	58	12	53	46	6	27	48	35	26	39	58	69	47	72	32	
8	10	7	61	56	22	53	1	77	77	56	17	57	2	16	37	79	78	56	3	14	38	73	5	10	37	24	8	44	75	47	52	15	34	8	19	27	8	22	0	64	46	78	46	8	28	19	50	31	78	
16	14	46	79	61	42	18	17	4	1	76	22	78	37	17	47	71	0	66	62	16	25	38	41	67	47	2	78	64	53	59	13	70	10	51	55	30	68	47	17	65	40	9	37	74	72	49	5	6	57	
14	12	24	32	67	3	9	25	12	77	29	4	7	64	0	44	16	65	31	37	5	26	19	34	72	42	23	48	3	57	11	18	69	70	18	25	26	32	70	48	42	29	44	18	24	58	49	56	10	64	
3	19	40	79	76	34	29	58	73	65	43	62	26	78	11	0	66	41	17	50	13	71	62	2	1	3	0	16	13	50	52	57	15	49	44	5	66	45	59	9	52	15	12	25	37	2	19	46	59	50	
