12	50	56	32	46	52	4	3	25	24	4	43	24	24	46	24	37	0	11	50	
24	44	58	27	21	38	1	34	37	24	10	4	38	19	31	50	22	39	50	35	
19	4	47	25	37	33	59	52	1	19	7	50	41	49	31	37	1	39	17	43	
4	25	47	29	33	22	0	8	1	42	3	0	38	50	49	2	51	43	1	22	
15	6	39	46	40	14	18	39	56	51	15	46	18	16	34	14	27	54	52	36	
9	36	44	7	34	18	19	32	34	33	59	35	30	32	51	8	1	42	29	0	
49	40	51	47	27	38	40	11	52	2	6	48	36	6	19	40	42	16	41	45	
14	55	33	34	11	52	1	47	56	51	30	57	25	44	44	6	51	54	43	45	
10	44	4	11	20	7	39	3	30	12	51	3	39	30	36	4	13	11	11	15	
53	33	13	50	47	12	11	44	14	53	6	8	38	50	24	53	59	31	1	7	
19	5	21	37	21	37	54	57	49	38	26	0	52	44	28	39	12	57	20	23	
33	10	18	4	54	13	19	14	7	27	46	9	13	21	34	23	13	13	25	52	
22	15	6	54	37	13	1	7	15	17	51	5	38	25	21	56	34	25	33	59	
35	14	15	8	19	34	35	42	49	21	49	50	37	19	11	58	44	44	55	31	
21	33	35	49	58	3	42	13	17	26	57	50	50	9	24	5	6	10	52	28	
10	14	44	39	34	6	8	43	57	47	50	2	38	44	29	19	25	28	9	38	
28	28	0	1	58	47	55	8	57	15	32	35	48	39	52	42	40	52	14	40	
21	5	11	29	5	52	13	35	0	10	54	25	58	39	23	15	10	24	30	13	
49	46	1	42	12	12	24	48	55	33	9	31	42	11	5	40	42	24	51	54	
13	23	58	15	0	7	43	44	33	13	28	47	1	15	21	33	20	26	41	21	
36	40	5	31	21	35	12	11	6	59	11	34	58	39	28	3	37	20	35	4	
45	13	1	18	50	14	17	36	38	48	18	48	59	31	38	21	26	53	24	17	
9	47	12	25	17	9	37	55	54	49	46	12	33	9	54	24	51	11	1	23	
44	11	43	6	35	41	55	11	2	47	34	50	14	54	7	50	11	5	59	28	
38	0	11	6	21	28	41	27	13	38	28	43	44	38	32	31	37	53	29	3	
27	52	9	36	6	26	4	41	41	0	8	41	22	3	11	40	25	58	57	24	
24	47	32	46	52	57	5	18	20	32	40	12	10	49	29	53	48	33	55	54	
29	33	28	59	18	51	10	25	29	12	35	50	15	58	39	34	14	9	11	36	
9	35	0	37	52	16	35	34	40	20	12	57	49	24	25	18	21	13	11	57	
37	33	53	46	2	10	34	18	52	9	33	56	15	8	32	25	23	41	46	10	
44	19	30	59	8	54	49	49	39	47	52	16	57	58	46	4	18	29	16	14	
24	6	8	24	3	40	2	33	13	42	14	30	21	18	2	50	45	6	7	25	
41	58	7	58	17	26	26	7	23	29	7	30	28	59	35	6	24	31	8	18	
48	38	23	10	22	37	0	44	46	9	11	26	39	38	45	48	9	21	54	24	
48	55	41	38	54	24	14	30	7	9	14	25	34	50	26	5	37	35	55	40	
22	50	26	48	8	47	41	24	49	52	12	23	37	36	47	43	5	30	57	13	
27	46	2	28	42	20	18	20	50	6	9	22	20	22	55	30	13	40	45	48	
57	54	18	39	39	14	13	40	25	36	48	43	1	53	34	29	23	44	31	19	
42	13	16	46	22	44	38	48	5	55	47	51	57	12	20	41	34	46	39	49	
41	3	52	56	36	8	3	51	23	49	22	21	8	39	17	49	51	52	44	56	
44	31	20	1	37	1	37	21	13	32	4	2	39	50	24	43	1	33	41	58	
12	23	33	11	17	29	52	45	39	31	7	8	28	39	40	22	37	25	44	22	
37	55	45	35	50	21	37	21	4	42	8	35	40	19	34	57	1	48	24	52	
10	56	25	28	50	0	15	15	30	33	24	1	41	5	54	48	50	57	17	37	
20	17	4	40	6	20	9	42	3	34	11	5	39	12	34	18	5	43	24	14	
50	41	38	30	14	17	15	9	31	1	10	48	49	11	28	35	18	46	28	7	
11	44	51	28	4	1	16	52	18	18	56	1	34	11	24	44	7	10	39	47	
9	50	8	10	28	16	21	43	35	30	41	59	18	22	37	49	56	42	33	54	
40	18	39	39	14	21	25	8	49	26	19	9	4	47	57	55	9	12	43	4	
3	59	40	44	40	28	40	1	59	53	28	22	13	55	45	12	39	15	25	49	
28	47	31	39	8	1	43	42	55	59	25	10	37	18	35	39	0	42	18	14	
53	22	46	41	25	53	57	40	27	28	45	53	46	58	59	33	41	31	1	15	
51	29	1	29	57	2	48	47	19	23	25	18	54	29	18	22	13	28	21	19	
44	52	48	49	42	43	31	23	19	45	43	8	20	38	33	33	39	16	2	2	
0	25	22	24	14	47	32	51	53	27	55	2	32	12	18	40	14	6	50	58	
30	36	50	15	3	50	50	47	23	43	53	17	12	58	25	20	29	20	48	45	
40	28	7	7	4	43	24	8	18	15	13	56	42	19	5	1	31	8	44	50	
1	39	6	16	6	48	1	50	59	7	38	4	46	13	47	36	45	22	28	6	
11	10	24	43	7	22	56	13	45	38	46	46	57	17	8	22	15	33	4	38	
33	36	47	11	36	4	54	12	34	24	29	50	57	27	3	46	57	26	56	12	
44	10	34	39	31	28	39	36	18	54	36	16	1	55	18	39	26	15	15	47	
54	21	12	27	15	18	6	53	16	38	32	38	13	1	10	21	7	45	7	41	
8	48	54	17	52	10	32	43	59	35	43	22	3	6	54	18	26	22	36	20	
41	47	12	50	27	12	55	16	33	59	25	54	53	25	45	12	42	30	27	17	
44	5	17	23	43	10	8	26	9	9	14	11	34	44	32	29	11	45	44	29	
57	14	40	23	15	42	47	33	48	9	25	22	4	47	43	36	48	29	22	24	
17	53	16	7	56	22	5	19	25	49	43	14	48	55	5	12	5	46	10	4	
16	54	18	41	55	14	11	3	5	36	54	32	1	52	58	30	47	36	17	47	
36	56	6	45	36	33	46	4	57	43	7	33	7	38	8	8	19	33	42	58	
53	19	26	13	14	52	43	14	20	26	59	22	56	1	26	53	30	56	29	23	
59	44	10	56	2	0	9	48	1	50	12	12	22	33	49	56	47	22	40	34	
45	17	40	8	26	10	27	46	2	17	21	31	1	24	47	2	43	4	8	12	
16	44	37	33	51	54	23	13	37	30	5	26	36	4	46	4	26	58	56	57	
37	32	7	50	36	41	25	50	3	47	14	26	50	22	4	2	56	26	57	4	
7	24	54	7	39	0	40	51	35	8	10	4	33	28	45	9	34	25	37	4	
15	8	1	35	43	2	55	45	45	14	37	20	2	28	51	11	36	4	2	37	
58	14	54	25	31	53	41	35	11	6	19	20	49	12	23	10	52	42	20	8	
25	50	2	25	5	45	39	20	41	16	9	57	42	42	22	50	40	19	23	33	
30	2	27	58	35	10	47	1	32	0	56	10	50	41	45	9	13	41	19	52	
8	37	4	52	48	21	6	49	14	19	37	7	40	14	36	2	3	15	14	17	
28	30	58	23	7	31	0	6	30	43	43	33	55	26	27	17	59	52	16	37	
15	33	41	28	56	42	31	13	7	26	3	21	32	57	15	27	12	12	34	53	
43	54	7	10	44	28	6	22	12	17	18	35	5	28	38	13	59	38	9	45	
54	31	10	34	11	29	56	50	5	37	55	41	56	7	2	24	25	38	26	13	
26	9	37	57	14	24	57	18	28	50	39	36	51	3	23	4	5	30	10	49	
38	18	56	11	42	11	5	49	24	16	42	46	46	59	41	44	48	18	32	6	
16	49	8	21	56	45	55	26	0	40	36	26	43	42	43	47	37	16	12	7	
56	3	50	10	59	9	13	9	41	17	49	14	38	9	10	8	40	9	53	13	
21	2	9	39	41	1	30	4	8	35	59	12	45	54	7	49	26	22	55	27	
39	5	55	58	35	41	15	1	39	16	49	9	34	6	52	11	22	52	5	31	
32	16	50	2	6	18	20	47	22	2	25	2	8	15	39	1	11	48	21	33	
16	34	31	53	31	47	50	18	39	50	11	20	36	27	32	24	21	54	53	59	
36	28	28	2	47	58	44	48	1	11	24	42	1	53	16	30	19	16	15	20	
12	35	3	30	5	52	22	50	57	42	10	54	56	21	4	15	43	47	14	35	
13	47	30	30	53	19	55	48	51	58	14	6	57	44	24	26	38	50	40	57	
10	3	16	19	29	50	32	50	18	9	41	57	20	46	29	40	4	8	24	18	
54	6	5	30	38	32	59	47	24	31	38	11	24	56	38	27	59	25	53	34	
3	5	22	51	34	57	10	40	58	35	40	49	5	54	2	6	20	48	30	51	
34	14	51	46	39	6	44	58	20	19	43	54	10	17	0	25	2	24	45	50	
7	36	2	53	23	23	34	1	45	39	12	36	5	46	5	12	19	20	34	48	
