32	61	25	59	59	14	13	59	56	35	8	45	35	9	27	25	62	20	0	63	54	26	
49	50	23	37	31	36	49	49	44	1	18	34	26	58	18	50	21	22	57	46	25	61	
28	15	38	44	13	57	18	37	69	69	24	38	69	55	65	60	39	62	11	9	50	8	
12	68	18	9	16	4	38	40	7	12	41	7	11	0	24	51	41	42	10	66	30	34	
21	25	66	48	29	44	4	48	41	57	18	22	43	24	6	33	14	39	53	42	30	33	
31	7	21	12	62	23	66	50	19	57	57	19	26	52	68	24	43	12	30	31	50	11	
9	64	27	50	11	26	48	3	24	46	41	56	67	60	43	17	65	55	2	6	4	17	
60	58	62	63	20	8	6	62	18	6	63	23	54	54	67	10	2	50	56	44	57	68	
66	29	44	6	2	13	60	45	2	32	66	67	10	26	32	53	20	54	63	24	67	60	
0	52	68	3	37	59	10	22	12	57	33	16	17	32	55	55	49	37	58	30	9	27	
6	69	38	26	9	11	48	12	34	2	53	62	54	30	59	50	17	16	68	58	44	35	
14	39	57	23	67	43	52	11	45	40	56	41	41	6	22	46	35	31	38	32	50	48	
68	29	40	19	58	68	49	10	68	7	1	6	48	51	49	25	41	29	6	47	2	24	
25	5	22	47	62	50	64	65	10	51	66	48	46	19	61	19	31	27	10	11	63	25	
27	18	6	55	41	38	9	0	34	10	32	58	54	26	62	1	16	67	29	39	54	26	
1	20	16	35	34	62	45	38	50	12	39	49	66	36	53	49	60	57	4	29	9	33	
68	54	63	26	56	39	69	64	3	69	8	50	21	42	22	62	26	41	4	56	42	68	
68	42	64	64	40	62	36	53	53	17	15	62	38	48	50	68	43	64	20	44	65	14	
26	33	40	9	34	28	8	27	50	47	29	23	47	63	30	26	12	35	57	29	1	66	
43	63	52	65	12	47	44	12	4	62	10	43	27	68	12	16	6	17	29	5	41	23	
23	34	41	1	14	53	51	19	31	11	48	30	12	57	54	39	35	46	44	58	12	22	
15	20	53	55	22	45	25	58	0	34	31	53	28	33	49	20	11	19	67	13	18	15	
52	46	60	28	60	11	29	61	62	64	48	32	50	19	8	55	36	45	15	60	50	58	
20	69	28	43	16	63	62	31	0	18	28	69	65	1	30	37	19	53	65	18	8	64	
60	53	44	29	46	41	49	67	19	44	59	3	33	64	15	21	23	69	28	5	42	33	
63	61	24	19	39	16	12	32	63	69	54	45	36	22	57	46	24	23	19	3	27	11	
13	58	50	16	41	36	54	6	32	57	28	63	68	15	38	37	3	38	3	30	39	48	
44	68	15	11	35	8	38	45	34	60	12	29	43	39	14	49	17	18	20	8	33	20	
6	27	5	4	65	33	45	49	36	31	67	27	7	37	25	12	13	50	8	20	5	29	
23	37	56	30	21	16	43	59	17	64	37	33	43	55	48	67	16	59	57	24	38	63	
16	45	58	9	10	42	37	67	62	35	23	20	46	45	24	34	7	14	12	21	66	54	
30	6	10	3	18	31	61	25	32	21	8	56	18	21	24	6	41	14	36	26	58	17	
23	17	41	26	69	36	11	45	0	44	24	56	26	3	59	63	0	67	62	45	38	60	
16	65	5	56	29	27	37	48	62	51	32	65	43	46	17	44	40	12	18	38	3	57	
44	24	53	42	1	42	23	1	0	56	3	34	46	10	67	46	61	60	3	10	20	31	
18	40	12	1	69	45	48	47	69	57	27	13	60	37	64	54	45	28	2	12	25	28	
56	66	41	10	24	27	58	39	31	34	40	39	68	12	64	33	18	0	29	5	55	14	
42	46	40	15	22	32	17	68	44	26	48	2	2	47	6	36	32	35	61	52	42	27	
18	49	69	46	61	34	37	33	32	0	64	32	50	15	29	15	15	50	63	6	40	38	
3	55	35	48	65	33	55	46	36	23	61	61	62	35	54	53	26	23	26	47	34	54	
33	36	67	50	5	54	45	33	22	23	2	29	57	24	61	31	52	14	66	69	1	49	
11	6	0	20	16	32	51	19	63	3	32	8	30	51	25	27	49	38	35	57	35	51	
66	2	48	48	13	1	69	39	4	12	32	48	17	45	59	64	0	46	36	57	50	64	
34	62	69	35	31	34	60	22	20	41	58	15	28	23	24	68	26	42	2	17	27	46	
14	14	32	7	65	8	69	69	26	66	28	66	49	17	25	31	34	20	10	49	37	33	
63	34	38	51	31	52	67	13	37	17	19	46	25	16	59	4	35	22	25	6	64	41	
59	62	44	40	22	55	62	67	62	42	6	22	36	6	54	49	7	34	68	56	64	39	
7	1	10	20	50	40	54	43	10	37	9	17	35	56	28	50	10	56	9	50	14	63	
33	28	20	5	60	25	11	51	10	56	30	34	6	53	42	18	12	67	47	1	15	21	
15	51	60	47	22	37	25	67	29	2	41	55	43	14	3	11	47	32	43	52	24	17	
36	0	47	53	16	61	54	65	32	20	32	4	21	42	17	28	32	69	67	26	44	63	
18	33	55	62	2	40	7	41	24	65	40	34	65	55	40	67	13	23	62	49	20	32	
48	61	49	13	41	23	42	60	21	44	0	43	2	17	14	64	51	17	67	58	49	7	
52	41	43	50	48	26	14	23	50	58	26	40	36	62	14	14	18	27	23	24	4	60	
35	46	16	23	50	61	5	18	37	8	37	50	7	41	58	4	26	13	2	30	33	64	
8	25	2	4	41	63	51	3	1	4	7	42	33	18	57	25	38	38	35	35	33	68	
9	40	43	47	2	60	31	8	40	17	55	63	38	9	28	62	18	15	22	47	4	21	
31	41	59	49	57	44	19	64	5	50	51	44	24	59	31	32	66	63	38	25	27	13	
40	44	11	69	22	19	40	37	65	33	45	49	32	65	38	69	53	3	1	57	34	30	
69	52	11	26	9	53	62	64	64	19	0	39	63	3	47	53	46	33	68	7	2	49	
60	53	60	59	57	41	41	37	27	66	12	41	47	11	3	64	54	16	50	5	64	3	
15	1	60	45	21	30	31	43	64	25	48	17	14	68	23	66	26	69	47	32	22	35	
40	2	26	8	68	46	63	23	42	51	23	60	26	27	29	37	10	64	39	57	38	34	
13	24	29	55	20	16	65	15	4	68	38	6	27	60	67	32	47	1	18	21	24	56	
46	13	33	30	55	14	38	58	46	44	42	13	35	36	14	20	12	3	6	34	43	45	
20	29	47	18	18	34	42	26	59	38	22	44	63	69	6	44	62	22	13	37	26	54	
15	3	27	40	25	54	30	69	7	62	62	4	46	56	27	12	48	8	18	65	69	32	
51	2	25	21	59	5	35	51	42	2	69	33	49	21	15	8	63	43	56	54	48	11	
6	16	64	27	30	41	41	43	33	31	66	0	12	65	18	1	57	38	15	23	10	6	
63	66	35	69	47	53	18	54	26	29	23	58	41	22	27	21	57	15	21	11	59	10	
69	9	58	54	10	53	54	29	53	17	15	51	50	37	33	56	7	9	51	53	52	33	
5	45	44	8	48	4	7	65	48	17	38	6	27	44	23	48	33	26	30	22	56	36	
33	60	27	65	32	41	23	41	1	5	53	46	53	15	69	10	68	33	23	37	39	15	
51	67	56	49	37	52	58	45	26	51	7	65	1	53	14	39	2	46	10	54	67	26	
53	42	19	61	67	40	27	40	34	37	29	47	7	54	4	8	25	36	5	15	7	2	
60	57	55	66	39	47	54	56	39	67	32	48	68	38	59	33	50	24	43	6	44	38	
21	3	20	40	31	42	53	48	59	9	42	0	38	53	43	20	65	69	16	9	2	60	
29	41	21	21	45	5	28	37	2	46	66	56	30	63	67	21	33	14	24	20	56	6	
56	51	11	16	4	28	36	5	37	33	18	56	12	49	38	34	18	14	26	41	4	44	
27	1	9	2	33	48	46	49	47	66	19	21	15	10	13	31	57	33	68	24	24	20	
