1	27	63	52	17	0	42	53	68	68	88	52	42	60	72	38	80	26	64	42	12	53	59	20	
78	75	5	6	88	50	51	75	14	44	55	37	55	78	18	68	83	41	69	6	20	48	40	69	
10	78	42	24	37	85	43	59	32	60	82	60	31	87	47	28	23	63	34	42	73	71	81	43	
41	55	4	21	69	4	28	35	7	1	19	26	37	44	78	43	72	69	31	61	79	24	54	22	
41	42	84	57	75	81	24	57	89	36	10	88	36	49	55	84	41	72	11	79	46	89	89	5	
29	4	84	46	68	88	23	30	41	16	63	7	3	11	48	17	72	25	21	8	5	58	87	63	
63	59	49	61	24	55	47	66	5	38	15	1	12	2	73	33	55	84	86	2	47	12	43	3	
61	65	73	84	41	56	13	63	23	44	44	30	89	40	35	59	45	59	40	60	63	80	37	73	
1	73	54	0	79	63	83	33	55	12	77	63	38	64	34	84	44	60	70	46	59	21	47	52	
44	16	34	3	60	15	45	29	72	23	45	38	3	15	39	0	15	9	86	2	80	72	60	71	
45	87	87	55	82	21	51	3	75	38	32	38	15	70	71	20	0	88	35	36	39	76	78	23	
20	74	18	29	44	41	22	83	79	71	6	82	3	68	28	33	80	28	4	24	87	89	76	16	
9	22	45	18	71	17	34	57	60	77	19	22	56	79	30	23	27	4	57	22	13	33	51	35	
43	83	48	49	49	21	59	42	32	71	82	24	85	55	54	5	54	75	12	41	25	16	44	74	
4	12	64	67	54	84	46	44	71	67	45	23	81	8	86	35	25	43	0	64	60	6	45	37	
60	80	71	62	86	76	25	80	85	23	46	3	75	54	39	59	29	23	16	25	64	6	53	81	
71	84	83	16	6	87	65	33	31	57	33	42	41	53	26	23	27	43	84	12	54	83	28	16	
73	75	23	15	17	12	85	41	74	48	19	34	24	84	48	34	73	81	12	58	36	64	72	84	
77	17	8	80	68	73	15	42	27	37	80	16	34	89	49	24	57	56	73	57	66	56	1	86	
1	36	88	1	7	3	23	89	20	71	22	80	7	49	60	2	4	9	38	88	57	79	25	32	
70	42	26	32	17	29	75	79	8	42	22	21	17	41	63	28	9	43	27	38	0	19	54	10	
53	59	17	23	20	18	52	36	6	52	86	20	59	13	78	45	9	22	32	30	21	5	42	5	
66	22	33	10	29	48	42	73	29	44	35	67	19	86	37	89	54	79	57	87	40	86	21	33	
63	32	55	32	62	89	40	87	30	39	56	41	0	22	54	49	76	14	23	52	10	6	0	71	
47	73	20	53	26	27	29	12	67	60	50	88	23	46	71	9	23	40	1	45	21	75	8	3	
39	21	83	51	77	61	21	25	78	80	68	84	23	6	20	11	40	62	10	61	52	83	54	68	
12	36	89	17	80	66	42	34	44	89	10	60	38	11	79	48	28	82	9	14	39	80	28	16	
81	78	44	26	69	57	37	16	37	75	72	71	77	47	16	88	30	72	65	24	63	50	85	25	
64	9	37	82	74	12	14	56	23	46	83	79	12	37	33	60	79	24	64	39	42	69	78	27	
61	67	64	31	47	8	15	28	21	59	88	69	36	37	75	80	67	83	67	6	70	78	77	79	
34	61	82	32	57	4	31	49	78	80	51	79	38	88	54	62	70	30	87	44	47	17	37	8	
80	15	4	85	7	35	23	77	2	43	29	7	20	13	30	48	42	9	78	53	45	73	43	10	
3	15	61	87	16	51	33	39	39	50	8	43	36	36	50	85	32	43	41	7	59	63	69	58	
72	28	44	61	14	41	32	14	77	66	66	64	84	28	54	4	15	24	27	88	63	64	50	24	
35	49	58	57	41	42	2	40	27	65	28	75	10	38	83	17	48	37	66	9	77	43	2	46	
44	17	1	58	37	26	9	12	58	45	58	74	20	59	84	66	34	18	24	59	7	13	9	78	
7	36	24	1	34	45	21	1	87	76	70	44	48	87	5	78	58	13	60	53	63	31	42	8	
86	22	36	46	45	14	7	51	54	55	58	81	8	3	10	15	49	83	61	44	48	4	0	83	
70	31	27	2	40	85	45	41	88	41	67	72	62	6	9	5	78	1	48	50	65	23	68	66	
51	32	4	2	3	27	78	33	65	84	11	69	80	48	9	58	63	19	25	45	60	88	18	59	
47	0	89	52	50	8	39	12	3	19	81	18	75	67	22	79	7	14	10	23	15	85	68	81	
6	28	0	54	59	84	28	77	35	2	0	49	1	36	65	82	74	12	55	35	70	51	59	26	
74	77	66	89	44	17	61	47	34	80	8	35	25	69	30	20	35	15	79	87	84	77	65	71	
88	26	77	62	28	35	23	42	79	86	18	1	12	4	19	73	1	26	87	15	40	36	47	81	
19	32	32	20	71	25	22	89	74	53	69	72	55	8	64	56	1	79	51	80	31	13	38	10	
30	28	77	6	44	36	13	89	59	81	52	31	8	45	69	11	17	86	83	47	53	0	72	9	
39	53	47	85	63	15	66	56	11	58	34	80	75	12	27	52	0	35	59	29	13	84	70	41	
62	58	13	89	50	14	81	51	61	1	81	37	62	28	48	26	11	54	80	21	19	7	77	81	
3	61	38	56	8	61	23	80	80	88	64	18	30	34	9	27	88	47	85	76	8	13	5	79	
64	56	77	63	52	20	53	85	30	33	54	6	59	79	49	81	52	79	21	1	75	65	79	36	
69	65	3	88	25	76	34	19	33	75	3	31	86	35	6	50	61	63	51	79	58	53	89	3	
51	73	18	45	74	18	0	89	51	26	62	75	31	21	53	65	16	89	56	17	16	21	1	81	
49	24	31	87	61	32	43	69	19	57	41	51	65	19	78	31	66	8	4	64	37	67	22	54	
55	18	5	86	18	9	12	69	72	38	32	63	76	54	7	3	1	71	63	35	17	59	53	86	
58	82	68	33	0	81	54	18	37	6	18	10	9	31	46	60	32	47	87	77	81	52	5	41	
35	33	32	71	2	65	73	76	32	13	24	44	66	71	14	80	87	81	27	79	33	56	2	3	
58	89	16	25	43	83	41	76	58	50	18	3	69	0	74	26	65	58	46	38	6	71	62	61	
54	60	53	68	81	54	76	5	36	50	81	18	52	64	49	48	66	14	17	21	62	51	4	15	
32	36	55	65	79	29	26	45	15	36	63	45	11	62	29	70	27	26	74	80	49	34	86	21	
86	32	43	72	77	50	40	22	70	59	4	81	9	84	20	73	23	25	71	34	49	46	71	41	
81	20	45	78	10	61	89	69	12	69	8	3	8	74	49	20	85	2	27	36	89	49	60	22	
45	20	9	79	79	54	26	7	36	82	80	26	74	78	7	21	45	78	44	27	80	78	73	13	
63	1	52	67	7	88	54	81	1	60	45	64	43	17	32	18	67	6	74	76	43	88	12	32	
89	4	77	58	70	53	34	5	77	26	30	67	41	79	41	82	63	59	84	56	31	27	43	61	
2	78	51	2	56	20	58	47	81	85	27	86	82	28	5	21	70	3	79	73	65	80	18	0	
10	52	81	22	31	44	23	73	37	58	69	56	54	85	11	54	2	30	10	75	20	10	65	21	
45	54	8	83	53	50	67	86	39	20	10	40	7	23	13	88	67	57	70	77	31	69	78	58	
65	21	32	74	81	14	67	23	78	6	35	35	61	76	56	4	75	63	25	8	89	41	14	89	
23	41	67	20	55	35	60	58	73	48	26	80	50	26	41	81	52	13	60	19	11	16	81	7	
48	85	67	64	67	8	2	79	56	78	3	7	48	42	56	10	51	1	50	78	83	75	89	8	
81	21	38	48	37	70	4	66	39	83	29	82	53	4	49	13	37	52	44	56	80	19	80	73	
20	56	32	6	41	38	10	61	0	14	77	7	89	75	39	81	25	38	25	45	60	40	55	87	
12	29	61	79	61	71	22	50	41	42	3	24	81	23	79	65	43	31	58	71	85	89	69	39	
55	12	5	10	38	78	50	44	1	14	54	22	23	36	76	7	69	59	14	52	89	35	12	78	
81	74	60	68	59	52	13	51	7	70	47	8	16	40	60	41	89	25	81	66	71	85	70	59	
54	5	29	61	50	60	51	51	9	34	41	50	81	4	87	71	73	14	0	71	46	9	78	40	
22	82	65	69	28	48	46	35	55	76	86	73	66	76	3	45	20	48	69	75	73	52	31	76	
86	3	41	29	37	73	31	36	38	17	71	42	46	47	39	83	66	22	86	42	58	70	11	46	
39	81	42	87	76	54	78	61	65	33	18	2	67	21	55	78	36	18	73	7	46	68	14	78	
16	40	13	85	22	63	89	61	9	60	33	3	76	67	3	64	63	23	69	69	64	79	60	4	
48	70	49	14	34	79	61	3	87	6	43	30	69	31	20	39	39	33	63	26	10	16	43	44	
33	36	15	31	56	78	67	31	63	56	30	59	25	81	56	38	36	26	3	47	33	23	65	8	
62	45	34	52	66	2	38	54	63	36	2	15	27	73	63	54	36	28	84	62	77	36	70	26	
86	76	2	66	10	86	22	41	5	82	76	9	31	2	12	82	29	45	4	81	19	76	37	75	
16	63	75	41	43	51	10	6	20	78	34	4	24	55	52	35	86	8	6	43	17	76	18	79	
46	44	4	11	52	36	77	33	79	84	58	8	43	89	85	65	10	23	61	6	33	45	49	53	
82	81	12	10	32	45	53	14	51	89	55	73	74	70	85	5	55	81	44	58	5	20	31	51	
28	71	48	1	51	19	81	49	51	34	80	47	86	80	23	68	47	63	15	19	55	47	70	78	
81	75	81	80	69	65	26	77	67	67	15	55	22	23	14	75	48	7	25	56	36	70	10	22	
10	21	10	24	15	10	1	44	16	69	69	34	79	48	15	0	54	44	87	12	52	18	4	79	
31	62	88	63	81	0	45	20	17	86	49	45	42	84	86	0	61	51	33	16	13	53	33	38	
56	3	42	58	72	15	53	48	11	19	39	45	43	42	51	72	9	5	7	8	72	48	81	67	
19	17	21	65	17	27	54	54	84	8	16	18	10	81	68	64	64	26	82	2	84	45	39	75	
25	62	64	87	33	78	53	5	20	19	21	44	75	45	68	81	48	66	24	47	19	23	89	33	
1	24	20	18	59	12	73	76	29	24	52	6	66	55	69	22	52	61	14	81	73	3	0	65	
34	89	66	68	63	38	57	22	8	84	75	74	73	0	47	38	26	37	54	33	19	54	46	87	
80	76	53	51	35	72	81	29	55	58	23	77	89	84	21	34	78	4	86	26	28	88	78	28	
32	39	6	13	17	45	10	80	13	84	88	89	6	45	89	18	0	60	82	48	41	74	29	30	
62	71	61	64	5	63	11	88	8	66	50	86	50	37	89	29	70	37	71	18	58	19	89	82	
14	7	55	61	56	27	2	61	79	69	14	33	81	53	36	74	77	84	41	38	31	42	48	56	
