121	199	52	131	103	153	50	135	182	31	188	142	69	58	
137	120	137	56	166	97	52	71	80	159	41	13	27	136	
148	7	17	162	23	44	175	144	102	30	49	110	140	12	
22	138	167	14	134	175	62	7	111	31	26	160	175	20	
130	199	20	75	177	99	160	13	51	154	136	60	45	41	
11	102	1	103	175	33	56	14	118	44	67	55	128	45	
154	66	19	20	45	175	110	11	193	92	35	104	25	123	
74	113	174	166	58	51	58	122	194	15	190	37	174	130	
172	118	21	55	134	152	31	194	173	146	196	188	190	14	
72	110	63	196	195	172	183	50	196	65	19	18	149	48	
12	24	177	61	94	22	98	97	20	47	40	132	175	44	
108	130	110	126	26	173	46	161	109	178	59	152	68	75	
183	91	122	48	54	130	123	75	21	141	163	95	199	162	
121	172	78	81	16	57	3	175	53	54	77	101	164	22	
109	141	166	197	154	1	30	28	128	72	57	158	44	85	
147	69	50	165	78	54	167	53	77	158	19	78	102	72	
134	126	198	44	59	100	151	125	113	0	132	166	14	52	
118	74	151	99	119	112	147	197	11	23	198	132	94	188	
48	30	168	77	157	7	13	8	96	170	170	45	128	148	
154	172	61	61	38	189	59	131	51	67	69	141	132	171	
5	33	40	119	136	43	191	129	39	147	127	174	183	50	
27	73	26	40	58	57	167	68	109	185	116	33	194	129	
180	138	62	150	147	82	104	19	102	122	48	153	47	64	
150	35	86	168	158	39	100	82	137	97	153	103	48	170	
149	145	34	80	107	199	180	155	82	122	160	36	85	198	
142	121	98	144	142	25	64	17	120	33	81	156	155	65	
39	98	186	134	75	15	29	116	120	64	195	191	134	92	
100	150	99	116	53	117	60	16	37	142	161	176	4	187	
182	156	180	147	109	40	143	39	9	191	192	143	94	170	
37	101	44	29	90	142	91	87	153	184	120	141	141	5	
125	169	191	75	78	12	7	28	56	101	100	9	180	60	
70	126	49	136	112	178	0	162	188	78	32	28	63	143	
122	81	115	122	32	25	27	75	46	17	105	121	194	166	
83	169	55	12	77	158	173	199	160	58	21	133	183	52	
112	62	10	14	7	129	131	185	109	44	78	151	33	159	
86	197	160	102	106	59	63	25	111	114	30	82	151	9	
160	91	167	51	198	81	22	184	147	105	193	30	58	69	
107	181	4	146	34	172	175	177	181	11	168	105	73	190	
104	174	179	138	148	168	0	135	62	50	184	146	65	140	
144	78	194	40	143	103	107	190	72	50	153	196	70	156	
173	86	39	86	71	102	183	26	77	111	69	124	116	172	
82	176	158	160	46	36	121	81	20	89	9	39	62	4	
59	115	171	179	138	29	117	150	159	6	23	28	121	86	
147	15	20	155	146	133	45	104	181	75	28	21	192	152	
10	112	134	180	186	56	32	20	100	2	142	90	180	147	
136	165	33	128	38	194	146	188	140	6	179	191	81	137	
181	56	183	40	139	127	45	136	0	1	15	114	198	17	
103	23	10	184	189	121	92	80	122	179	114	163	146	6	
35	139	88	50	121	133	51	77	56	143	78	43	179	50	
78	114	197	142	180	160	45	185	18	123	67	68	34	125	
136	2	106	90	42	174	20	112	52	192	114	170	140	35	
7	184	61	38	104	143	189	5	177	177	137	187	20	0	
101	166	60	188	24	7	95	166	19	125	90	120	18	21	
151	140	91	96	10	14	36	33	97	38	161	57	33	14	
115	57	165	164	180	148	194	60	70	126	6	70	91	132	
126	191	95	161	143	183	178	115	52	6	50	32	142	131	
166	8	106	59	93	152	19	50	44	80	65	17	182	10	
18	29	102	31	132	128	152	136	36	134	125	62	105	117	
141	94	18	194	191	189	86	124	108	171	194	111	42	199	
148	80	84	159	79	8	70	146	63	135	79	173	20	158	
103	190	92	144	160	16	17	54	193	51	154	142	188	63	
148	159	89	37	25	44	44	18	17	138	138	113	85	176	
49	68	171	82	29	167	35	98	198	9	87	67	87	7	
41	99	114	127	71	197	70	166	74	72	43	182	157	112	
156	168	56	191	82	10	123	159	90	117	144	55	69	45	
65	23	174	141	89	177	88	7	63	62	5	6	124	106	
179	160	93	30	128	59	125	184	103	26	74	169	147	67	
127	83	192	121	42	156	41	2	148	27	131	196	94	62	
169	48	35	134	73	83	192	111	68	165	71	136	34	72	
59	115	155	191	166	170	67	96	110	191	165	88	111	85	
112	73	82	16	55	138	82	126	153	123	47	89	33	60	
4	146	57	105	58	51	167	100	168	32	170	175	50	131	
61	52	86	123	145	59	126	137	34	127	39	151	176	165	
96	45	173	114	198	17	46	88	92	42	195	189	96	154	
