161	111	89	117	21	17	144	128	93	86	106	111	58	5	164	54	7	24	33	169	
17	22	114	108	124	64	6	153	38	39	34	43	127	113	55	3	126	43	49	128	
12	104	71	135	122	109	139	19	22	109	71	154	58	120	157	140	0	99	140	70	
58	54	131	126	19	29	164	94	42	153	147	6	100	114	133	68	102	5	145	55	
84	127	78	73	19	135	116	157	152	97	162	23	152	37	70	24	2	89	111	158	
168	131	49	109	82	38	158	146	80	12	86	101	155	52	51	56	26	142	104	32	
157	56	117	86	167	24	125	80	31	22	64	43	155	78	0	76	7	144	75	63	
147	70	147	122	124	94	39	23	123	71	93	48	89	42	83	45	58	85	49	95	
97	72	151	133	39	0	5	135	90	150	4	72	154	165	118	28	155	115	18	17	
66	70	12	162	63	103	10	143	103	121	137	68	139	167	118	141	116	151	60	57	
20	2	93	7	77	110	60	6	129	121	10	87	3	58	98	2	85	76	165	12	
151	44	69	72	53	69	45	78	107	122	139	31	85	45	165	44	163	136	4	99	
115	16	144	84	26	87	91	57	9	127	86	80	53	153	80	31	125	131	154	70	
41	5	138	41	16	27	135	93	1	41	148	139	146	3	24	88	56	11	129	90	
128	28	84	2	149	53	71	111	48	23	169	105	58	89	31	58	165	126	145	90	
57	126	92	161	48	84	120	107	81	140	139	5	62	69	83	124	80	81	166	127	
42	11	5	149	39	126	8	145	143	88	71	20	78	44	7	164	67	71	46	11	
144	127	126	145	13	108	99	22	82	161	13	160	143	5	143	24	123	61	164	94	
85	135	25	74	16	78	36	124	4	22	12	28	83	48	104	65	14	133	105	16	
15	26	39	13	34	131	146	0	166	117	49	76	147	70	54	157	29	83	150	86	
144	161	0	151	120	2	119	162	30	57	132	71	63	45	45	9	165	136	81	38	
113	90	116	162	32	149	121	46	21	82	7	127	42	37	6	19	22	116	126	88	
81	104	98	131	101	111	103	76	159	26	59	131	0	49	38	116	114	106	78	28	
50	59	47	51	87	60	118	139	37	97	164	145	111	32	161	144	19	153	64	44	
41	163	116	149	106	64	129	61	119	79	95	166	102	97	157	147	113	12	92	11	
158	119	100	15	21	143	130	115	62	65	126	56	98	55	81	144	141	149	12	152	
34	150	153	45	11	37	164	28	64	75	132	93	92	75	128	15	69	113	167	58	
48	78	160	115	46	126	96	70	106	144	84	0	166	132	73	143	147	90	160	14	
53	19	130	121	57	151	162	135	77	115	106	111	59	108	121	36	57	146	3	50	
151	87	27	95	12	97	93	98	128	159	19	82	122	54	81	45	95	113	111	125	
166	19	38	33	162	69	73	106	62	37	71	58	154	63	113	76	23	38	73	109	
124	154	141	57	44	59	107	155	150	8	64	130	112	71	60	100	165	62	30	157	
82	152	82	112	35	86	149	32	102	150	141	86	15	84	156	118	15	54	116	133	
160	71	132	35	148	43	10	68	109	146	39	146	8	17	89	39	134	131	65	127	
