129	150	87	121	89	137	95	28	36	8	56	106	144	93	30	113	178	45	70	61	129	114	
12	70	71	109	87	48	106	87	84	72	119	149	73	159	126	10	128	110	81	28	45	144	
171	72	126	132	17	56	110	2	48	159	105	37	31	32	21	29	55	135	116	38	80	118	
70	21	72	75	66	178	148	71	22	164	43	11	10	126	122	163	131	79	14	78	161	152	
42	168	14	105	64	55	75	5	99	144	20	52	19	133	76	133	176	22	176	157	138	120	
128	55	154	154	146	173	155	43	42	59	88	122	50	139	30	82	65	38	22	25	33	59	
7	91	127	70	126	19	67	31	47	94	36	120	109	21	134	141	7	179	67	60	62	132	
129	45	59	160	18	141	149	59	78	66	12	13	54	22	109	131	26	166	46	14	64	85	
18	20	97	40	118	157	121	81	91	78	67	75	12	42	59	97	21	47	35	53	150	112	
161	141	81	53	63	62	155	111	10	26	50	123	109	128	44	157	162	154	68	38	175	171	
46	87	151	79	45	149	40	172	105	7	164	134	176	15	128	40	2	38	73	178	36	177	
19	67	157	128	45	0	141	35	46	110	47	136	26	74	50	17	148	8	37	151	32	3	
131	152	102	78	159	94	45	110	141	104	71	40	69	82	98	63	21	113	44	29	29	112	
176	163	28	127	108	179	70	95	148	121	41	143	9	62	38	27	35	101	32	22	124	175	
152	98	154	115	76	15	97	127	78	8	110	130	114	127	148	43	48	56	24	59	7	178	
24	47	91	126	82	149	146	61	48	45	63	52	163	3	87	158	20	116	108	27	91	47	
68	125	124	151	136	97	97	163	168	83	100	105	30	142	74	151	66	123	25	128	124	37	
28	128	90	135	18	52	89	13	43	145	143	101	119	155	172	10	161	45	170	160	78	8	
139	91	151	142	49	77	32	22	0	60	78	154	120	148	95	39	115	91	83	65	171	22	
103	43	73	156	150	27	65	67	179	168	98	126	122	176	102	163	92	25	127	53	27	20	
142	138	3	58	40	44	42	14	87	90	134	79	143	122	148	143	18	161	22	22	27	171	
114	166	150	73	123	163	98	65	142	91	163	65	49	155	138	17	4	97	12	91	13	140	
175	68	169	53	64	170	81	81	22	144	160	43	145	127	171	143	159	83	139	50	71	65	
111	144	124	81	61	110	177	142	71	96	99	39	35	67	72	106	114	128	127	60	14	21	
134	93	5	42	87	128	175	154	172	146	143	24	70	40	82	109	47	80	70	5	176	87	
161	151	146	65	159	21	15	80	70	69	41	26	157	50	139	127	92	19	132	88	54	11	
123	163	62	153	5	159	136	34	135	138	128	69	145	22	12	107	28	150	159	46	127	88	
103	45	121	84	28	21	19	71	47	137	113	121	22	103	112	72	90	115	38	159	151	23	
34	63	27	135	75	178	22	110	100	173	162	73	162	8	15	131	6	10	72	47	15	7	
128	38	35	119	96	161	22	155	94	171	16	114	38	119	149	66	25	90	147	63	171	96	
7	154	139	105	76	139	175	107	41	156	58	131	83	128	105	26	92	152	25	77	87	9	
118	13	104	125	82	25	81	48	102	25	114	111	150	89	102	88	65	131	163	12	99	38	
24	102	43	148	42	78	112	39	36	38	143	116	65	140	49	156	113	129	55	0	177	118	
124	101	75	38	50	18	45	12	152	34	133	127	12	69	138	111	32	179	75	179	29	39	
93	117	96	99	108	22	109	10	110	48	39	178	120	138	41	96	135	19	167	48	6	94	
137	31	95	46	5	137	171	18	48	133	110	168	25	157	53	151	118	129	35	36	137	135	
13	10	92	169	109	34	78	156	12	10	97	125	92	56	157	26	133	108	135	43	74	84	
135	127	113	60	0	35	99	126	73	37	25	55	137	61	143	100	136	53	143	168	118	36	
79	155	82	26	49	133	103	154	19	21	171	85	103	145	32	30	69	159	75	88	100	9	
129	52	53	41	22	40	70	153	110	150	123	47	111	161	161	73	80	59	39	15	79	130	
36	118	165	140	107	82	68	63	64	67	128	83	155	46	7	85	125	127	166	24	155	87	
4	10	124	83	129	56	108	92	153	59	111	14	69	129	88	71	127	151	90	39	85	113	
125	50	143	11	162	155	158	167	129	71	161	62	80	161	176	23	28	81	57	124	33	15	
22	47	91	47	64	44	132	64	25	118	167	122	170	31	62	61	17	66	156	155	7	16	
45	38	35	75	138	88	9	128	137	39	85	143	54	50	88	81	90	49	128	170	133	133	
97	9	163	21	177	165	24	44	113	70	88	121	135	140	141	68	87	100	120	104	126	94	
120	90	121	83	171	60	118	17	175	24	3	96	81	175	16	72	116	2	156	177	12	148	
3	147	91	6	138	72	42	140	128	135	85	90	77	50	152	143	111	88	125	149	8	153	
