23	149	27	177	192	117	117	97	112	185	29	58	137	164	139	192	38	191	
21	157	124	65	103	94	195	77	192	73	20	0	168	145	38	142	182	104	
97	33	6	161	107	36	88	135	48	90	107	109	28	54	15	82	164	30	
187	128	99	185	59	74	120	154	59	96	157	57	25	152	98	108	132	163	
192	127	83	169	178	13	49	33	85	161	4	121	168	14	124	71	198	95	
121	194	136	92	181	104	104	89	16	164	9	53	98	147	154	28	188	84	
65	145	159	130	44	4	22	63	194	84	32	46	96	129	61	117	0	80	
10	166	172	100	127	128	24	13	29	118	14	16	149	100	59	75	28	122	
54	107	114	63	32	124	138	90	94	60	44	71	196	20	62	109	21	60	
73	56	165	50	24	48	127	183	27	109	34	134	25	173	118	186	84	116	
181	155	198	23	172	196	34	45	160	60	37	18	158	110	84	57	99	96	
199	197	34	149	90	68	44	183	100	17	177	92	56	132	68	92	137	56	
125	5	171	161	136	34	132	41	3	23	154	77	197	153	14	120	34	118	
93	148	27	49	160	64	154	71	57	98	67	147	14	82	134	162	106	65	
80	21	142	109	186	177	135	90	177	12	9	86	172	157	66	105	133	160	
113	30	158	182	140	51	197	109	73	145	98	129	44	192	77	54	96	195	
100	25	25	51	18	42	53	186	172	136	171	175	108	97	195	57	64	148	
69	129	134	158	118	72	54	133	134	58	89	115	36	94	127	83	18	164	
172	145	13	50	92	177	77	58	150	32	51	11	109	78	184	42	105	120	
18	4	117	17	129	147	177	32	8	132	199	74	79	153	155	13	46	143	
51	70	172	142	62	127	164	48	153	41	145	64	196	105	136	153	180	122	
188	144	113	152	120	31	119	180	20	78	2	153	130	48	83	65	51	184	
56	60	67	94	55	183	35	89	26	133	45	114	110	133	153	27	93	127	
198	99	52	36	53	0	199	57	151	55	145	39	87	50	23	11	178	54	
172	93	171	176	199	31	11	92	0	100	109	58	106	10	16	94	193	53	
78	1	141	26	169	185	0	36	148	130	161	39	7	63	123	159	149	98	
71	147	16	35	45	12	172	136	154	84	17	137	67	141	18	15	24	15	
122	89	132	157	102	59	185	148	174	155	176	169	197	9	142	158	151	130	
66	105	170	89	18	89	61	67	118	78	198	21	188	68	88	60	18	163	
33	161	123	7	73	119	184	111	38	114	120	51	37	30	114	31	139	25	
191	86	33	94	53	149	182	87	157	14	62	142	158	61	16	48	11	27	
70	47	167	164	77	170	193	111	132	107	146	90	10	37	43	111	80	135	
52	46	181	185	55	80	152	131	115	126	48	197	69	196	128	174	176	182	
126	132	93	13	162	44	182	29	180	111	148	70	6	154	176	149	185	152	
166	199	91	86	70	10	85	186	165	55	35	57	168	127	37	116	152	41	
179	86	169	38	13	181	68	90	136	186	173	6	124	166	6	110	58	187	
138	92	19	85	79	144	76	131	50	197	174	30	62	0	89	197	95	95	
9	137	129	84	112	116	150	125	139	185	108	162	177	184	196	26	14	81	
143	89	118	82	35	194	100	126	123	141	186	172	93	118	75	49	149	194	
188	187	143	166	10	36	10	14	69	151	111	150	153	50	33	9	53	119	
30	91	52	137	91	157	129	184	159	165	16	73	30	135	88	108	53	101	
4	11	45	126	80	149	0	69	73	116	185	97	45	17	168	93	26	105	
67	35	123	12	40	129	108	171	182	16	174	163	164	157	38	42	113	23	
16	21	131	100	154	91	67	199	115	194	37	138	98	68	133	99	18	61	
117	143	155	36	123	80	124	92	95	68	140	110	170	12	153	92	195	165	
128	124	27	6	26	167	192	199	15	85	190	106	140	119	81	33	176	17	
104	148	173	42	179	108	194	25	125	97	5	86	92	21	14	18	93	27	
