53	53	20	109	22	10	16	65	126	197	
34	17	163	49	21	98	171	174	178	85	
173	155	41	21	158	9	91	71	136	75	
91	86	29	149	114	3	113	168	154	166	
189	103	162	147	136	49	64	35	96	51	
14	118	94	137	67	42	175	33	81	11	
119	189	54	39	41	19	76	60	193	10	
148	89	162	75	160	174	43	162	77	184	
156	23	135	61	22	45	54	8	185	63	
87	18	87	194	94	190	125	59	102	6	
50	21	99	135	136	22	38	158	72	16	
168	109	146	95	90	135	73	172	89	51	
117	133	119	120	34	118	92	38	190	96	
100	92	96	196	57	12	12	29	1	47	
3	127	43	142	55	80	27	126	4	89	
149	95	33	160	190	49	6	158	85	148	
152	16	1	50	120	164	20	99	65	58	
189	37	128	12	76	70	54	100	6	104	
73	56	32	63	153	84	16	162	142	21	
174	3	94	197	114	101	44	144	160	177	
100	186	22	93	75	75	150	162	36	136	
126	56	141	134	101	32	168	117	40	149	
181	104	11	24	189	61	11	135	129	53	
111	186	33	177	143	122	120	78	125	125	
197	55	112	186	12	151	104	165	27	39	
11	168	33	170	78	159	0	66	63	38	
171	22	31	65	19	99	149	135	196	140	
166	44	100	55	120	146	187	101	141	188	
197	198	6	54	125	167	157	132	156	121	
92	29	47	95	67	99	166	172	4	106	
65	62	52	187	197	83	122	181	188	30	
129	142	83	54	178	155	20	180	11	66	
132	198	140	160	191	181	96	12	71	55	
128	198	12	194	163	70	133	62	34	45	
53	94	31	138	0	83	38	43	188	140	
84	85	125	61	92	179	9	163	73	159	
66	186	141	16	57	4	71	120	88	54	
131	144	56	120	36	90	81	128	21	19	
8	100	53	11	138	34	72	34	55	38	
162	25	170	136	134	58	117	158	173	149	
73	181	178	145	42	192	74	131	1	99	
130	117	148	87	184	102	176	1	139	58	
183	121	55	110	60	68	112	42	146	159	
80	179	117	169	11	60	32	131	167	176	
133	126	10	15	76	105	68	83	131	142	
163	45	123	136	36	73	99	91	143	99	
125	112	140	172	135	156	146	45	156	140	
55	14	113	62	153	156	92	23	82	181	
94	37	194	153	9	160	38	127	172	178	
47	176	43	143	22	181	51	91	75	184	
148	63	188	89	104	144	98	96	184	12	
56	137	101	129	13	41	163	12	184	171	
42	43	75	104	46	64	185	177	103	170	
25	122	115	161	20	68	142	38	91	191	
124	109	153	123	93	32	23	89	39	145	
175	147	106	155	41	28	60	93	57	13	
156	117	193	93	28	21	162	100	64	5	
38	149	28	197	145	142	42	164	182	13	
183	178	62	105	23	78	187	73	71	93	
146	125	81	128	23	55	29	168	18	5	
98	105	144	71	140	96	21	87	47	170	
20	193	137	179	121	65	190	112	5	188	
109	33	9	140	112	30	78	51	169	93	
49	155	175	54	172	159	16	83	175	26	
184	111	86	106	64	105	108	136	50	13	
141	191	25	199	17	199	109	13	116	133	
43	121	178	89	132	87	96	163	196	57	
45	186	122	165	152	131	160	175	51	26	
32	16	45	56	46	107	158	26	37	184	
123	81	185	79	97	11	164	122	118	190	
52	191	107	140	57	121	134	136	116	98	
3	51	83	79	122	26	82	72	5	104	
35	138	184	108	190	83	83	95	171	106	
139	156	108	96	36	20	48	143	115	61	
130	197	7	46	88	20	176	41	55	26	
56	166	116	48	15	64	182	162	162	143	
71	146	43	153	88	192	27	189	76	138	
196	166	181	188	132	40	163	5	35	170	
43	54	149	32	116	79	187	107	101	175	
132	63	177	15	170	114	53	156	71	92	
24	176	197	39	177	100	124	92	151	60	
87	119	81	167	152	145	94	161	106	32	
54	159	85	61	168	118	19	169	85	184	
41	165	145	76	26	4	26	88	117	127	
192	126	95	6	77	41	107	190	158	147	
38	83	191	156	31	35	109	49	83	172	
189	14	87	123	106	89	158	98	4	53	
171	117	187	7	24	42	58	153	180	186	
97	137	92	184	195	197	80	93	23	21	
22	118	177	76	52	3	120	197	190	4	
51	14	8	122	92	147	142	31	110	26	
143	3	43	55	39	92	198	188	27	25	
56	174	48	115	30	150	172	88	47	114	
78	182	195	56	194	65	198	158	28	33	
92	129	62	130	191	17	5	65	124	13	
189	80	92	0	164	167	174	191	172	88	
25	53	74	84	72	54	92	166	110	172	
72	52	160	65	135	102	146	58	136	61	
81	4	33	33	24	55	24	86	47	75	
79	4	149	130	150	194	110	124	34	183	
