43	16	41	49	27	33	47	8	37	43	10	22	
29	41	5	18	44	0	4	21	23	44	14	29	
6	27	27	25	5	47	48	22	14	31	33	4	
0	27	30	34	35	21	20	42	3	17	21	39	
28	26	13	48	5	10	36	2	34	18	16	37	
30	29	19	36	48	32	18	14	28	14	39	17	
27	28	4	1	0	30	2	0	34	40	49	0	
44	13	27	24	11	4	28	43	46	2	18	27	
21	1	6	43	25	37	45	5	13	45	17	7	
28	23	37	27	18	22	45	42	7	38	7	16	
22	31	38	21	23	34	12	11	36	13	37	32	
22	19	26	34	34	18	49	41	19	5	40	0	
34	49	11	44	32	15	18	42	32	4	17	26	
26	4	40	33	33	41	16	45	13	13	35	37	
40	8	16	13	27	42	2	11	10	48	16	16	
12	8	49	19	24	36	47	48	9	49	0	8	
25	9	16	2	33	34	31	9	44	20	41	7	
9	42	8	32	31	33	28	17	5	17	23	6	
47	13	48	33	1	17	11	7	24	28	27	36	
22	16	44	22	27	5	45	31	21	49	48	41	
47	17	43	1	26	38	46	43	5	33	9	42	
4	8	11	1	22	32	30	15	29	16	49	45	
26	16	20	4	32	4	35	19	14	46	47	40	
18	2	15	27	29	37	44	39	48	9	22	48	
16	29	33	28	16	19	20	38	23	5	28	49	
12	14	23	9	1	17	9	8	33	23	33	41	
21	25	1	29	1	44	24	27	14	18	42	37	
33	49	7	22	20	11	22	17	46	33	44	17	
19	12	0	24	22	18	30	22	24	39	43	2	
45	2	33	35	0	31	32	44	48	33	30	34	
4	10	42	36	48	45	16	2	37	22	8	35	
6	36	11	9	42	5	33	0	3	32	37	14	
37	3	1	17	9	33	43	7	26	32	43	16	
27	20	41	14	47	20	7	14	25	10	37	14	
12	21	37	15	27	12	38	44	26	5	34	2	
48	49	36	45	32	1	39	33	41	23	29	38	
28	6	44	1	17	24	40	49	32	17	35	37	
40	1	18	20	23	44	46	12	13	15	39	7	
28	47	30	4	4	29	45	23	21	18	24	1	
13	49	32	29	47	3	0	9	42	43	19	0	
8	17	26	23	14	27	6	42	9	29	45	40	
24	16	38	36	27	29	1	37	22	31	31	45	
37	2	36	47	27	14	40	34	4	32	23	8	
37	22	29	44	48	45	21	18	8	40	46	25	
34	23	29	47	32	28	44	48	9	14	33	16	
40	33	49	38	39	0	34	39	46	26	5	34	
12	31	4	32	44	1	37	39	20	28	15	43	
49	20	9	15	48	45	26	8	9	45	5	42	
43	37	20	20	44	46	2	37	39	29	8	0	
31	46	14	19	2	2	43	13	45	28	48	6	
17	7	30	1	39	30	9	20	1	11	24	14	
5	15	21	30	32	3	38	20	25	46	20	47	
17	21	23	41	9	18	29	23	15	48	23	38	
41	35	5	14	3	40	49	1	46	6	41	13	
29	14	46	6	45	23	36	46	6	9	36	12	
37	36	43	7	45	21	3	9	43	21	13	20	
24	11	45	41	7	22	42	28	25	26	38	45	
9	3	6	19	32	30	1	23	4	17	22	32	
26	36	49	6	48	3	14	26	0	10	21	8	
43	21	42	46	30	7	47	20	39	5	40	14	
26	27	30	12	42	36	45	40	17	25	7	13	
49	28	11	28	24	4	38	37	30	24	8	43	
29	33	38	16	31	21	41	36	47	8	49	22	
16	49	30	9	1	26	24	30	2	17	44	26	
4	6	49	30	41	36	35	1	10	24	21	31	
11	26	14	44	29	39	23	20	24	44	44	38	
7	2	2	36	17	48	38	39	21	45	21	1	
25	20	11	30	33	49	20	23	35	17	1	28	
22	35	0	27	48	2	24	48	2	45	19	24	
44	34	44	47	12	36	31	41	16	23	33	3	
25	40	30	20	39	12	7	29	7	1	25	49	
28	31	10	2	40	12	2	32	19	46	26	4	
12	43	16	2	38	3	16	31	33	31	33	1	
33	2	18	0	28	25	20	0	20	17	27	44	
46	30	24	0	28	45	32	31	36	23	49	46	
45	27	10	47	14	34	13	11	41	15	11	44	
46	26	1	36	48	39	33	45	30	11	5	20	
23	10	49	29	11	12	49	4	3	46	45	13	
17	47	13	21	34	39	11	47	29	42	13	44	
44	49	37	46	36	17	29	2	39	43	26	22	
32	46	24	8	8	47	46	2	12	20	14	41	
13	18	6	38	46	37	30	31	38	22	5	35	
7	35	27	49	24	9	1	9	2	31	21	26	
48	1	20	15	43	19	28	27	34	42	24	4	
7	34	31	6	2	20	43	13	3	13	13	38	
41	39	1	15	20	32	26	27	43	13	17	34	
13	13	31	31	30	46	0	17	3	27	27	35	
6	30	31	17	22	43	46	12	2	0	9	47	
48	27	29	45	1	23	14	42	11	42	20	4	
25	48	1	24	47	20	2	23	42	5	20	31	
19	19	44	29	32	3	41	28	7	18	17	28	
17	28	13	42	20	34	25	32	48	1	5	2	
10	37	34	25	8	37	38	34	3	27	19	25	
23	31	47	14	19	15	43	28	18	33	28	36	
48	8	27	39	47	4	41	17	3	10	21	39	
27	27	5	43	5	23	10	22	16	16	20	25	
47	24	37	32	2	29	19	9	18	48	27	16	
35	32	9	4	17	43	4	9	21	48	9	14	
34	30	2	17	27	35	21	2	35	0	21	22	
34	11	23	10	22	34	7	11	38	12	40	0	
