37	6	24	16	8	22	8	7	4	3	15	39	22	31	37	24	38	23	6	28	4	9	8	35	12	29	23	3	0	5	19	2	5	27	35	26	29	21	11	7	11	31	1	24	14	14	
38	31	36	4	15	7	32	29	27	17	39	13	23	27	12	11	5	30	27	22	12	2	34	3	16	0	3	8	18	35	14	16	2	4	3	12	24	33	14	26	19	10	19	36	1	31	
17	39	28	25	27	14	14	12	17	27	19	37	37	18	21	6	33	2	37	11	22	25	5	8	0	19	11	33	37	38	15	37	36	36	21	32	10	14	6	12	23	10	17	11	31	1	
31	28	21	32	36	23	18	24	25	23	11	4	31	19	17	15	14	8	1	7	3	39	12	18	8	38	17	27	21	30	37	1	36	25	37	13	26	21	18	13	9	10	12	34	27	4	
18	34	10	28	4	35	34	9	20	29	23	15	17	19	19	10	11	22	16	33	37	13	11	1	27	4	33	13	13	0	36	39	36	21	6	22	2	20	23	36	38	29	9	10	20	36	
7	34	19	3	22	24	0	20	4	7	25	25	29	4	19	27	13	17	12	11	39	8	37	15	20	1	15	12	16	26	23	37	6	35	28	14	19	19	12	15	24	34	7	8	33	35	
35	30	18	13	6	31	10	8	34	15	15	31	3	32	33	21	12	15	3	24	0	25	35	21	28	18	35	38	1	37	24	7	15	29	8	9	5	22	1	16	38	25	36	24	13	19	
31	23	9	25	26	6	19	17	34	2	12	8	25	1	20	4	15	3	37	29	34	7	6	5	8	38	3	24	21	0	10	10	16	26	0	36	24	1	2	19	28	38	0	37	15	37	
3	8	10	27	32	25	20	35	36	30	5	21	15	17	0	37	5	9	14	35	23	22	39	4	9	1	4	29	36	6	0	15	19	23	5	3	19	14	2	26	28	30	34	34	28	6	
16	1	11	20	6	23	33	10	37	36	35	8	23	11	4	14	0	26	8	19	11	7	20	39	1	16	9	25	36	23	16	6	9	24	23	7	36	17	17	5	30	13	20	4	17	20	
36	17	36	3	21	9	33	35	30	24	4	17	8	3	7	26	13	18	16	32	6	5	12	37	37	18	36	2	17	0	14	21	8	12	39	22	15	5	36	20	4	38	31	16	28	15	
30	21	9	0	24	11	35	36	9	39	16	6	5	32	6	26	1	33	20	34	21	22	1	3	13	13	12	12	15	34	26	3	31	22	39	36	21	5	27	6	8	35	5	20	36	35	
6	21	39	28	12	8	2	0	15	7	35	17	1	15	31	19	22	18	20	16	10	9	36	12	10	25	13	14	10	0	22	39	38	20	20	34	36	33	35	8	23	13	32	30	7	2	
11	38	19	15	2	7	8	35	0	26	35	39	36	18	10	15	6	15	1	13	20	31	17	33	11	1	34	17	1	8	1	9	39	8	5	0	5	16	20	31	37	35	2	30	25	5	
1	20	0	23	28	10	3	23	37	5	30	32	39	23	34	33	13	33	24	28	9	31	8	21	1	16	39	37	20	0	15	18	27	3	24	37	34	24	4	39	37	32	1	32	23	11	
23	30	22	5	9	39	3	25	0	4	29	34	11	26	13	10	35	37	36	17	3	2	24	20	28	34	37	31	14	15	33	32	12	20	0	18	6	13	30	34	9	8	3	26	12	38	
24	32	17	10	16	26	4	29	1	24	23	20	2	29	19	15	31	11	28	14	39	35	4	25	30	22	31	28	23	11	6	6	1	22	13	5	19	33	15	8	10	1	9	25	14	23	
12	36	5	1	4	24	39	37	5	25	9	9	38	15	5	18	13	38	14	31	10	35	9	18	8	32	22	35	14	5	15	24	19	11	24	4	0	38	36	34	23	30	32	39	17	10	
24	18	30	2	24	17	21	23	30	17	28	1	34	9	9	4	31	4	38	24	19	1	27	20	10	17	30	15	33	4	21	26	38	16	36	37	21	23	10	4	38	35	38	22	34	25	
31	3	27	8	9	39	19	12	27	6	21	3	21	14	16	12	14	36	2	31	4	28	33	20	5	24	5	36	18	20	9	14	28	28	32	15	38	11	20	25	18	25	9	7	31	32	
24	18	24	19	24	3	0	34	8	22	34	31	39	15	5	15	3	35	28	13	16	29	11	33	1	28	13	32	10	30	3	32	30	36	39	34	36	33	30	21	36	15	12	27	16	24	
18	2	13	14	10	33	17	39	11	12	6	17	16	23	36	30	34	11	30	36	30	7	26	36	1	31	4	4	16	1	12	27	37	34	11	1	35	36	37	9	34	34	1	4	30	26	
20	10	10	5	2	15	26	22	22	16	14	12	2	1	2	38	23	21	34	2	32	25	11	2	26	13	13	12	19	0	12	13	12	23	14	33	25	17	31	33	5	26	16	33	2	10	
30	21	14	34	30	31	1	10	38	0	27	18	31	33	2	35	30	36	33	8	10	20	13	15	1	14	1	22	3	34	1	19	23	34	3	13	4	29	17	16	39	32	27	33	20	35	
2	39	8	20	15	10	3	34	34	11	35	39	31	7	27	34	10	24	2	33	3	18	32	8	21	7	12	8	32	0	32	7	14	1	38	7	11	16	36	22	5	33	2	2	19	25	
37	7	2	37	27	14	19	22	23	19	32	11	15	11	5	19	0	24	27	14	27	19	39	38	17	13	26	31	26	26	33	0	19	34	29	6	38	13	37	20	11	27	7	24	29	29	
6	28	31	11	28	0	21	3	9	33	6	11	12	24	7	35	6	9	12	18	14	22	23	27	38	8	3	11	21	2	25	2	30	34	33	20	6	28	22	27	11	28	32	35	31	16	
13	25	4	0	1	25	17	19	33	3	27	7	8	16	15	20	25	23	19	30	11	23	20	14	2	32	34	36	18	26	24	10	7	33	16	16	16	4	12	7	1	0	22	4	24	14	
32	4	39	14	24	22	16	7	3	26	7	36	19	20	1	4	19	20	2	21	31	13	28	14	32	39	3	16	5	28	14	9	29	28	8	21	25	30	28	0	39	27	31	5	24	24	
31	4	11	24	10	19	11	35	33	4	27	24	11	31	18	26	6	36	34	18	32	23	2	32	35	32	19	23	23	13	23	5	2	15	5	11	11	14	17	15	36	26	33	4	29	15	
19	11	4	3	2	16	2	0	39	11	10	25	19	33	19	2	27	38	21	24	28	1	8	2	6	21	23	27	13	16	12	29	10	33	5	12	25	19	36	4	20	0	36	15	20	28	
39	39	31	0	21	5	5	30	22	3	4	0	9	12	12	16	29	38	13	35	36	17	20	31	24	23	29	37	21	8	34	37	30	0	33	30	20	7	19	14	33	14	17	12	11	25	
9	39	28	5	31	11	37	39	7	8	11	6	38	22	26	38	32	25	22	10	3	12	8	37	11	5	37	5	16	6	3	13	25	19	28	38	27	37	13	25	5	2	1	19	3	30	
30	29	26	10	1	31	11	23	21	25	17	39	14	6	12	33	36	13	16	31	35	37	23	37	23	36	19	32	13	20	8	33	29	3	6	13	27	29	36	26	13	0	15	32	15	4	
27	9	34	29	17	6	35	6	38	32	15	36	36	32	36	28	1	20	11	34	13	22	34	39	10	26	14	38	20	19	29	35	31	27	33	16	32	6	1	6	36	25	34	12	12	21	
34	15	26	26	5	14	29	1	32	9	16	10	11	22	10	30	28	31	14	10	38	35	10	9	1	23	20	37	18	33	1	18	11	17	39	7	22	21	2	26	27	39	36	14	0	13	
37	35	8	28	19	3	28	2	34	36	30	7	12	39	37	39	12	4	11	31	37	32	2	17	15	12	20	29	33	19	10	22	10	24	20	7	17	25	16	32	21	4	14	9	23	4	
39	25	12	24	13	27	22	0	38	6	9	13	10	8	19	4	28	38	5	39	22	10	14	0	12	18	23	3	3	1	9	15	2	20	26	16	22	19	23	36	4	2	28	15	0	18	
6	14	2	33	1	21	8	19	29	21	6	12	3	6	2	19	6	4	28	20	37	25	26	2	4	15	10	38	26	0	1	33	6	28	33	27	27	22	39	21	10	28	25	17	38	33	
6	3	18	0	0	28	15	7	37	12	2	30	36	1	34	18	18	32	31	3	12	15	14	22	6	36	9	23	2	14	11	7	29	30	25	6	35	1	12	6	27	29	27	4	28	29	
14	34	31	27	21	37	31	1	38	33	27	5	6	28	12	30	39	30	17	31	39	19	24	23	33	34	15	17	5	21	8	15	18	29	19	15	36	33	22	7	17	3	8	34	29	15	
3	14	21	17	15	17	24	18	35	9	25	30	14	5	2	38	28	3	35	37	20	30	32	24	30	11	8	23	34	1	10	27	27	18	34	11	19	18	32	23	24	12	17	24	4	11	
24	10	2	20	5	7	12	13	21	17	26	2	34	3	12	4	1	4	33	14	25	34	32	14	3	31	12	35	13	34	36	25	17	5	0	15	27	31	32	9	15	5	6	39	24	25	
4	25	14	7	0	5	7	8	28	39	13	21	9	3	32	26	12	26	19	4	33	23	33	32	36	37	10	34	14	7	25	23	4	35	13	31	28	4	39	26	33	34	19	6	21	0	
15	18	30	18	16	19	33	17	20	0	35	5	3	27	15	38	31	23	25	30	26	1	9	6	30	20	36	4	39	5	20	6	37	23	23	38	30	36	37	17	32	18	35	5	28	5	
28	39	38	30	39	31	9	8	36	9	7	26	0	32	14	30	17	24	6	14	27	0	15	13	16	27	32	1	14	18	2	11	2	7	19	0	34	16	22	24	32	30	39	16	35	2	
12	6	32	11	8	9	21	22	25	10	14	26	17	35	24	6	9	2	19	10	9	25	29	23	13	30	9	28	10	2	23	38	14	0	13	34	20	37	19	2	7	38	35	11	6	18	
39	15	38	5	21	35	37	29	14	23	26	37	12	29	3	20	17	24	22	9	20	3	25	5	15	18	28	21	28	25	36	27	22	32	3	8	19	7	27	16	7	4	2	2	28	38	
38	10	13	20	9	28	34	31	8	23	30	33	14	12	28	1	38	2	16	5	13	0	26	10	30	38	36	18	39	0	37	2	8	39	23	15	36	30	18	21	8	30	11	28	8	6	
7	31	25	19	26	18	1	8	28	15	10	26	35	21	30	11	20	38	29	17	26	20	25	34	25	23	27	29	28	37	6	16	10	38	32	2	23	27	17	29	7	3	29	18	22	34	
27	24	11	6	32	2	3	6	22	28	33	2	5	34	11	25	36	21	24	19	32	3	21	20	35	10	7	18	32	32	10	19	35	26	16	29	30	7	38	35	29	25	8	33	3	31	
5	29	14	17	29	34	21	10	30	26	17	3	30	23	25	18	19	14	32	6	31	32	26	13	7	39	28	20	2	25	24	10	6	28	7	1	21	15	34	34	7	32	17	29	18	39	
4	10	21	14	16	31	34	27	8	14	25	12	21	17	17	30	25	5	17	18	13	32	13	29	3	9	20	2	13	27	6	5	36	37	3	23	29	25	39	17	22	23	2	31	6	37	
3	4	2	21	4	35	3	35	8	8	29	9	17	28	35	10	23	39	6	15	11	29	13	33	17	32	5	4	36	29	18	27	35	6	22	22	9	35	37	21	10	22	36	24	34	2	
6	29	16	23	37	4	31	20	2	18	20	9	20	24	11	9	20	8	13	8	17	36	13	39	15	27	24	9	27	16	26	24	9	0	13	25	38	16	20	25	18	17	13	27	37	25	
13	39	34	7	38	16	24	19	27	17	37	15	37	37	22	14	22	35	34	24	26	10	29	7	21	7	7	17	39	0	12	26	12	27	7	5	25	24	15	15	17	23	4	16	21	8	
26	14	26	38	12	24	19	30	12	20	23	34	15	22	38	20	38	14	6	25	30	5	2	4	1	11	17	36	6	23	12	12	19	20	17	36	27	5	13	1	2	29	23	38	29	21	
23	36	6	11	29	6	29	19	29	34	19	21	24	12	0	2	7	21	4	4	9	3	34	34	11	14	1	29	39	23	12	33	21	36	9	35	37	20	39	12	39	28	24	39	2	4	
14	37	33	25	10	26	20	31	15	27	26	10	13	7	27	1	34	15	28	0	27	35	4	25	8	27	19	30	29	7	35	14	28	3	30	10	32	26	7	26	21	37	20	0	3	16	
1	17	34	18	0	27	23	24	12	16	28	4	14	30	29	31	38	23	23	32	3	12	27	31	5	17	8	3	31	5	39	13	27	1	7	31	22	18	17	20	34	5	39	36	26	14	
21	20	16	20	17	17	34	28	22	15	20	9	36	34	39	5	20	0	30	31	31	25	1	17	6	20	10	28	12	39	13	18	8	34	5	8	15	25	33	14	38	36	38	13	37	29	
22	4	31	38	38	30	5	36	37	11	26	20	0	25	25	32	10	32	11	37	9	15	6	4	4	6	23	20	0	25	15	1	26	21	19	3	15	26	37	5	15	29	32	7	39	25	
25	11	6	34	18	33	23	5	24	7	37	15	4	33	22	17	30	25	30	29	12	34	20	23	27	39	17	19	21	35	13	15	24	4	3	36	0	10	21	23	26	22	10	38	25	24	
20	17	14	1	22	31	16	25	26	2	19	6	33	32	4	19	20	30	27	0	39	11	17	35	37	31	9	11	23	23	27	21	13	5	3	22	15	32	0	3	21	29	33	31	11	17	
2	18	16	4	12	3	14	19	2	26	20	27	7	28	6	13	21	20	14	34	25	35	36	28	11	35	9	30	9	22	17	1	34	22	31	13	0	16	18	24	39	26	13	6	34	13	
21	13	4	25	35	3	20	20	1	6	2	7	17	24	23	13	17	5	1	9	19	19	3	27	1	29	3	30	30	3	12	17	15	26	36	24	32	28	24	22	3	11	20	1	35	31	
7	26	38	33	2	24	1	3	33	16	30	7	34	3	9	33	3	36	8	25	8	36	32	17	10	20	4	15	35	23	33	15	5	33	21	1	10	7	13	18	30	28	22	10	33	6	
27	33	1	3	37	6	29	3	25	14	28	27	10	21	27	27	32	4	37	5	9	32	29	10	19	11	15	19	19	25	28	33	8	16	20	9	25	13	30	8	29	7	19	22	25	2	
25	34	35	19	11	18	14	11	37	29	6	2	14	0	11	1	22	17	27	11	23	27	8	1	8	22	17	33	19	34	3	10	24	32	32	7	35	29	32	21	9	36	20	11	0	39	
10	29	12	2	18	21	37	36	6	30	38	34	8	14	17	10	22	24	37	25	1	35	10	25	28	11	35	3	7	26	25	21	10	2	9	16	23	10	36	32	24	34	21	0	0	28	
15	10	6	25	20	17	27	21	10	11	4	33	31	14	4	27	22	5	25	28	26	38	6	38	7	20	9	7	8	29	19	22	18	39	13	25	16	3	2	1	8	22	23	2	35	8	
14	11	1	27	10	38	10	10	21	21	10	27	37	26	28	3	38	16	39	36	25	27	14	5	9	17	0	30	30	12	0	15	35	37	32	4	17	30	6	39	7	11	9	34	17	14	
28	15	29	6	8	38	21	36	9	2	22	2	15	24	23	16	28	13	5	36	21	27	3	29	26	0	15	5	7	28	8	8	37	28	35	37	11	32	13	24	37	13	35	9	39	23	
13	29	19	31	9	14	22	5	3	2	8	19	34	37	18	13	22	4	34	0	38	23	2	14	30	26	15	19	29	25	13	32	12	21	24	9	10	23	5	37	21	23	31	10	4	17	
37	10	7	29	16	14	32	34	35	37	2	23	11	25	15	22	38	38	25	4	16	8	14	1	24	8	6	1	9	2	16	28	12	6	8	16	35	25	30	9	32	32	0	35	4	17	
39	36	4	13	38	0	22	22	39	1	17	17	1	11	18	23	12	26	27	14	28	25	22	7	3	8	31	20	9	25	15	16	15	7	13	10	2	35	23	15	10	28	14	28	34	10	
39	5	2	0	38	5	39	28	13	2	5	19	27	12	11	38	23	18	28	3	3	0	6	2	14	9	27	13	26	22	21	2	12	32	39	32	1	39	38	28	29	7	38	7	31	20	
9	5	1	3	2	29	12	4	0	0	24	7	38	32	16	10	31	30	36	12	6	24	0	1	36	13	34	11	3	30	25	9	31	19	1	14	4	7	18	17	27	34	0	5	22	9	
30	36	19	35	12	13	13	34	31	38	13	21	15	8	32	6	28	30	2	28	34	9	0	39	11	36	3	28	35	22	24	4	7	25	5	5	23	6	30	4	26	27	29	29	33	3	
