1	20	11	9	8	2	14	6	14	25	13	14	4	22	10	21	15	24	19	9	26	13	4	5	3	26	14	9	
12	5	11	24	16	21	25	19	5	6	25	21	22	14	19	2	11	15	25	4	21	1	26	7	3	12	6	24	
10	28	23	4	16	11	13	7	29	8	11	14	7	10	12	6	4	14	15	12	28	4	9	26	14	28	10	23	
6	4	27	8	5	20	22	2	0	18	23	8	26	3	22	1	23	15	18	16	19	11	13	28	21	28	5	28	
21	5	3	3	22	29	13	18	18	3	14	15	20	23	28	7	4	20	16	3	10	24	27	12	18	29	3	24	
12	10	15	14	26	18	11	13	25	6	24	7	26	7	6	29	10	8	14	10	26	19	13	26	0	28	2	10	
10	25	20	20	7	4	0	19	0	0	2	24	26	14	9	2	21	11	24	12	12	17	18	17	21	27	28	26	
17	25	25	13	12	25	12	13	25	27	5	26	29	15	11	10	17	20	1	29	20	2	16	25	0	16	1	5	
8	6	19	21	9	10	7	4	23	13	5	7	3	21	12	5	20	8	7	8	10	3	12	15	25	14	1	11	
24	11	23	18	0	12	0	25	6	8	13	13	16	7	22	4	7	8	13	2	17	22	0	18	21	1	5	23	
15	13	4	4	19	13	27	10	14	17	3	3	18	12	9	9	6	10	16	21	2	21	19	11	3	8	8	24	
20	19	25	5	10	20	15	11	12	26	15	26	7	7	12	16	11	7	0	17	24	16	11	4	17	11	11	18	
8	21	6	19	6	0	26	8	11	7	8	15	25	29	0	3	8	23	25	9	23	25	4	27	23	26	19	27	
4	14	7	26	18	23	12	13	23	9	6	17	21	4	23	19	13	13	18	12	5	29	19	12	8	5	7	16	
6	19	3	11	28	29	7	8	8	7	26	16	26	27	10	6	15	11	1	25	14	11	10	7	5	24	8	25	
23	7	24	15	18	10	12	8	19	17	12	21	2	1	4	0	7	1	1	20	10	18	19	11	19	9	19	15	
6	9	22	2	27	21	4	14	23	16	2	22	24	27	9	1	22	9	10	5	4	17	23	2	1	16	3	21	
24	26	29	3	5	23	23	6	12	19	24	18	26	29	27	6	17	24	12	21	11	8	24	20	1	4	17	22	
1	27	7	2	10	9	19	1	4	25	16	24	19	25	22	18	1	2	22	0	15	13	14	2	0	4	2	4	
29	9	3	25	5	14	20	19	5	3	21	16	24	9	4	27	14	8	16	0	19	27	27	0	28	16	18	6	
29	18	26	2	4	9	13	10	2	28	16	3	7	21	11	11	29	26	19	1	14	28	5	29	16	16	16	8	
28	22	6	0	13	12	16	10	5	11	7	14	27	4	5	12	16	26	4	13	23	10	4	14	17	20	10	28	
9	29	28	15	5	0	0	15	26	12	2	16	21	9	13	29	25	29	12	21	2	0	27	26	1	4	3	6	
10	23	22	7	1	23	19	10	1	3	27	22	21	10	14	20	8	12	23	16	15	21	22	23	21	24	9	28	
21	0	22	6	5	25	1	9	29	16	11	17	20	18	20	9	17	1	27	21	8	19	21	24	22	11	17	24	
5	23	2	26	15	13	24	14	16	27	25	25	24	10	16	29	2	21	1	23	11	5	3	4	11	25	5	3	
22	15	7	8	12	18	2	22	8	2	23	20	15	11	13	18	27	5	12	15	27	17	19	21	5	13	16	10	
5	11	25	0	16	15	23	15	4	6	10	16	29	19	18	29	22	13	4	17	29	23	19	14	4	11	11	5	
6	17	7	13	6	22	14	3	3	16	14	25	8	9	27	6	16	20	21	21	5	10	0	6	5	23	22	9	
27	10	5	2	3	19	11	13	22	10	10	19	24	6	0	21	18	18	24	17	25	9	28	18	28	3	29	5	
28	9	21	17	17	17	19	0	25	18	2	8	13	22	10	7	27	12	27	13	29	26	19	12	23	14	0	2	
5	24	18	7	28	2	4	29	4	10	2	12	4	4	20	17	23	23	5	12	3	23	14	12	5	18	4	10	
20	16	2	24	1	28	20	9	14	29	11	15	3	28	11	3	10	3	15	4	19	15	25	21	4	15	23	22	
9	27	18	13	12	1	28	10	28	10	1	12	4	23	17	13	12	4	10	22	10	13	6	27	8	29	2	14	
9	6	0	1	21	16	0	0	8	7	2	10	27	13	4	13	27	29	15	27	18	17	26	2	24	20	22	17	
20	1	19	8	5	1	14	24	14	5	10	28	16	6	1	29	18	22	6	4	9	3	7	19	26	12	18	15	
20	18	9	12	22	20	3	26	3	4	16	27	7	27	12	17	13	3	1	7	3	24	5	0	23	12	18	0	
28	16	22	3	26	17	5	14	6	0	14	22	6	23	24	18	4	5	15	0	21	6	23	13	23	13	22	29	
29	0	6	29	23	13	2	9	12	24	25	25	3	27	5	24	16	18	16	7	20	24	26	6	9	22	20	7	
4	4	11	22	14	29	5	17	8	6	5	4	13	1	0	24	11	16	19	19	2	25	0	10	28	29	23	18	
29	12	7	23	13	16	14	6	0	29	20	18	29	0	28	15	1	14	24	20	21	21	18	3	0	2	25	0	
8	4	5	26	28	25	24	29	27	14	7	9	10	12	26	24	0	28	23	9	20	4	7	25	13	21	6	22	
27	15	0	14	18	14	11	26	9	20	25	17	26	15	28	17	17	1	23	5	25	21	21	2	15	0	29	29	
5	24	10	28	22	21	23	20	29	14	19	14	3	9	28	14	12	6	1	28	6	22	25	8	10	23	24	21	
16	16	29	24	17	15	9	0	18	26	14	24	6	19	15	15	23	25	21	1	7	11	7	16	28	11	29	2	
2	23	18	27	24	9	14	10	21	1	17	21	13	20	10	8	21	20	10	9	26	2	15	4	19	15	16	3	
22	2	21	26	22	24	9	4	17	5	6	5	17	4	25	14	14	8	24	12	15	7	5	28	15	24	20	23	
