173	167	120	99	146	81	145	91	170	14	108	71	141	33	144	117	138	164	102	98	115	168	40	2	94	127	
82	93	160	177	72	23	61	185	159	161	131	179	177	161	12	164	120	179	33	118	43	170	19	127	166	16	
69	197	3	101	150	112	127	87	75	171	184	111	33	185	162	92	104	144	193	94	115	29	120	169	83	148	
168	59	155	193	20	28	15	120	153	1	198	37	3	37	54	185	195	149	14	26	93	62	174	166	37	134	
187	28	137	27	168	87	106	107	38	175	108	66	19	78	37	18	113	44	18	98	181	15	125	5	32	42	
147	109	154	73	34	172	90	182	63	167	34	43	37	112	159	141	50	86	119	90	139	67	195	63	64	89	
164	56	74	98	170	68	65	140	111	187	50	109	161	160	142	152	15	181	14	155	27	72	121	124	173	112	
16	160	25	91	89	16	87	176	103	57	160	163	171	6	24	91	116	60	119	68	89	130	49	185	167	163	
61	26	119	49	67	141	174	47	6	20	72	171	90	75	175	134	39	5	69	137	99	178	121	175	109	127	
125	97	61	18	86	122	50	136	126	55	196	148	28	130	32	158	58	4	33	54	14	196	3	20	154	65	
130	166	175	127	82	197	126	154	120	4	63	164	133	69	42	172	19	42	75	38	72	5	43	32	72	165	
169	128	127	141	87	184	195	187	121	43	151	122	192	95	93	196	173	183	83	159	145	187	94	138	57	110	
132	133	127	68	27	195	187	54	127	61	80	44	129	3	83	37	11	25	95	110	31	53	60	181	79	153	
61	48	104	129	48	95	192	162	57	35	118	12	96	137	136	94	41	175	175	141	170	90	104	56	22	42	
156	131	56	2	126	86	196	87	36	178	23	61	159	143	198	145	29	29	196	126	182	101	94	151	43	50	
96	38	162	34	74	167	70	11	77	188	108	124	88	157	112	65	47	11	110	34	91	170	52	185	68	97	
116	22	138	175	112	88	115	132	54	130	47	89	75	0	168	69	44	13	101	52	47	3	6	126	32	37	
73	26	151	188	123	45	111	92	106	19	106	67	31	1	136	102	153	4	158	167	148	185	122	70	73	138	
173	43	47	98	122	174	63	5	115	35	189	191	186	165	90	24	69	142	151	144	35	40	52	61	187	147	
158	93	51	132	6	10	38	62	118	50	15	175	87	160	170	129	183	27	26	84	126	104	53	101	135	190	
163	181	59	62	29	49	40	37	123	113	129	24	22	158	72	43	188	5	79	134	33	43	147	156	10	52	
97	17	109	197	91	103	29	129	171	61	82	3	136	173	189	106	118	88	81	138	96	113	188	164	120	11	
93	164	167	167	191	51	89	133	139	137	87	79	165	48	144	85	149	184	105	152	174	138	73	87	99	188	
90	111	20	104	97	147	48	41	7	72	141	3	32	82	10	53	88	97	118	14	117	114	170	17	72	107	
81	95	189	79	168	40	98	114	87	85	69	26	151	13	53	154	126	105	162	180	14	94	1	129	5	183	
88	184	165	157	88	146	130	76	176	198	196	50	133	30	162	47	15	148	7	36	119	2	129	66	101	141	
51	95	135	181	109	63	107	100	42	53	61	192	167	53	36	95	115	199	174	86	193	162	84	182	50	107	
9	43	168	40	195	34	158	53	36	95	171	18	3	64	181	135	83	50	25	13	125	190	81	91	1	167	
103	113	48	114	118	5	45	106	39	96	10	56	1	51	134	156	106	107	156	170	58	142	143	107	63	169	
49	55	130	1	91	164	48	146	63	166	21	166	185	51	91	101	52	153	81	30	40	127	63	80	169	13	
13	159	36	1	74	182	106	150	114	125	159	90	33	103	140	29	69	99	136	162	80	13	189	67	130	1	
191	13	69	179	79	109	146	109	94	37	105	6	37	160	53	188	169	109	86	174	12	99	152	88	38	106	
49	179	43	17	88	168	30	146	49	113	107	46	173	93	121	22	94	6	30	63	103	105	125	169	138	177	
27	116	60	103	192	32	147	122	88	168	71	144	17	137	6	102	166	20	146	194	178	86	29	154	9	113	
53	120	88	57	98	21	165	101	75	135	57	151	169	136	73	34	156	52	52	175	113	7	47	76	141	80	
108	82	171	118	97	161	89	134	29	106	25	86	109	152	187	25	157	76	128	23	34	60	113	96	124	16	
6	62	161	169	50	108	11	69	147	198	44	115	80	166	0	71	100	184	169	179	55	99	104	187	67	189	
151	187	11	113	51	135	0	32	167	134	45	185	124	164	58	70	52	59	127	149	190	118	38	39	155	121	
106	128	7	104	175	12	139	162	175	131	168	121	11	168	102	137	67	84	130	155	4	153	150	158	48	70	
106	112	124	159	80	70	10	181	117	198	71	105	67	165	191	120	148	10	140	44	194	110	94	112	89	94	
76	37	13	22	8	173	88	140	65	163	187	102	90	37	118	137	176	32	187	136	136	95	21	45	167	191	
30	143	75	41	85	80	175	93	151	49	108	31	44	20	114	1	18	6	86	165	31	151	157	149	23	71	
103	17	182	55	7	4	111	97	79	172	11	173	128	196	166	26	150	15	123	141	26	91	159	160	122	112	
27	50	59	132	75	167	190	132	179	60	128	113	58	73	188	180	94	171	43	23	39	125	60	90	48	154	
38	135	103	178	130	171	46	175	53	177	34	138	195	28	169	199	128	104	144	162	143	38	138	44	22	154	
53	198	0	51	111	136	10	55	78	39	74	160	84	9	88	95	113	70	24	115	171	181	24	126	0	32	
109	117	196	77	82	26	118	105	40	135	52	51	1	120	120	131	157	14	34	117	144	84	36	62	99	80	
165	121	159	199	85	15	152	69	87	105	70	113	148	59	102	145	164	134	23	134	0	42	169	46	83	87	
136	130	47	46	175	4	75	185	198	23	18	83	78	139	183	173	155	115	84	86	168	13	26	39	97	101	
27	104	193	78	123	50	44	191	165	194	175	173	98	175	76	178	196	0	89	154	112	133	184	198	178	32	
