131	105	177	35	56	22	129	17	43	58	109	111	
77	44	115	7	60	104	92	159	48	27	92	69	
122	59	85	113	109	104	16	148	8	167	46	7	
116	179	104	121	22	5	173	85	38	62	145	88	
155	110	107	50	28	79	177	61	100	101	109	116	
42	83	84	137	151	134	57	31	80	71	59	177	
121	143	81	152	145	53	132	81	89	42	52	59	
138	117	35	156	98	58	10	18	122	29	106	18	
135	138	23	117	57	7	77	112	97	98	12	146	
144	147	98	168	35	30	149	56	162	160	42	11	
57	152	160	122	105	122	134	60	150	46	112	23	
141	30	175	0	102	27	7	29	60	106	21	146	
8	157	130	95	156	128	51	74	96	129	137	36	
147	84	73	59	116	52	152	16	2	88	176	102	
119	26	162	159	73	66	136	146	125	154	169	67	
172	146	29	56	12	158	11	5	73	110	161	102	
55	138	158	104	42	90	108	46	32	94	53	14	
115	146	4	129	153	34	136	48	146	13	152	58	
56	68	87	175	161	149	157	46	128	81	59	103	
39	136	31	15	3	121	159	89	42	154	104	99	
69	30	124	94	78	45	101	159	58	133	13	100	
128	67	18	146	25	130	27	45	148	164	2	114	
13	34	178	156	86	59	168	143	148	136	89	162	
60	51	14	172	98	58	65	178	62	16	38	16	
146	107	170	19	160	65	132	42	136	4	76	16	
4	64	140	170	160	93	91	18	32	35	137	173	
133	43	62	147	171	19	32	149	90	17	48	135	
153	128	65	132	96	68	122	47	78	14	37	8	
141	77	61	20	82	15	94	62	174	168	90	2	
92	12	28	32	38	156	152	31	26	7	73	24	
88	159	79	87	17	128	66	48	92	80	44	35	
115	162	63	6	126	100	59	76	123	99	74	171	
121	76	175	22	126	150	121	85	133	19	5	39	
170	106	159	171	41	26	68	75	33	165	122	41	
129	45	158	43	122	78	23	95	92	32	141	84	
175	99	88	68	114	93	50	91	119	161	156	169	
75	66	25	132	13	114	102	97	6	58	82	53	
31	102	130	75	146	58	78	5	144	168	150	117	
72	113	171	47	90	60	118	37	174	22	79	126	
139	145	24	92	158	94	81	4	163	165	116	49	
140	77	101	37	161	49	156	96	83	51	56	11	
165	143	52	24	36	77	161	61	120	148	47	31	
112	19	65	2	51	10	95	66	61	108	155	69	
30	33	113	32	77	79	56	84	157	71	82	30	
2	54	72	14	70	14	175	13	164	83	171	90	
33	106	125	145	54	57	32	44	30	93	157	61	
177	141	161	152	71	88	85	150	70	106	0	64	
115	120	68	31	67	135	6	128	27	44	178	40	
159	122	72	133	135	179	116	5	65	76	45	1	
153	61	68	165	172	6	33	39	129	108	46	177	
129	175	116	169	103	100	68	68	87	76	91	78	
12	162	179	54	137	2	117	10	33	170	47	11	
155	80	110	155	101	66	174	94	165	71	151	111	
103	23	173	156	154	115	16	51	93	27	149	173	
42	161	20	163	38	11	78	47	116	133	25	176	
172	109	95	75	144	91	64	128	130	157	40	173	
145	143	140	98	162	160	142	65	4	55	8	56	
159	18	66	126	42	117	92	94	132	21	86	88	
9	175	159	131	159	72	29	131	96	108	171	76	
119	113	27	19	70	22	51	22	170	112	82	175	
94	20	171	46	123	14	85	64	25	27	52	160	
68	107	153	93	98	166	89	22	60	173	147	27	
40	23	54	135	10	11	82	71	140	90	8	179	
44	177	118	52	116	82	66	103	4	95	63	48	
40	69	113	107	89	12	146	36	20	178	33	165	
38	78	59	26	138	122	73	69	58	178	65	52	
5	106	174	48	74	138	151	116	61	76	25	31	
15	58	108	55	23	171	39	23	68	122	96	160	
59	138	4	36	123	120	120	131	28	105	36	99	
128	55	145	132	125	145	71	162	8	125	78	68	
63	110	54	105	111	158	41	20	81	148	86	8	
170	135	117	46	146	157	104	29	73	179	130	161	
178	118	19	48	101	62	43	166	52	19	104	127	
111	18	62	67	72	106	158	101	162	0	83	169	
90	84	74	85	141	137	113	103	61	81	75	177	
122	123	79	82	9	38	50	85	36	27	72	148	
101	70	139	11	65	86	114	15	26	79	21	18	
100	86	91	173	45	164	21	178	119	107	126	43	
59	130	3	28	126	0	82	140	164	97	36	67	
166	69	151	61	59	118	70	67	102	33	178	16	
83	28	23	114	69	7	113	75	10	89	81	38	
120	14	52	3	0	11	118	144	57	26	125	59	
59	41	117	21	43	66	156	32	98	141	163	20	
142	62	67	132	116	125	18	117	4	164	75	93	
134	56	121	10	105	41	136	64	42	20	174	125	
175	66	60	148	96	155	77	94	159	0	37	130	
60	12	99	16	113	162	177	17	117	64	64	153	
36	160	129	157	171	67	48	36	126	32	135	89	
177	162	47	152	117	50	25	2	164	92	44	75	
39	13	57	12	129	151	149	109	157	125	131	73	
151	37	0	16	176	161	159	71	102	158	23	68	
126	4	69	84	80	74	137	86	50	29	72	137	
24	161	58	19	160	92	102	18	77	88	70	123	
169	140	14	141	103	63	18	12	96	32	48	48	
101	26	105	6	87	56	140	69	19	38	12	45	
5	20	114	25	90	111	146	84	165	25	8	96	
155	40	168	110	85	145	71	33	19	48	113	133	
104	73	143	52	1	137	143	145	172	157	56	149	
177	161	20	39	92	25	47	155	26	83	157	116	
35	80	109	96	65	48	73	33	26	65	100	81	
