4	5	0	47	22	41	23	20	44	49	45	25	15	2	47	17	11	28	36	18	28	32	42	38	37	25	48	39	13	28	10	27	40	48	29	38	39	41	33	1	
27	47	11	31	32	46	22	0	38	26	21	15	10	26	49	1	0	6	20	6	27	23	10	38	30	38	19	14	6	34	19	16	48	43	19	12	33	7	8	39	
8	1	38	43	47	5	42	34	20	33	49	6	41	36	6	40	8	41	22	27	24	10	21	41	19	31	35	46	38	10	40	17	8	35	16	40	17	22	8	20	
12	32	11	1	27	24	2	13	7	22	18	13	19	28	42	20	49	6	43	37	28	31	48	37	29	16	18	6	49	30	1	7	3	35	43	44	30	34	9	6	
23	11	11	22	32	16	3	18	6	18	0	27	48	37	14	23	6	21	29	21	43	40	34	33	38	28	17	18	47	35	16	2	45	29	2	47	49	9	12	13	
41	41	23	34	0	31	15	20	1	46	22	44	33	37	4	44	44	17	2	43	6	32	27	43	7	25	24	14	27	29	23	3	43	12	12	13	44	18	48	29	
43	27	12	25	16	23	45	45	13	0	24	33	27	49	49	40	26	2	3	15	48	25	36	6	37	20	21	26	34	25	21	23	24	21	41	14	12	13	39	9	
6	44	1	5	4	29	35	44	29	15	31	23	28	46	3	25	38	47	40	2	14	34	39	8	23	39	30	36	46	14	25	15	1	11	26	16	47	15	29	6	
21	16	13	46	3	12	22	29	19	18	14	45	34	28	6	10	45	23	49	49	12	3	30	41	19	14	34	40	19	6	7	48	31	2	34	24	7	38	46	9	
7	35	28	43	38	35	8	8	9	28	12	18	18	33	2	46	18	46	3	19	41	15	48	20	44	21	39	24	40	45	14	29	35	46	26	17	39	49	31	2	
17	8	16	39	44	4	8	33	29	2	3	3	9	38	1	26	27	43	31	4	24	22	44	44	22	42	37	13	20	5	39	22	48	46	4	16	36	49	37	36	
12	32	13	28	2	4	2	21	39	7	9	46	9	26	30	7	15	47	11	3	21	4	12	8	23	40	10	28	27	34	17	8	17	24	3	20	17	27	6	43	
11	11	31	1	41	47	15	2	41	13	32	27	27	14	28	46	45	41	42	28	39	35	34	44	23	8	26	37	4	19	48	4	49	36	2	37	10	44	32	14	
48	4	11	17	36	24	45	36	19	32	35	11	39	14	21	16	22	14	28	46	2	26	2	19	20	15	28	38	40	38	24	26	34	20	44	44	1	11	3	32	
26	29	45	0	11	31	49	15	30	4	3	23	47	46	22	7	38	30	33	18	16	20	31	34	24	23	12	37	36	6	9	40	47	2	15	48	15	7	28	38	
6	20	36	13	27	0	39	3	22	15	9	44	6	49	3	23	34	5	37	8	42	44	45	44	37	32	45	10	46	10	23	15	41	37	47	38	49	48	22	24	
40	25	5	46	7	22	25	42	31	5	27	37	7	46	10	12	43	42	1	0	16	17	22	15	31	37	33	22	21	22	15	22	9	12	40	10	17	30	40	30	
40	11	41	18	27	32	31	2	22	36	12	32	6	19	24	33	20	22	7	17	20	16	37	37	47	34	14	17	35	31	46	13	29	11	30	43	46	45	22	46	
13	49	34	17	8	16	16	18	49	46	13	9	0	19	36	20	1	43	6	25	17	20	32	37	49	48	0	49	16	14	39	22	3	35	14	16	25	21	44	0	
40	37	23	46	25	11	25	30	29	29	32	29	19	0	10	24	16	6	9	32	27	48	3	16	35	17	22	37	11	16	2	5	15	14	5	14	41	37	19	38	
28	38	26	25	19	27	46	17	29	46	28	46	9	36	7	17	35	27	12	5	42	7	21	9	41	13	26	36	26	44	8	47	7	32	39	3	39	28	42	8	
31	43	33	6	6	4	1	9	8	0	30	7	42	6	32	13	2	8	1	21	29	5	19	31	39	42	5	39	47	0	48	29	19	5	23	28	16	31	10	26	
10	33	42	6	21	21	17	9	9	17	24	21	36	1	16	3	43	10	27	21	13	48	2	47	42	48	20	25	7	32	7	25	10	22	39	6	43	17	49	47	
30	30	31	0	18	38	9	14	18	4	35	20	31	35	31	25	39	11	14	43	48	40	4	25	36	15	38	25	22	40	8	46	10	29	26	15	23	33	25	2	
45	47	5	36	9	30	36	10	23	14	32	0	11	16	29	42	43	11	4	45	0	25	39	45	11	31	0	37	39	16	45	8	36	15	13	14	15	14	32	25	
8	15	37	6	5	0	21	45	12	16	48	7	37	31	37	41	42	32	48	18	47	17	13	17	20	27	33	18	49	41	29	4	25	12	29	3	6	35	17	35	
10	44	30	11	0	43	30	33	4	0	4	23	47	14	8	15	11	27	30	18	21	0	23	1	32	31	8	30	41	46	47	9	38	11	14	13	42	48	30	1	
42	34	26	11	36	20	29	41	10	9	3	47	43	28	19	41	18	22	25	42	6	36	30	16	31	3	25	38	17	4	30	28	33	37	31	33	47	15	44	36	
1	17	5	21	42	38	10	27	47	33	36	31	36	30	31	4	16	20	27	20	0	12	27	22	12	27	30	39	42	33	18	46	23	48	36	34	26	43	42	18	
42	5	16	35	26	43	12	37	48	42	40	31	49	15	43	12	16	19	3	35	14	2	35	18	40	28	43	38	28	33	1	37	25	26	7	42	28	45	39	22	
24	26	29	23	39	48	17	25	12	19	6	13	0	10	15	1	37	46	3	34	7	7	12	14	23	16	25	8	26	5	45	47	13	20	38	13	30	28	36	9	
9	5	15	32	4	0	14	1	6	8	11	30	3	22	22	2	2	26	25	42	14	18	47	40	10	22	37	24	43	27	2	35	49	34	21	42	12	26	12	11	
18	40	46	2	33	17	39	34	1	7	47	14	12	23	7	17	25	41	22	25	36	10	35	28	15	8	37	9	40	49	13	36	32	25	5	1	26	27	16	6	
7	1	30	43	0	5	11	31	27	4	27	44	41	32	2	43	43	23	25	48	20	40	6	8	35	33	7	25	26	18	38	33	19	49	13	39	4	28	38	29	
32	19	28	45	32	0	0	30	44	3	31	1	4	16	46	14	36	36	7	14	31	5	33	4	10	25	5	38	34	11	41	32	49	39	29	40	25	21	41	4	
10	24	26	10	20	34	45	13	10	10	42	0	7	49	19	47	25	22	21	39	12	33	29	24	6	30	25	2	42	41	14	42	4	6	29	4	43	40	39	2	
24	25	34	40	16	27	5	33	27	40	16	24	39	21	44	32	48	30	43	4	19	23	36	38	30	1	22	31	17	49	10	2	7	37	20	43	4	42	28	21	
36	10	18	41	24	36	12	13	11	14	30	41	24	20	29	37	33	2	33	23	37	29	32	1	40	46	4	15	9	49	2	23	46	3	7	20	47	31	22	49	
21	20	49	39	19	31	47	32	17	39	0	43	47	40	29	1	7	5	10	42	24	26	1	36	18	15	7	45	19	46	25	5	5	3	35	10	25	23	19	31	
