188	127	7	137	83	64	167	152	49	170	159	106	116	164	
56	149	43	83	31	20	97	102	61	1	9	79	3	90	
62	6	0	2	48	116	107	178	31	26	24	168	72	31	
110	39	3	137	66	135	107	147	178	181	55	38	117	44	
85	80	85	86	183	3	187	121	172	5	105	112	122	148	
52	71	85	184	179	114	107	185	61	126	55	163	7	160	
155	137	4	42	113	23	27	54	161	118	188	183	132	92	
152	63	34	164	173	11	162	91	63	23	51	79	129	58	
151	102	19	167	145	85	155	15	87	84	9	53	164	108	
95	53	137	100	38	129	155	52	128	129	12	11	125	18	
69	66	39	140	22	174	108	180	44	161	143	0	65	65	
11	178	77	187	163	174	180	167	187	69	82	53	18	106	
113	184	147	139	78	109	185	67	142	72	22	41	136	155	
188	183	108	168	2	109	168	40	163	84	52	117	178	175	
8	188	67	184	123	56	59	27	78	45	98	55	49	96	
76	70	184	64	176	31	175	59	67	68	6	189	7	185	
130	168	183	179	123	187	47	112	7	108	47	124	86	23	
139	173	4	74	103	55	98	2	68	2	17	74	24	101	
58	99	84	50	71	26	14	126	52	74	165	63	152	153	
8	0	4	185	152	22	101	96	179	181	174	1	82	121	
52	29	181	98	106	47	174	6	76	103	48	18	105	187	
6	18	95	77	138	12	154	124	3	98	107	43	138	146	
179	74	135	175	47	91	184	20	61	95	6	114	182	129	
54	11	29	157	180	177	167	149	53	158	120	69	5	88	
146	11	130	36	33	157	44	36	156	110	152	136	174	116	
95	119	16	125	152	54	4	153	114	58	3	131	167	183	
161	141	103	103	111	111	44	52	161	31	51	77	99	138	
62	25	13	109	41	155	95	161	188	149	99	169	89	94	
96	61	82	95	84	81	78	55	62	83	169	176	80	90	
53	169	37	104	110	57	172	155	129	26	82	105	179	98	
8	137	161	53	102	114	6	158	115	119	124	175	148	125	
53	28	158	74	140	41	188	71	186	112	95	105	141	185	
85	177	15	22	175	145	10	43	0	46	116	126	78	4	
3	162	116	92	126	93	44	168	171	5	120	143	24	132	
48	38	123	172	77	31	67	85	34	4	137	132	4	0	
106	135	6	151	132	27	179	94	189	173	121	182	164	90	
104	23	171	180	137	162	144	69	168	88	87	79	149	139	
