85	48	29	42	54	38	35	19	23	81	29	89	22	36	10	5	50	4	52	82	61	53	59	56	62	44	18	97	57	19	
21	23	94	78	47	66	61	46	24	55	72	81	15	87	88	35	97	47	79	56	29	28	12	6	9	22	24	73	91	22	
91	73	54	50	39	97	40	14	29	43	20	5	40	28	49	69	80	34	41	68	46	55	64	84	18	90	5	34	61	54	
99	78	2	19	90	67	97	14	34	11	70	99	13	38	36	22	44	5	14	51	30	29	24	95	9	38	51	89	55	46	
42	77	38	54	64	92	14	29	72	57	71	15	20	72	98	30	19	94	27	17	34	17	21	78	40	2	59	10	35	73	
60	74	59	16	56	13	59	25	12	5	39	62	64	40	7	26	71	52	14	86	20	47	52	5	65	18	67	2	8	80	
6	17	79	39	23	77	44	83	41	73	78	6	22	49	20	41	71	88	24	82	84	12	25	18	64	10	50	14	0	13	
26	25	80	18	48	93	66	74	71	72	56	56	40	2	42	69	21	90	5	62	50	65	67	69	99	70	22	53	16	13	
24	0	58	75	45	42	3	48	81	20	41	4	22	7	76	94	99	96	25	43	99	37	20	36	67	18	74	4	18	1	
48	32	79	71	72	48	70	17	57	71	68	72	46	0	97	53	76	57	88	92	13	32	34	96	38	81	25	73	6	98	
48	82	77	71	8	2	43	51	41	38	73	87	70	56	30	74	8	95	15	9	82	59	73	86	42	56	29	52	24	11	
2	34	20	81	20	65	23	77	48	92	15	41	55	51	72	25	96	4	70	24	42	83	68	67	69	4	80	36	32	91	
81	36	0	47	91	37	31	20	25	20	63	51	41	78	28	21	25	38	57	93	85	36	16	30	83	21	8	41	42	48	
31	72	76	19	30	69	11	15	28	61	98	50	56	65	57	7	75	6	54	61	89	45	52	76	13	35	14	13	71	99	
54	97	63	83	68	86	88	68	81	54	90	43	25	69	71	88	96	89	80	69	78	5	40	76	63	87	37	6	90	39	
66	25	54	18	90	82	94	40	28	76	37	46	30	48	70	95	87	82	87	50	35	32	2	69	57	50	30	46	97	23	
38	27	85	28	99	31	38	10	57	16	32	94	28	56	86	65	18	98	45	66	44	53	69	68	46	95	61	96	32	80	
79	9	47	13	20	34	66	25	51	94	57	36	85	12	20	39	84	49	45	76	61	96	57	23	65	24	84	57	72	89	
43	97	50	20	72	29	58	29	17	48	3	24	36	46	79	96	23	80	28	9	50	66	3	56	72	87	59	41	15	9	
6	85	78	90	43	58	66	3	20	84	78	87	44	45	31	39	34	77	63	18	4	81	98	20	46	34	79	81	51	47	
53	85	19	48	81	86	32	37	41	6	82	54	59	66	45	77	12	76	37	71	29	41	18	20	44	2	60	7	76	62	
18	93	46	98	54	98	20	42	44	89	0	24	32	82	2	65	67	71	43	79	50	58	90	22	93	43	13	60	11	53	
53	70	75	92	11	44	56	39	87	25	95	64	75	3	69	5	18	57	92	72	28	85	87	71	60	72	42	30	52	2	
52	34	45	15	99	56	96	95	77	3	86	47	13	72	12	48	46	88	6	34	18	12	73	13	8	8	45	84	23	76	
98	12	22	49	99	80	44	17	20	11	13	51	89	73	63	21	8	87	31	44	0	83	89	38	89	45	87	7	88	33	
2	10	18	70	35	10	89	2	80	94	36	87	59	58	88	86	80	93	73	21	80	19	99	56	47	51	70	24	94	75	
44	99	94	44	5	47	81	37	54	3	54	31	3	61	17	24	87	35	53	18	19	56	29	55	43	50	62	70	84	2	
3	56	3	11	80	69	11	76	73	27	10	6	83	42	54	16	17	69	71	79	40	44	73	24	33	31	47	12	61	84	
64	78	47	38	95	81	39	10	15	86	39	90	80	24	42	61	24	39	28	37	46	66	19	37	44	83	89	83	5	26	
33	65	69	65	85	93	42	7	59	75	5	95	66	12	2	96	39	76	2	80	1	56	9	73	70	39	83	36	49	36	
28	5	52	5	4	4	88	26	87	63	8	39	78	4	55	40	43	43	70	5	63	5	34	51	52	52	95	14	7	51	
69	68	68	76	52	39	97	9	83	31	78	17	47	83	94	73	11	70	91	96	64	82	16	55	37	41	80	5	72	28	
83	59	96	25	81	24	36	80	95	13	39	78	27	68	95	7	28	98	91	90	34	99	19	75	32	18	55	70	55	30	
88	94	0	26	96	50	51	4	85	39	19	36	96	58	21	84	80	74	96	87	2	65	68	13	18	98	92	74	99	66	
38	63	15	31	13	6	63	58	78	56	98	13	16	10	86	83	58	90	99	77	52	68	99	1	29	5	78	88	11	19	
