18	8	6	2	17	13	0	27	24	19	
29	15	16	24	11	18	21	5	16	16	
9	11	27	0	16	26	25	27	12	9	
27	22	17	26	7	19	6	13	24	7	
18	25	9	22	25	22	11	12	10	27	
20	24	17	11	27	6	13	16	18	1	
12	3	23	25	5	10	21	23	17	25	
6	11	6	13	26	23	12	1	0	9	
19	16	10	5	16	3	1	2	21	20	
2	8	14	14	11	13	27	20	29	12	
10	24	7	26	16	20	27	8	1	2	
11	3	15	3	2	23	24	17	25	17	
3	18	7	14	0	7	12	1	9	1	
27	0	15	27	29	24	15	16	5	17	
10	24	23	17	19	16	12	2	5	8	
14	28	12	14	14	19	19	22	21	6	
6	19	27	19	18	20	6	15	13	13	
19	16	5	8	18	22	18	4	19	19	
1	4	20	7	1	2	1	15	28	4	
8	4	10	20	8	28	9	11	6	27	
7	4	10	11	4	28	20	19	28	29	
15	8	12	25	28	7	19	26	26	14	
5	26	0	6	8	22	29	9	24	29	
16	18	5	13	25	23	10	9	29	18	
3	4	5	11	18	15	13	23	28	16	
22	28	19	15	26	27	20	25	16	4	
7	10	15	26	24	5	26	17	13	13	
13	20	28	9	15	27	19	23	1	1	
0	5	0	17	10	24	20	7	3	14	
27	0	22	4	4	15	6	26	0	2	
22	2	22	4	28	23	1	2	9	11	
21	8	2	3	10	26	3	17	9	19	
2	25	17	15	23	17	17	7	24	24	
9	4	5	10	13	0	6	19	26	18	
2	26	20	21	10	22	24	4	28	11	
15	26	24	0	18	5	8	22	2	8	
23	29	25	27	1	3	0	9	4	10	
16	23	3	17	24	0	0	7	20	23	
28	19	20	26	12	17	10	19	20	3	
7	19	2	16	13	21	26	26	20	0	
13	17	20	12	4	7	7	0	5	28	
23	29	23	29	4	12	1	4	8	25	
3	11	28	11	10	21	2	5	16	21	
6	13	9	26	25	20	20	18	20	18	
29	25	18	5	19	4	21	11	12	22	
7	7	26	5	21	26	18	27	10	4	
7	0	10	17	5	22	21	24	23	1	
2	21	19	28	1	18	24	20	23	5	
8	29	23	0	18	24	9	27	1	28	
23	13	23	15	27	1	17	25	22	18	
0	28	3	23	6	11	29	20	10	9	
3	13	26	27	4	18	5	29	6	0	
27	20	16	0	5	7	16	29	16	9	
22	5	7	17	3	5	23	10	6	5	
5	20	10	6	19	24	9	15	26	10	
25	24	21	14	1	27	8	6	11	20	
19	16	18	20	4	28	1	0	2	29	
14	15	15	10	1	16	4	26	6	21	
2	26	7	26	7	16	4	12	15	25	
26	15	1	16	26	3	13	5	16	8	
11	19	12	4	18	7	6	6	5	0	
9	29	23	24	4	13	8	2	18	25	
13	21	2	25	5	14	11	22	8	17	
25	22	29	10	24	17	26	13	19	9	
15	12	28	26	9	5	9	5	17	26	
8	5	24	5	6	24	26	24	28	27	
19	22	20	16	27	16	29	0	29	0	
22	1	12	5	21	11	16	24	18	22	
22	2	6	15	20	14	14	27	1	2	
24	6	22	17	13	11	2	9	7	9	
1	17	4	27	15	16	9	6	14	11	
7	26	0	18	14	27	3	28	26	21	
5	4	20	0	23	17	15	24	19	1	
28	27	18	21	4	0	20	16	29	12	
13	23	20	10	29	12	17	1	5	2	
29	8	3	4	3	25	28	21	13	22	
26	25	7	8	26	20	19	15	24	22	
20	14	23	3	3	10	3	11	23	21	
26	8	28	19	6	9	15	20	9	10	
28	0	27	5	24	4	22	20	10	25	
16	2	27	14	24	22	12	2	9	3	
14	29	19	28	26	13	3	17	22	25	
12	8	6	14	11	5	4	28	2	14	
9	4	3	15	22	2	26	7	16	11	
10	26	15	0	8	10	27	14	6	26	
19	8	5	28	21	20	5	25	18	26	
11	22	26	20	16	15	1	24	2	25	
4	27	25	21	19	12	26	19	7	23	
6	8	23	16	20	7	18	13	10	1	
0	6	8	19	5	22	6	20	23	0	
16	18	23	6	17	29	0	29	14	13	
21	5	23	7	10	15	20	16	23	5	
10	0	20	19	27	28	7	17	6	29	
24	23	27	23	1	22	23	22	26	20	
18	16	24	28	24	29	28	27	15	10	
17	12	10	14	18	9	15	29	11	8	
17	12	14	14	21	19	18	16	16	15	
6	19	16	18	28	3	21	23	25	28	
0	7	17	26	7	25	3	4	21	27	
10	4	26	10	22	15	1	23	14	25	
