35	119	90	57	62	97	114	34	57	123	59	112	59	118	
40	29	88	91	58	47	5	78	49	101	91	102	7	45	
97	75	119	127	6	4	77	1	120	25	67	54	124	85	
97	29	37	10	70	75	52	93	31	7	125	2	0	33	
81	125	80	79	56	66	55	46	89	70	47	40	76	68	
47	7	96	19	15	5	102	127	38	93	111	16	21	10	
74	63	119	12	61	97	60	35	22	49	98	7	57	95	
54	30	78	39	4	97	36	5	116	66	40	88	127	65	
39	98	40	114	78	48	28	80	42	76	62	109	25	109	
48	10	89	39	71	97	112	21	111	14	121	73	59	28	
85	30	23	115	121	123	83	111	62	77	75	112	110	103	
19	79	53	115	9	7	66	92	93	121	106	88	113	47	
106	104	98	12	69	46	53	84	6	75	53	98	91	82	
6	61	82	66	117	112	41	92	83	122	99	53	36	55	
102	123	105	122	82	12	63	80	104	14	119	72	23	125	
40	119	29	20	33	39	62	41	36	78	89	125	2	54	
39	26	18	0	68	6	83	17	64	49	52	76	128	53	
22	73	64	47	119	96	38	128	70	3	5	124	57	13	
0	1	34	46	93	43	63	80	38	21	23	105	73	129	
16	12	59	72	73	48	126	47	90	114	126	4	12	65	
61	81	63	104	80	69	3	27	10	126	52	61	26	89	
22	49	104	12	24	17	128	80	96	4	128	113	47	113	
33	31	15	118	57	57	32	35	93	23	123	53	55	21	
2	79	2	125	63	76	54	93	70	29	3	108	7	122	
81	125	123	40	117	78	20	111	32	70	92	42	5	56	
37	79	21	43	71	62	30	1	97	79	84	72	32	126	
13	105	103	114	53	42	4	63	98	38	30	15	17	16	
6	37	27	81	93	4	7	34	118	23	94	100	12	12	
127	5	91	53	24	99	45	42	88	88	95	84	107	92	
39	67	102	45	34	55	9	32	38	78	41	64	35	58	
66	67	56	49	101	60	10	38	27	81	43	126	65	73	
124	85	117	103	51	31	19	25	48	55	74	32	69	36	
38	39	128	61	21	87	91	83	65	41	25	49	26	12	
82	71	28	39	37	38	118	7	27	46	13	119	31	28	
65	87	98	129	16	9	80	63	43	107	98	49	19	67	
74	45	128	72	20	77	51	40	19	126	93	15	40	114	
105	95	3	90	114	44	49	127	4	42	57	0	121	26	
25	88	48	12	25	124	44	15	119	97	74	59	93	8	
106	98	98	118	107	7	18	104	38	113	91	77	94	119	
102	9	59	22	92	113	102	78	11	94	68	34	67	123	
47	116	1	74	39	71	56	49	81	101	112	71	102	86	
59	76	27	28	5	126	110	50	79	122	128	129	109	120	
88	91	125	16	33	113	85	83	117	15	85	103	34	33	
85	55	72	36	117	102	110	19	50	5	74	121	95	44	
95	39	119	128	28	3	10	113	118	8	4	34	28	94	
81	95	31	57	99	92	66	103	94	36	114	52	38	114	
42	126	60	80	110	93	101	42	28	43	19	64	12	107	
128	88	117	97	22	28	71	61	111	12	60	67	59	19	
127	61	93	95	107	72	35	44	42	69	127	68	116	85	
11	8	6	7	104	25	32	41	23	111	116	72	107	49	
12	95	82	45	75	97	126	35	27	115	34	117	2	53	
120	119	2	76	120	120	86	119	0	89	83	115	49	114	
15	46	69	42	95	88	83	67	115	90	62	57	92	90	
45	84	91	75	89	81	39	57	109	25	109	11	24	56	
40	0	124	124	110	59	114	82	104	94	17	96	122	98	
121	109	92	13	40	101	84	37	62	110	110	103	48	81	
117	3	95	79	13	120	49	124	42	78	100	19	15	95	
17	27	40	77	81	8	29	76	68	85	74	33	22	103	
83	59	46	71	15	103	95	16	70	76	129	38	45	113	
35	9	111	56	117	125	75	125	8	87	90	65	89	123	
0	51	47	84	113	118	120	18	17	82	61	37	101	34	
128	63	66	81	107	56	39	39	36	58	118	117	75	9	
26	82	3	1	27	50	87	47	69	13	38	104	86	38	
54	77	116	72	6	14	76	46	94	88	53	24	115	24	
10	81	75	120	15	32	76	24	62	94	75	59	93	90	
71	102	15	22	84	54	24	42	60	125	10	54	40	52	
128	78	100	24	80	86	66	90	121	45	17	61	98	63	
35	52	24	112	25	7	51	14	87	118	89	86	95	101	
9	87	94	12	98	87	129	77	66	89	72	68	106	32	
109	108	1	72	24	56	96	24	118	37	73	118	115	88	
88	123	99	9	6	100	52	47	19	94	71	126	127	93	
10	42	9	58	115	14	82	95	90	86	97	53	112	17	
116	85	53	88	71	121	81	48	26	83	116	111	100	89	
27	122	111	117	90	34	64	115	87	66	93	8	27	74	
71	28	17	90	87	106	46	4	65	115	93	112	84	69	
78	102	95	1	111	39	125	79	32	32	86	36	123	82	
52	27	78	4	125	105	9	18	37	111	82	121	88	108	
95	35	9	20	103	22	85	45	88	71	5	36	36	14	
123	6	92	23	112	8	4	73	97	65	57	76	25	119	
39	55	15	88	101	5	44	56	66	79	58	111	89	129	
114	64	62	69	78	44	103	8	91	39	127	13	12	17	
70	27	26	117	16	58	23	90	47	11	70	54	109	104	
114	42	44	28	113	101	71	102	73	55	49	48	107	26	
113	10	4	84	37	61	65	85	125	81	96	90	95	65	
129	104	123	90	107	87	47	129	89	76	16	33	32	40	
16	79	73	56	99	129	8	25	8	79	14	64	38	34	
107	64	115	125	78	64	78	25	47	69	83	97	65	23	
14	76	13	116	40	99	80	23	85	28	56	84	89	56	
4	102	70	41	19	52	115	26	39	110	46	81	77	11	
55	46	48	76	2	113	28	5	60	100	117	7	108	57	
109	74	0	1	105	12	64	46	120	88	9	127	109	6	
34	108	5	122	65	59	129	49	100	42	79	50	21	107	
59	60	126	26	99	68	96	10	121	26	78	69	94	5	
48	31	70	0	44	102	26	53	99	49	97	78	56	128	
74	4	17	108	27	102	15	20	12	123	118	3	41	84	
54	90	70	53	74	104	55	56	49	4	54	86	84	14	
21	85	67	110	95	115	86	125	88	126	60	47	66	32	
61	90	127	39	89	31	105	47	96	17	56	69	80	76	
101	50	1	29	56	14	21	28	22	2	47	47	90	120	
8	51	14	79	72	124	97	45	107	55	113	4	75	93	
