34	41	22	67	13	8	23	65	41	63	61	33	16	18	68	31	63	17	39	6	63	40	18	69	56	35	61	6	60	48	50	5	36	42	35	12	25	46	22	0	17	56	30	15	26	14	13	48	
51	40	47	33	9	2	19	34	13	3	5	11	43	67	9	67	33	3	10	32	66	53	59	6	37	38	27	29	27	54	49	65	35	25	18	21	55	63	52	54	58	0	66	60	65	32	26	52	
6	8	50	19	66	57	31	22	12	26	50	60	36	31	47	11	54	46	16	41	67	23	30	19	54	50	43	69	36	37	18	48	49	59	10	39	34	1	36	68	41	15	22	7	59	46	51	4	
15	61	69	1	47	65	59	44	16	36	58	8	68	25	55	53	13	56	36	5	36	16	16	59	53	53	39	19	27	11	19	65	25	18	52	59	59	1	61	21	63	48	29	0	44	29	48	62	
32	8	62	65	49	48	52	18	24	5	43	0	50	11	61	37	51	25	40	49	0	7	31	33	0	37	63	64	10	10	41	34	57	9	53	15	17	18	1	19	37	11	13	54	28	6	26	20	
67	55	37	57	50	11	44	27	2	29	68	35	9	57	24	52	68	13	69	28	15	27	25	29	29	23	42	37	25	39	34	7	45	38	23	32	44	57	53	69	16	24	56	9	55	41	24	5	
68	4	6	48	47	44	4	67	1	35	24	39	37	10	21	69	8	68	45	44	55	0	26	62	23	33	31	41	18	53	66	61	2	6	17	25	61	42	27	60	38	24	69	10	48	69	39	59	
10	64	43	42	19	48	29	25	9	32	15	6	50	51	59	57	21	35	37	48	67	0	33	66	31	22	32	4	38	3	13	19	27	58	17	30	50	64	3	51	21	9	3	6	53	24	59	22	
0	17	34	57	23	19	32	47	59	39	35	62	11	10	57	35	26	1	64	8	64	67	23	50	11	36	48	41	25	35	4	0	62	69	60	44	23	33	53	5	23	11	41	46	67	25	8	51	
45	58	45	53	7	46	58	37	42	61	29	3	41	54	25	65	44	63	18	26	3	57	25	55	30	36	44	46	6	44	22	8	65	23	50	31	43	33	22	43	64	68	41	42	61	20	15	26	
51	55	38	59	11	34	44	9	39	53	48	35	3	63	30	16	34	22	61	10	14	23	5	2	12	5	24	69	34	58	47	29	30	18	66	1	39	31	43	49	5	12	28	44	28	27	15	61	
56	20	69	6	18	14	0	5	40	5	38	56	32	11	59	28	16	67	25	7	33	26	26	36	51	62	30	66	8	12	63	16	54	25	30	7	49	14	42	5	54	68	66	66	37	22	19	13	
26	0	32	61	17	40	11	49	20	6	69	63	23	19	65	18	38	18	9	36	6	39	9	8	51	24	56	29	44	38	16	26	20	24	69	49	53	1	14	31	0	1	4	62	64	54	23	64	
60	12	14	8	22	50	47	39	56	30	50	19	67	8	61	31	41	17	16	40	13	53	53	31	38	30	65	16	59	14	35	44	41	34	51	27	55	53	69	13	20	7	27	13	15	10	18	64	
45	42	32	24	64	8	0	53	32	25	4	65	5	28	66	57	14	13	17	69	48	64	40	8	24	13	20	45	25	61	37	43	15	39	19	39	2	47	44	40	29	49	35	4	25	6	31	4	
16	23	37	54	39	26	20	39	9	35	9	35	17	20	17	62	57	45	4	39	42	58	48	47	45	64	9	62	53	41	65	57	30	11	3	20	59	28	10	7	36	41	44	65	13	48	59	19	
8	15	47	28	49	56	47	64	65	30	67	36	15	8	4	15	62	37	13	6	50	48	15	51	37	39	23	32	27	36	27	28	66	55	48	25	35	41	33	49	32	48	57	56	51	62	60	47	
33	29	28	48	41	54	5	7	66	34	61	8	1	46	14	34	19	37	60	39	27	43	34	61	19	65	27	60	51	0	51	46	47	1	32	56	12	10	60	32	22	2	25	13	23	25	25	3	
36	60	32	40	50	41	8	52	2	67	30	69	1	5	5	36	37	1	54	39	57	13	19	21	27	58	37	18	19	48	42	47	14	2	8	58	18	31	62	28	37	49	60	35	61	50	2	0	
52	46	68	23	24	36	37	40	8	3	47	3	41	28	31	25	10	24	26	39	17	2	39	49	49	19	17	30	33	35	67	16	0	60	64	5	69	7	2	64	27	42	22	32	31	8	31	52	
25	68	65	19	27	24	26	69	47	59	10	34	17	45	16	7	12	43	43	1	20	42	19	38	13	64	63	23	52	40	67	34	56	16	57	59	62	24	43	6	49	14	68	69	60	23	26	24	
48	47	54	17	17	30	45	68	50	11	52	21	49	27	5	16	62	46	44	10	66	1	16	28	27	12	47	37	69	19	38	7	18	59	11	48	8	47	52	9	57	10	9	41	20	46	54	9	
9	3	55	3	63	63	31	13	22	55	29	36	50	4	32	16	55	1	54	44	53	28	66	32	43	37	16	48	26	24	43	16	23	18	39	4	52	25	42	45	21	27	45	1	62	66	33	63	
50	14	62	67	24	20	2	33	49	26	20	12	49	14	8	6	67	5	36	21	34	52	31	16	33	68	25	29	45	35	3	28	14	69	17	41	20	39	31	19	39	9	60	51	67	64	65	39	
31	40	64	12	7	27	7	26	4	8	52	29	33	35	10	33	8	11	47	14	17	42	61	69	51	7	18	15	23	47	17	11	34	7	18	36	18	31	58	7	43	11	17	64	52	44	30	50	
5	1	55	39	26	42	26	27	29	28	24	19	1	38	65	11	32	36	31	36	5	63	63	69	30	54	59	44	3	43	35	19	18	63	32	9	3	8	55	6	25	41	31	42	4	62	55	60	
34	10	60	69	3	53	13	50	6	61	53	5	14	26	23	34	6	30	46	53	7	47	41	37	66	49	69	55	60	54	52	41	14	35	24	41	32	20	62	57	61	66	28	69	68	42	45	1	
38	42	13	15	8	18	49	32	63	17	18	30	19	29	24	65	51	37	26	60	61	21	9	60	4	32	22	36	23	56	44	58	13	29	60	63	44	12	3	0	31	28	1	65	5	26	52	44	
64	62	54	34	36	23	41	53	26	31	59	26	11	67	40	29	8	25	55	59	51	33	53	24	39	38	27	36	64	69	29	27	46	28	46	42	11	5	62	37	66	34	31	65	18	22	37	37	
23	7	20	26	12	44	64	63	54	56	16	57	68	51	61	7	18	4	30	38	16	39	4	35	13	20	25	40	33	37	61	32	33	69	0	29	42	58	33	44	64	56	8	3	53	19	5	60	
33	2	2	46	61	24	62	52	16	19	0	43	6	59	6	56	52	55	12	47	63	31	15	25	18	40	58	67	20	17	15	42	66	56	0	41	60	9	21	26	60	13	7	64	32	29	66	30	
69	59	50	38	57	44	4	26	1	65	10	47	1	44	31	4	34	44	30	19	65	25	49	10	0	31	35	20	59	62	42	45	12	21	42	66	28	25	52	2	36	47	13	43	65	67	16	24	
8	12	37	4	26	33	12	61	47	15	15	68	3	49	13	66	24	12	67	35	64	30	34	38	69	55	18	63	58	69	5	26	5	1	59	62	1	52	53	15	13	5	40	51	40	6	59	13	
58	65	67	30	12	2	27	25	19	28	41	29	48	33	18	28	40	37	44	22	4	48	41	65	40	55	3	53	3	30	54	12	7	62	23	7	17	6	55	62	20	60	50	10	60	38	28	44	
55	14	13	64	41	66	0	20	67	19	25	5	16	13	0	13	48	38	22	26	1	10	64	39	37	65	65	46	16	15	0	6	53	6	57	54	15	23	23	11	16	39	35	54	20	59	29	11	
24	7	55	6	21	35	9	68	29	16	3	45	57	10	12	44	2	23	14	39	34	66	39	48	31	5	17	34	40	44	57	40	44	68	31	23	11	44	39	66	47	25	58	66	32	18	41	26	
57	23	52	7	19	4	44	15	0	42	58	2	2	2	5	25	63	3	29	49	54	68	52	22	44	56	0	11	45	46	19	24	10	19	27	31	42	39	6	47	52	54	8	37	16	62	63	16	
16	29	24	34	46	30	39	65	18	17	65	5	48	25	10	48	42	53	20	59	12	30	22	43	7	67	37	50	32	38	52	30	26	17	15	7	62	67	31	18	11	14	13	54	57	40	46	68	
56	41	20	3	57	20	31	8	65	66	64	45	2	51	23	38	48	28	31	63	58	9	8	49	62	27	24	18	16	47	37	6	67	11	67	43	49	52	29	13	3	62	65	0	44	6	48	38	
8	3	6	20	24	49	14	41	29	7	29	9	15	17	17	9	67	21	17	55	16	11	63	52	40	49	55	26	18	53	60	51	25	56	49	14	38	5	42	5	52	16	30	57	46	61	49	14	
52	48	9	62	15	35	52	14	67	42	31	37	56	55	40	48	43	54	22	61	48	31	59	15	8	68	41	17	17	22	48	59	9	6	14	15	57	33	60	50	59	1	13	19	6	17	52	14	
39	21	1	19	36	67	25	54	7	9	57	44	32	45	62	3	19	29	61	52	26	36	49	56	33	59	67	16	17	22	6	17	1	15	29	26	62	29	15	61	10	17	4	30	8	58	17	26	
46	51	63	5	44	11	40	7	64	34	35	52	54	7	61	12	66	66	31	7	68	43	14	38	22	9	14	68	60	34	55	67	40	12	25	48	58	59	2	30	47	15	38	60	33	21	6	22	
34	12	19	3	20	22	2	10	28	67	69	1	22	18	26	57	12	22	55	33	35	46	61	5	21	33	23	15	23	1	43	9	57	54	37	18	66	15	65	32	22	57	47	62	21	49	38	1	
15	32	2	17	35	61	12	37	26	16	32	29	37	17	38	30	36	20	42	22	6	40	50	14	48	29	36	5	3	14	24	46	42	18	62	66	47	66	36	29	39	10	7	68	17	36	16	44	
51	40	14	3	36	47	54	61	53	61	35	58	66	5	57	54	25	32	65	45	0	65	49	61	64	32	14	48	32	33	34	31	62	32	2	55	49	29	11	24	62	49	66	47	29	19	1	1	
1	9	29	64	38	30	31	60	10	5	40	55	24	37	8	18	60	10	68	19	5	36	11	65	58	32	17	31	16	43	28	62	42	68	23	21	42	31	25	57	69	53	44	48	7	64	3	54	
58	1	32	34	69	69	53	41	16	4	0	63	44	56	9	0	29	9	18	3	56	43	66	21	64	51	22	66	49	1	48	69	50	37	59	30	17	63	4	15	12	41	46	50	15	47	65	28	
2	23	18	43	33	4	14	6	65	23	2	29	14	58	63	10	47	16	35	21	4	2	45	64	4	63	20	32	19	43	55	29	22	50	54	44	59	17	31	42	18	46	63	31	38	55	8	58	
51	22	49	15	44	37	24	20	7	38	68	64	56	27	19	27	66	10	60	7	37	9	26	31	20	6	8	22	69	54	0	25	67	19	23	50	63	58	63	55	24	15	69	25	26	29	9	43	
51	16	26	37	37	32	20	44	63	6	61	48	59	48	2	60	38	5	23	47	45	5	37	1	34	58	51	61	11	28	16	29	18	64	33	33	39	5	60	49	65	17	48	62	34	21	63	40	
33	39	15	16	6	25	9	65	3	23	52	28	11	5	9	14	20	59	19	2	47	2	30	28	65	39	17	24	50	28	59	40	20	47	69	53	30	13	42	25	28	62	55	56	41	6	30	5	
54	40	43	63	63	29	32	58	8	68	15	46	59	49	12	6	4	15	54	53	1	59	16	59	11	65	48	3	49	50	11	56	27	66	65	26	59	53	65	2	20	27	23	47	57	45	33	48	
60	28	31	6	15	34	53	34	67	29	40	62	32	26	53	7	40	68	55	45	7	5	26	59	53	40	61	51	7	49	62	68	23	33	35	8	12	63	44	9	40	36	8	67	14	65	47	60	
12	10	25	2	37	1	21	14	8	7	51	34	11	61	10	13	1	50	17	16	6	15	64	53	37	27	47	45	51	44	24	23	4	45	11	13	21	56	2	27	15	44	20	13	36	36	46	9	
10	36	25	64	23	65	7	37	1	17	60	36	42	20	64	15	22	59	26	6	56	69	39	36	46	1	38	32	24	61	36	32	45	33	35	60	20	64	9	57	53	13	68	64	21	54	11	21	
31	46	51	61	32	43	42	36	42	16	19	59	14	9	63	23	50	1	18	55	0	12	1	11	40	42	41	8	19	64	20	52	23	10	47	39	24	47	53	50	57	57	49	55	40	63	28	3	
35	47	6	37	1	58	4	20	35	0	51	36	23	19	14	47	47	60	26	16	44	42	65	57	62	45	20	56	32	17	61	69	62	37	69	42	54	41	4	6	23	8	8	8	3	48	2	62	
13	50	41	18	55	16	51	26	1	62	18	62	18	2	40	10	51	50	56	37	27	50	8	7	47	22	52	8	9	0	10	1	28	47	59	2	13	16	30	1	8	62	12	16	67	57	62	26	
61	67	43	62	10	42	55	35	42	25	35	16	45	22	66	36	13	18	1	58	9	21	22	17	24	34	24	16	50	9	48	52	54	60	52	49	9	67	57	35	38	11	49	59	27	8	24	69	
65	40	18	28	56	36	43	21	25	55	36	0	46	19	2	28	36	15	23	7	65	4	14	32	10	63	17	42	7	43	51	18	42	68	37	27	56	38	55	31	5	13	38	38	44	64	43	7	
26	35	30	10	38	68	7	39	34	12	65	27	17	14	40	41	42	2	13	27	61	23	7	2	21	63	61	43	36	17	35	16	2	60	15	28	7	20	7	64	7	10	47	12	13	40	20	3	
18	3	65	28	1	2	12	51	48	1	68	30	66	22	62	9	57	8	2	61	66	41	36	68	53	21	8	67	23	16	58	48	27	1	48	5	48	35	63	68	35	40	45	60	54	64	64	50	
11	43	48	18	47	29	63	24	51	19	68	38	24	22	14	6	69	44	36	36	4	64	18	34	53	16	53	31	63	46	41	45	67	47	2	67	28	21	47	46	19	68	39	42	51	39	30	6	
44	12	58	37	25	25	39	62	6	8	2	12	56	12	23	30	11	50	39	18	24	61	48	31	49	11	4	14	2	66	26	45	29	60	12	67	19	16	38	16	57	31	48	26	13	5	30	50	
30	47	14	32	31	69	8	16	12	62	50	11	8	52	51	8	41	10	62	66	6	68	1	65	8	1	68	39	61	27	28	64	69	8	6	45	6	63	60	13	48	15	0	31	55	6	68	15	
57	28	59	18	5	65	2	44	20	60	14	1	6	68	49	19	39	61	37	17	65	17	31	9	69	21	55	48	6	26	28	37	29	20	48	65	37	28	52	19	2	7	61	46	20	62	18	15	
11	24	8	39	66	40	61	63	62	4	37	36	43	43	39	9	54	42	55	10	44	22	52	59	47	1	37	46	24	37	63	27	42	27	5	19	48	28	62	55	30	53	20	56	55	58	69	69	
40	39	60	5	33	57	24	15	9	28	32	46	14	42	39	62	53	29	64	17	61	58	47	46	6	7	18	39	46	24	68	66	56	15	22	54	16	46	18	41	7	31	19	41	53	35	61	55	
61	20	60	54	28	41	35	55	51	12	5	28	32	62	38	69	46	60	49	48	65	66	35	10	12	15	13	63	19	5	1	28	23	8	21	58	58	13	1	3	43	22	48	31	23	9	3	43	
55	38	11	17	11	14	46	35	33	48	6	67	42	5	41	65	45	47	32	29	37	53	37	50	19	50	23	28	7	12	62	24	24	59	69	62	16	23	20	35	11	39	32	58	56	56	22	30	
23	45	54	15	10	60	41	33	23	27	6	63	60	67	53	58	54	5	38	19	55	2	9	16	45	40	2	27	9	49	13	61	58	46	57	45	10	23	20	25	0	63	22	12	38	15	33	46	
30	30	46	56	66	40	47	36	15	64	40	66	43	42	30	69	42	45	21	54	15	27	59	62	48	63	50	14	17	1	29	16	19	65	29	25	53	31	33	57	39	13	23	47	45	36	42	19	
3	60	50	3	1	13	1	43	62	26	34	68	19	11	43	12	6	42	35	40	44	46	34	38	9	39	43	42	5	56	18	45	61	57	65	20	38	50	58	44	20	64	56	64	1	46	52	38	
28	63	3	34	65	24	60	49	31	33	34	64	22	57	68	30	37	34	14	20	44	56	66	22	35	16	43	68	43	8	40	29	20	23	62	23	48	21	31	56	38	57	7	5	28	14	46	52	
23	57	25	46	25	32	28	27	37	55	43	66	28	29	6	60	49	65	44	36	62	44	60	16	49	37	41	41	29	36	43	6	27	15	56	6	9	53	33	11	31	59	50	2	66	33	61	52	
0	45	43	27	29	5	28	28	23	27	40	19	62	11	18	47	20	42	55	38	33	36	25	40	16	28	69	31	64	38	65	69	5	22	28	50	26	46	67	11	50	25	4	13	17	2	67	18	
45	40	28	46	18	6	6	37	59	38	57	25	36	45	6	18	25	62	0	68	1	36	8	20	41	29	22	23	5	36	49	26	15	45	30	52	62	19	15	5	25	19	38	4	27	4	9	50	
66	38	5	13	56	52	4	59	18	16	24	28	69	59	9	23	53	25	11	13	6	10	9	33	21	66	16	31	28	42	13	65	37	28	1	3	48	20	61	23	42	12	50	58	49	41	33	5	
48	45	23	18	12	44	30	63	42	15	30	18	45	56	4	36	14	41	17	6	31	14	9	67	45	20	63	33	56	37	63	41	51	41	67	47	10	68	59	7	15	0	52	10	24	43	69	62	
54	44	7	7	44	6	65	61	64	7	60	66	15	43	46	40	63	35	57	51	41	31	41	18	11	61	21	25	33	0	50	30	40	61	17	56	6	63	64	41	58	62	13	59	46	42	9	49	
1	51	57	29	5	37	58	8	44	30	48	27	2	11	62	38	45	54	36	39	17	64	10	20	22	3	38	36	47	29	56	21	69	33	57	28	15	9	58	59	40	42	22	26	35	39	58	2	
54	4	30	55	38	65	20	34	54	37	48	51	53	24	5	66	42	14	33	50	31	32	28	49	64	45	14	2	34	23	0	52	30	33	24	0	28	34	61	19	54	4	65	37	55	62	7	7	
28	58	33	29	49	39	63	7	30	31	33	14	11	30	34	69	38	60	55	52	55	20	45	61	41	40	47	15	51	36	15	47	54	1	22	3	15	19	53	30	31	34	68	34	18	49	17	57	
61	57	69	44	11	27	44	36	52	1	16	52	25	51	48	18	18	35	64	69	17	26	5	49	6	6	56	25	6	66	52	26	0	60	28	22	30	55	55	24	49	66	66	58	43	20	62	33	
23	14	5	48	43	35	54	26	23	38	36	31	64	54	51	45	66	69	46	62	62	66	11	31	36	17	18	64	18	4	47	13	52	68	69	25	11	11	30	28	67	26	50	26	46	44	31	65	
6	53	48	45	22	35	46	63	4	65	5	35	8	28	8	66	64	13	47	54	67	11	25	68	46	68	9	65	11	9	43	31	13	7	27	51	23	64	19	34	52	0	28	59	4	46	8	24	
9	66	56	12	16	12	20	20	53	8	63	0	27	42	15	53	60	27	9	28	65	2	25	18	35	4	58	58	48	15	40	24	43	33	20	6	62	21	66	15	1	4	62	19	69	33	13	57	
27	67	58	68	47	68	12	13	27	22	31	22	35	64	30	12	31	4	50	4	60	50	11	46	17	54	27	36	55	31	10	65	49	57	1	50	28	45	14	41	59	66	39	5	49	44	6	69	
