76	54	93	19	29	32	5	51	34	17	64	104	36	94	52	4	13	10	66	106	64	93	25	68	
41	70	100	83	39	68	43	63	47	92	69	21	86	26	63	85	83	92	6	51	108	107	16	65	
18	96	85	60	91	44	48	49	43	109	30	39	3	40	32	74	17	76	103	92	20	48	95	52	
93	24	6	89	2	20	45	30	67	68	97	3	66	70	105	98	77	108	37	81	82	108	103	54	
39	56	26	88	31	21	44	107	57	75	74	50	21	30	55	101	17	24	10	104	27	7	102	28	
70	71	27	53	36	58	72	55	34	58	41	6	104	72	84	90	3	3	25	66	15	52	108	62	
99	78	47	79	99	62	94	26	95	63	63	7	51	49	94	15	4	46	102	10	96	16	97	54	
86	88	87	42	60	33	88	67	64	35	8	12	26	55	18	11	11	32	28	68	101	12	14	73	
28	85	107	106	83	54	66	74	70	83	34	68	40	104	25	62	29	27	47	81	93	76	27	17	
101	11	22	54	11	94	34	26	102	74	31	77	102	67	82	48	10	98	71	34	47	57	15	5	
45	40	1	6	94	97	69	46	68	15	1	41	49	76	13	7	42	73	62	99	37	107	13	9	
30	27	3	80	96	95	61	92	65	60	102	32	94	86	98	2	67	77	92	14	0	104	22	89	
95	89	72	82	72	71	55	56	82	69	88	51	19	107	36	61	90	107	69	105	17	34	91	86	
1	64	103	55	30	101	7	0	76	47	94	0	17	90	67	94	33	80	38	70	6	94	109	8	
77	55	43	64	1	83	37	88	30	98	4	86	75	47	88	64	42	53	13	109	70	84	80	33	
40	21	8	72	105	27	32	64	46	58	39	97	46	72	66	0	17	54	84	10	67	34	4	6	
74	4	13	54	21	58	15	56	54	69	4	59	1	28	73	37	18	101	62	90	26	48	0	101	
32	4	92	51	43	4	32	4	81	61	96	2	92	96	88	94	48	64	19	109	18	88	86	105	
45	0	75	68	25	32	56	100	108	32	36	39	27	19	8	40	58	18	12	109	93	0	67	79	
69	92	43	46	54	14	66	15	72	35	72	33	31	58	107	16	87	61	70	33	8	72	64	42	
16	107	78	11	72	18	13	32	108	20	36	73	97	33	2	0	91	84	61	11	48	59	16	109	
