17	10	4	7	8	17	15	19	5	15	12	0	9	11	10	0	3	19	12	10	4	16	9	5	16	13	4	4	
18	11	0	11	6	3	5	15	8	8	6	1	6	3	10	17	11	17	9	11	11	16	8	17	11	6	9	16	
9	3	6	14	17	2	9	9	11	5	5	15	12	14	12	10	4	9	4	18	11	7	17	5	1	11	12	6	
13	18	2	11	1	6	17	18	7	8	12	4	7	11	11	14	9	12	5	16	11	13	9	19	8	14	5	17	
0	2	9	0	0	18	5	9	19	0	14	9	3	9	2	3	11	19	12	4	13	9	18	11	18	11	15	16	
6	17	13	16	9	0	7	19	14	1	13	11	16	7	5	9	19	4	14	7	18	11	16	5	9	9	6	12	
14	15	4	5	9	4	17	10	8	12	18	8	18	16	6	17	8	5	5	12	14	5	8	12	12	17	6	10	
9	1	5	15	10	8	13	14	16	8	6	15	4	11	13	9	16	6	4	14	10	7	7	13	4	4	12	5	
11	11	12	13	5	12	16	16	19	12	6	3	13	4	3	18	17	18	10	4	3	0	4	11	6	1	8	4	
9	10	3	7	9	14	4	4	14	7	9	10	8	5	2	9	3	17	8	12	17	19	7	8	5	4	13	16	
18	11	13	17	17	19	4	18	2	6	7	10	2	5	2	6	14	17	18	19	2	10	2	0	9	19	1	1	
13	1	11	8	19	1	1	5	12	5	3	9	19	11	17	3	14	19	15	8	9	14	18	9	2	15	7	15	
19	10	11	3	15	12	18	12	11	11	19	6	14	19	12	1	19	17	17	11	11	12	14	11	16	9	14	11	
7	9	13	17	15	12	3	14	15	12	11	7	10	13	2	2	11	6	16	2	19	4	16	14	3	12	13	4	
11	7	10	17	5	0	16	1	12	4	11	14	5	18	13	15	7	2	15	12	11	8	2	11	15	3	14	1	
4	16	8	2	11	10	5	0	12	6	14	16	19	0	0	16	9	12	5	2	7	4	10	0	6	9	2	1	
14	8	11	14	4	15	1	3	4	11	8	14	8	17	5	2	7	6	10	7	19	1	9	8	13	13	2	2	
12	11	13	11	4	2	7	11	1	17	2	16	17	17	3	17	18	5	17	11	1	12	16	7	3	11	19	6	
18	10	16	18	5	9	18	18	10	8	1	7	9	3	2	16	2	6	18	8	0	5	8	10	16	16	3	12	
17	10	10	4	17	8	9	8	5	4	1	2	0	15	11	14	10	13	13	17	12	9	1	19	11	17	0	3	
1	12	15	2	13	18	7	18	15	5	14	9	5	10	6	15	9	0	19	1	6	1	4	16	3	10	7	14	
11	14	16	0	16	18	8	13	3	4	13	11	4	2	18	12	19	11	6	12	6	1	13	18	15	10	10	0	
6	12	13	13	12	3	0	7	12	15	10	14	7	0	12	12	11	11	16	13	8	2	12	18	10	15	7	19	
16	5	7	15	6	12	7	9	15	5	1	8	5	11	12	3	13	16	8	12	12	8	7	0	8	3	0	16	
6	10	19	2	12	12	15	10	14	19	12	4	2	7	6	13	16	6	0	10	5	3	14	4	8	16	12	5	
12	6	7	0	1	6	10	17	17	10	15	16	11	11	10	12	18	9	3	4	16	12	8	18	12	2	4	0	
15	1	7	4	10	0	15	3	8	6	0	11	10	12	6	3	0	9	15	8	4	4	4	1	19	8	0	19	
12	7	5	19	16	2	19	10	4	9	7	12	6	16	13	4	11	9	0	8	6	5	8	8	2	19	2	18	
14	12	14	17	14	10	14	14	7	2	2	6	0	8	16	17	0	3	4	17	7	18	6	18	4	19	5	9	
6	2	0	1	7	3	4	5	7	13	13	13	17	18	2	4	12	13	8	15	5	14	15	12	0	10	3	18	
15	11	9	13	2	18	18	18	18	8	11	2	5	3	13	0	6	11	12	12	10	13	10	13	14	19	0	11	
17	17	19	0	6	17	2	10	4	7	5	2	6	12	15	19	9	1	6	10	5	15	16	14	0	7	18	16	
10	8	15	17	18	12	14	15	18	12	18	10	10	0	4	17	4	12	0	6	12	13	1	3	19	15	1	18	
12	19	8	12	6	18	10	14	19	19	13	4	19	18	14	15	14	5	11	3	15	2	6	10	12	7	16	1	
3	19	12	17	4	2	9	4	6	1	19	6	12	4	19	3	0	13	17	0	18	2	11	15	8	19	0	7	
3	1	2	14	18	15	13	13	18	4	12	6	17	5	3	5	13	13	0	3	1	15	1	2	8	4	18	10	
6	15	3	18	19	10	16	10	19	3	4	16	12	11	5	7	12	14	18	0	18	2	1	9	8	14	8	15	
3	15	6	8	6	18	15	17	2	7	8	3	15	19	1	1	5	17	1	2	18	8	12	5	11	13	9	9	
2	11	3	8	6	6	3	0	19	19	19	18	14	10	13	11	17	18	3	4	16	2	7	5	7	11	17	14	
4	13	16	6	17	10	18	6	7	1	15	19	2	0	17	0	9	15	3	6	18	18	7	13	19	13	3	4	
0	6	8	2	9	15	14	9	13	3	9	16	17	9	16	16	19	0	7	7	18	17	10	6	10	9	5	1	
5	6	2	9	17	7	2	1	10	9	8	10	17	10	15	6	0	9	9	4	12	2	18	15	12	12	3	9	
16	9	13	18	2	18	14	6	9	12	15	7	4	15	17	16	10	7	13	0	15	9	18	15	8	12	17	4	
9	9	17	11	8	8	15	18	18	16	17	15	9	11	6	17	9	4	17	12	11	6	3	6	16	2	0	5	
9	12	10	3	0	15	17	18	7	15	6	16	0	1	3	10	0	6	13	13	2	8	9	14	13	18	1	9	
6	11	18	5	0	7	19	11	16	18	9	4	17	14	15	0	18	0	6	1	19	10	2	1	15	16	15	1	
11	17	18	0	5	1	12	0	0	17	9	11	7	15	11	1	1	5	18	2	15	17	16	12	9	11	6	4	
1	7	1	18	2	17	7	10	9	7	11	1	9	14	12	1	4	6	18	18	11	16	3	11	19	9	8	5	
3	1	0	6	14	9	7	17	5	4	0	5	6	1	2	13	0	2	16	16	15	17	19	3	1	11	9	5	
14	15	7	18	5	12	6	19	15	3	19	9	5	0	9	12	8	0	9	12	17	13	0	5	16	6	9	8	
16	9	13	10	16	8	4	15	18	4	14	3	5	1	3	15	2	18	6	0	11	16	4	17	7	3	5	2	
11	17	8	16	15	12	11	5	9	7	7	5	14	1	13	15	10	9	3	18	11	14	6	7	11	7	0	14	
7	16	7	9	4	5	4	16	7	15	3	6	1	12	0	4	14	2	7	14	16	14	13	19	8	0	18	11	
0	15	8	12	0	15	14	16	3	2	2	15	19	13	5	13	13	4	11	4	14	13	8	7	13	13	11	10	
2	16	2	2	6	4	4	6	7	6	1	1	16	5	5	19	8	7	8	18	7	10	5	8	1	4	7	8	
7	4	0	19	1	18	14	10	6	17	16	14	3	3	18	3	11	1	17	17	17	10	5	17	12	11	1	9	
15	17	1	4	4	6	16	13	4	17	10	14	2	6	17	16	17	15	11	18	8	7	14	4	16	8	16	7	
4	2	8	14	2	2	18	12	14	8	16	9	8	15	9	6	3	12	14	6	13	10	9	15	7	14	9	14	
9	6	17	19	11	19	13	9	19	4	2	18	16	13	15	10	12	10	16	3	17	10	8	18	10	13	7	12	
16	18	1	8	17	0	11	17	14	15	0	4	8	15	13	4	9	6	9	5	13	4	7	11	9	9	13	0	
0	14	3	15	3	8	10	5	11	10	0	17	3	17	17	7	5	19	6	0	19	10	6	18	14	11	10	12	
13	8	11	18	4	13	3	7	17	11	17	14	12	7	10	7	19	18	0	15	17	8	18	16	1	9	19	9	
0	16	8	9	6	15	5	6	14	0	8	4	12	3	17	3	4	9	1	15	19	9	18	16	9	2	9	19	
14	4	7	1	14	15	6	18	5	15	12	0	13	18	18	10	17	17	18	0	14	7	7	18	17	15	6	13	
0	0	11	2	8	18	10	11	13	5	12	15	16	19	6	6	1	19	0	1	12	5	4	4	15	16	18	15	
14	2	13	12	7	12	11	7	2	4	9	6	8	7	10	12	13	3	9	18	15	14	16	18	18	18	0	12	
18	1	12	6	11	5	5	2	6	0	14	4	8	9	7	11	4	8	8	14	6	0	1	12	3	1	0	3	
13	0	17	3	11	19	6	19	18	17	12	10	12	18	16	3	2	13	0	18	12	3	9	3	5	2	12	6	
12	6	17	18	6	11	12	6	7	0	11	6	17	4	1	2	13	4	13	18	4	1	4	18	17	12	14	17	
12	0	4	17	15	18	6	10	2	5	7	1	10	1	18	19	7	2	1	11	10	3	5	12	10	0	8	12	
19	6	7	3	1	6	4	4	3	13	17	3	19	3	8	3	11	6	18	3	11	18	11	8	2	11	7	9	
8	19	3	12	1	3	4	13	2	0	13	17	9	11	8	9	15	11	10	5	15	19	16	4	7	8	11	10	
19	8	12	14	10	17	13	9	11	17	12	3	1	19	5	5	8	16	12	5	4	12	13	11	6	8	16	12	
9	13	9	1	6	10	4	9	0	2	7	8	10	9	4	17	13	11	2	8	9	12	1	17	0	11	6	8	
2	8	10	14	11	0	18	4	5	17	19	8	10	3	8	9	2	8	0	4	5	15	16	5	15	11	11	7	
10	11	16	9	18	1	17	14	0	2	5	12	12	17	12	17	12	12	16	15	10	4	8	3	7	7	9	5	
3	13	17	2	17	8	11	6	8	14	18	8	8	5	14	1	6	18	17	10	14	3	11	7	7	6	16	17	
18	12	15	3	17	13	12	2	3	7	16	10	8	18	13	1	10	4	9	14	16	3	4	2	0	14	14	13	
0	14	19	4	18	1	13	1	0	13	16	19	10	19	2	2	19	6	6	3	8	17	7	16	5	6	6	6	
18	1	4	4	2	7	10	8	6	6	8	0	16	15	13	13	8	1	9	2	17	3	16	4	5	12	3	11	
2	5	18	16	9	19	17	13	12	11	1	7	12	16	6	3	10	13	6	1	8	4	17	5	9	3	13	7	
5	5	2	2	10	17	10	6	19	8	14	8	7	1	16	6	19	18	5	0	14	5	17	13	14	5	11	16	
3	7	11	16	0	5	18	6	10	18	0	14	9	5	17	4	2	12	18	18	19	13	13	12	11	0	4	15	
13	2	18	10	8	19	19	19	2	4	1	19	17	16	17	2	19	9	4	10	14	10	9	2	16	12	0	18	
1	18	19	10	11	10	2	13	8	15	4	5	15	8	10	16	0	15	8	1	14	4	3	17	6	1	11	6	
14	15	0	7	1	11	4	18	11	11	19	7	14	11	16	16	15	16	6	2	18	19	3	11	0	19	8	7	
7	6	0	2	17	3	16	11	19	19	9	3	17	5	2	8	15	10	9	10	2	1	15	17	12	0	8	1	
19	5	9	10	5	1	14	2	5	16	0	6	6	10	4	18	17	16	18	9	2	18	4	18	8	5	7	8	
