37	13	10	4	69	62	33	23	44	48	53	37	17	12	67	6	8	32	27	29	57	47	67	29	39	41	32	34	
28	55	6	15	8	42	11	28	46	45	61	9	18	2	1	69	66	14	31	5	66	48	4	24	21	39	67	37	
32	12	8	39	42	53	43	62	17	24	20	5	27	17	28	56	38	25	37	22	58	67	13	15	5	22	29	50	
15	28	22	5	0	69	18	33	65	9	18	51	6	21	41	0	53	0	61	22	22	1	24	64	48	53	38	53	
8	12	8	34	18	41	35	8	44	24	54	66	24	26	67	7	36	16	40	26	0	39	64	10	53	64	51	11	
6	41	26	20	36	42	61	34	34	16	41	17	60	3	33	47	23	5	4	44	4	23	60	6	21	65	23	45	
7	16	20	68	48	28	19	33	20	0	19	0	30	65	18	10	40	18	60	59	60	38	27	63	35	44	17	25	
1	51	14	34	15	19	59	63	64	59	19	37	24	34	10	31	36	37	20	12	57	17	6	27	51	28	47	49	
66	24	23	9	68	38	69	43	16	60	63	69	62	20	28	8	11	17	17	63	32	20	6	36	29	67	40	10	
64	58	65	51	32	9	1	8	10	22	52	35	51	27	10	52	48	40	20	53	59	13	40	36	50	36	49	34	
27	6	51	57	4	7	4	43	52	41	41	64	1	68	40	5	23	20	10	48	14	1	38	25	67	58	31	10	
64	14	29	9	53	22	42	5	44	38	29	36	1	20	37	21	29	29	10	69	25	35	41	66	49	27	44	28	
25	10	45	54	38	16	37	62	40	68	44	27	28	21	16	57	40	32	50	6	60	50	8	38	44	27	65	42	
2	2	39	19	12	15	50	28	20	5	62	57	66	33	16	58	45	63	49	18	18	49	21	8	46	8	22	31	
26	18	35	32	17	42	40	62	61	15	57	28	4	37	66	47	14	49	50	0	44	57	40	38	66	41	56	2	
19	52	55	62	55	27	40	68	55	62	59	54	25	45	29	35	8	59	49	11	7	59	33	29	33	0	52	9	
29	49	37	54	27	43	26	10	68	37	27	6	28	0	19	54	2	37	8	29	66	56	52	9	4	47	7	12	
1	35	68	58	62	59	17	22	39	27	66	34	5	49	47	39	67	69	68	66	18	59	8	64	19	58	6	18	
22	26	40	29	14	49	61	68	25	15	3	60	26	28	7	6	28	68	18	28	32	42	56	50	44	15	51	51	
35	64	65	43	54	2	25	37	2	10	41	2	45	37	37	43	62	66	61	43	40	34	2	69	6	30	51	66	
41	9	58	4	55	27	4	42	57	54	41	20	63	19	0	49	48	39	17	24	32	28	15	8	5	50	8	36	
45	68	35	28	65	6	12	3	39	34	7	66	16	59	50	28	6	59	40	23	36	30	8	34	46	20	56	55	
50	10	42	19	29	28	8	18	14	34	23	53	42	28	39	2	0	31	8	66	45	8	55	3	14	68	68	57	
46	31	46	25	2	64	54	46	22	59	9	33	13	33	11	6	32	8	35	34	24	40	4	41	69	64	33	69	
46	53	57	23	28	36	12	35	24	30	7	68	4	2	39	25	57	13	25	56	20	15	3	7	65	13	30	32	
58	14	37	44	36	5	32	56	7	48	50	50	14	21	51	19	27	54	44	58	37	26	23	15	23	57	65	44	
53	0	64	60	58	0	49	61	51	68	26	26	9	2	62	68	6	57	36	41	57	18	66	11	39	64	21	18	
39	49	60	66	16	55	61	30	12	49	4	14	20	55	61	62	65	41	30	6	13	46	54	29	46	56	57	53	
60	64	48	64	56	54	65	37	67	36	10	63	26	56	61	26	2	30	35	59	35	27	44	1	22	6	43	9	
14	37	7	30	8	4	65	46	28	46	50	60	24	49	59	18	17	9	20	64	20	37	45	57	39	7	28	17	
11	57	37	42	45	60	30	43	2	62	32	42	29	10	54	42	58	54	18	56	51	3	6	69	17	36	13	2	
7	12	49	51	36	58	59	68	38	36	27	49	64	14	67	21	33	10	35	19	24	27	64	35	46	56	31	25	
58	53	19	32	37	60	4	55	60	58	37	21	69	48	45	19	57	64	63	32	50	4	0	60	66	23	69	31	
10	10	8	21	61	59	6	57	4	64	34	34	46	31	7	43	49	34	64	19	10	7	44	25	39	11	2	14	
8	44	15	38	12	2	54	16	44	58	1	52	40	42	45	68	51	6	59	64	22	55	14	60	54	23	19	42	
31	2	53	1	39	68	9	43	10	43	52	12	34	10	58	1	30	26	15	67	3	46	62	11	23	8	57	11	
45	42	32	35	32	45	1	62	5	9	42	9	25	43	65	54	33	5	37	12	42	1	13	9	19	5	55	25	
12	0	45	20	41	26	17	44	25	21	37	36	22	41	10	33	8	5	5	65	35	15	67	64	16	50	48	55	
47	40	68	58	10	34	28	38	10	63	25	62	53	47	48	67	45	49	15	29	39	36	26	39	19	12	66	11	
33	21	2	22	12	6	68	0	28	69	15	2	54	52	59	24	10	42	38	44	21	23	58	45	65	23	48	27	
33	25	23	50	55	60	53	45	64	47	67	45	40	17	21	67	52	43	51	68	35	51	44	30	24	9	35	57	
19	33	54	54	64	66	60	45	35	47	20	46	60	61	65	29	32	61	34	11	61	64	7	59	40	27	21	36	
5	47	37	40	3	65	6	62	39	45	9	44	16	17	24	11	18	6	33	53	0	52	58	24	10	29	0	26	
65	47	65	62	8	66	0	32	11	43	21	2	13	52	65	11	10	17	33	59	34	52	46	21	66	60	50	45	
30	42	12	60	64	53	0	29	12	20	18	45	15	8	60	61	69	5	33	22	22	43	68	12	29	68	46	60	
64	19	37	65	54	8	58	59	67	56	1	58	10	28	2	54	63	17	49	10	46	5	5	16	55	19	6	42	
28	0	43	62	22	68	14	67	66	19	12	11	2	5	5	69	49	59	39	27	40	15	48	67	5	26	31	4	
53	52	69	37	34	30	22	1	13	5	21	40	23	27	62	36	15	4	48	43	15	52	45	34	7	55	42	52	
43	8	32	60	20	24	29	1	30	58	9	66	22	69	48	60	15	44	59	7	52	51	67	11	15	68	0	60	
8	31	18	35	53	11	62	0	2	69	55	24	8	69	56	55	35	3	58	44	48	56	30	9	51	5	61	41	
14	61	43	15	28	58	48	17	56	41	45	30	53	60	66	32	26	5	54	8	43	12	26	1	31	33	15	17	
32	68	2	12	21	54	52	3	0	29	55	6	15	7	68	10	66	63	50	23	41	33	60	41	45	68	50	53	
0	39	64	57	25	44	2	49	16	57	44	69	28	15	42	8	32	21	8	61	22	35	37	37	28	18	30	50	
21	44	60	5	45	51	38	50	58	49	62	68	9	44	15	65	25	59	11	40	45	60	25	29	63	36	62	68	
18	11	26	60	62	60	51	4	11	35	53	11	65	64	41	22	11	43	13	51	9	54	34	39	7	13	41	33	
20	37	40	44	45	43	26	46	58	66	52	2	31	47	17	20	31	31	19	42	43	61	13	63	14	54	6	52	
10	53	53	21	6	21	58	29	54	58	3	52	3	68	5	38	34	42	3	59	30	17	25	2	62	66	13	8	
33	22	4	34	39	5	38	25	35	28	68	40	31	55	40	28	3	65	35	35	45	44	24	18	61	67	35	41	
15	5	12	66	4	43	56	1	25	53	49	24	56	65	62	68	65	20	3	18	49	15	3	33	67	28	40	43	
22	8	38	48	54	25	41	5	30	35	12	65	54	28	23	35	47	40	10	21	20	3	52	12	59	14	19	7	
