42	1	61	26	11	36	8	9	29	24	30	66	28	41	34	23	10	57	50	52	60	8	10	7	7	22	42	20	60	27	2	21	47	7	11	11	10	1	20	12	
11	54	10	11	19	47	13	0	67	31	68	35	30	45	14	46	45	12	50	68	46	6	7	23	62	55	49	52	47	54	67	53	14	0	49	36	27	61	55	4	
12	35	52	44	23	18	41	23	46	14	34	50	11	59	11	51	4	25	61	4	58	58	11	46	41	35	42	22	17	12	33	35	25	57	40	42	51	15	11	35	
47	49	46	40	52	20	44	40	44	45	52	29	41	52	51	51	36	5	55	30	19	43	36	25	51	12	15	32	38	0	69	27	7	41	23	36	23	66	35	25	
47	24	52	10	18	59	67	19	59	1	66	27	60	20	40	39	47	43	57	30	10	26	28	40	39	57	38	32	39	32	64	47	6	48	23	61	33	67	37	61	
19	35	54	27	68	32	49	54	38	26	25	20	12	42	10	59	0	30	21	39	30	42	60	20	49	37	8	34	21	41	5	54	27	57	0	45	30	8	18	43	
15	52	9	50	7	14	11	62	59	61	49	11	43	67	44	11	69	21	32	6	46	28	9	41	44	8	22	44	42	67	8	45	37	20	37	14	39	36	28	50	
3	12	24	42	18	29	4	1	34	54	67	13	53	11	37	6	4	62	38	8	21	62	58	64	13	10	4	27	11	2	24	15	35	48	46	51	15	51	50	68	
53	28	29	33	60	25	62	64	20	56	22	10	0	11	56	10	12	59	23	28	29	7	2	10	20	13	40	44	58	9	17	43	46	54	66	46	56	0	27	59	
47	33	29	19	45	63	38	44	57	4	0	5	68	4	40	4	67	62	62	34	34	67	50	9	26	26	21	39	3	1	68	54	18	6	36	10	18	0	63	65	
27	21	63	20	20	53	24	27	65	32	53	25	34	10	47	44	57	58	41	30	52	29	67	20	59	44	11	25	47	64	62	6	43	26	9	55	24	46	9	58	
5	55	19	3	58	26	1	45	19	20	10	25	30	45	10	35	12	17	48	50	38	33	23	36	47	27	40	38	38	1	34	6	36	38	68	42	38	32	45	33	
63	58	44	11	55	18	33	67	40	50	9	20	59	67	27	63	30	0	49	52	16	29	11	62	40	58	17	24	43	56	3	49	6	3	68	42	17	18	18	0	
9	49	7	57	34	21	32	38	0	4	24	63	40	63	60	60	30	9	9	44	18	8	9	23	33	39	52	10	60	12	28	26	15	54	19	37	6	63	65	2	
14	23	27	29	12	37	12	9	40	5	68	55	25	9	46	48	51	38	66	14	26	59	4	28	64	3	41	16	44	22	17	1	10	59	39	11	10	21	36	54	
9	47	56	61	64	1	49	39	33	36	66	14	51	30	34	59	22	26	40	56	8	33	6	38	27	12	33	56	32	58	23	9	47	40	20	51	7	9	52	44	
