74	73	106	40	102	9	47	82	97	69	101	63	85	43	84	47	87	41	23	70	29	61	10	77	21	82	8	98	105	97	36	53	41	35	42	26	13	49	108	95	47	32	5	94	40	21	32	1	14	8	
53	32	11	9	17	79	63	79	60	9	87	83	49	63	25	5	0	46	16	72	77	46	74	48	77	39	54	14	6	95	54	104	30	75	99	7	68	48	96	76	76	30	69	27	1	101	103	90	22	97	
88	18	106	84	99	11	41	66	49	49	79	56	84	19	28	76	49	97	49	3	31	35	37	59	80	30	95	64	11	78	22	98	51	53	84	87	41	13	3	100	102	94	69	38	56	71	6	60	62	108	
60	45	104	34	76	66	54	81	17	95	87	109	56	14	2	58	38	70	15	76	81	7	85	50	62	92	49	92	80	90	36	48	53	97	106	88	71	83	14	35	10	0	70	25	21	34	10	47	76	66	
2	40	82	25	9	105	41	49	55	88	50	14	96	73	68	101	33	13	2	58	88	75	17	50	55	96	59	87	69	48	11	71	63	72	62	57	47	55	107	107	41	27	12	13	34	80	92	98	84	102	
47	82	103	54	16	108	69	66	62	38	92	2	19	106	47	6	101	91	73	1	62	51	97	24	0	100	7	87	82	89	15	82	69	97	66	43	51	74	103	34	27	94	13	70	15	12	37	80	21	47	
31	6	44	102	58	77	60	37	7	107	48	84	15	34	5	77	45	72	53	53	63	6	78	78	2	34	68	74	100	88	100	92	19	0	87	86	48	6	13	0	33	48	60	11	12	53	29	53	66	45	
33	2	72	88	25	72	72	86	26	28	28	0	70	104	14	78	35	18	9	39	47	92	64	30	8	1	3	37	61	98	81	106	63	59	78	51	6	36	59	62	59	75	44	95	78	17	19	17	108	67	
78	60	58	84	22	10	18	82	55	47	107	108	10	10	69	27	22	97	91	69	22	31	30	4	14	37	26	70	57	2	17	21	0	28	39	61	47	86	80	76	21	43	104	50	64	55	16	83	46	93	
106	55	99	38	84	79	39	80	54	89	19	16	51	71	50	69	56	36	77	15	93	95	96	103	13	75	62	104	35	50	93	101	66	3	28	59	67	91	57	72	97	106	41	42	88	14	95	37	63	54	
34	43	50	75	81	75	78	46	66	58	57	48	95	60	55	103	33	100	82	105	27	33	87	70	56	97	28	43	50	10	57	96	68	39	103	108	73	98	106	97	105	58	76	10	67	5	9	35	80	28	
53	3	107	26	96	31	103	35	17	19	8	92	87	14	77	104	40	88	64	64	75	68	64	43	38	79	53	88	4	67	63	15	21	8	64	35	62	33	72	19	49	46	47	63	33	40	81	94	49	37	
6	78	33	3	75	22	20	29	70	46	95	107	21	76	11	103	30	84	17	67	72	4	96	96	67	46	25	37	86	84	106	69	0	81	45	59	33	37	3	101	9	104	89	42	2	38	63	66	2	7	
5	105	41	18	63	62	109	73	28	1	87	35	31	74	20	62	29	26	12	49	60	102	59	22	54	11	67	61	92	28	7	72	101	15	30	99	5	49	15	104	67	23	109	46	19	16	48	106	44	106	
39	17	87	36	9	50	15	48	66	72	90	44	60	47	11	49	1	84	30	94	104	38	18	103	82	8	36	87	57	109	36	100	84	99	0	14	104	25	26	89	11	108	29	62	100	67	43	98	71	89	
66	70	92	88	59	21	109	47	93	7	41	18	11	106	94	40	68	107	29	10	85	30	31	54	82	15	96	58	45	42	80	35	71	29	66	72	63	108	94	66	93	46	23	27	6	84	107	98	4	41	
51	3	73	53	108	7	36	28	73	14	64	41	86	81	59	35	2	71	14	26	60	81	32	13	0	90	4	94	11	94	50	49	15	3	65	29	107	4	66	57	99	73	109	20	29	11	100	79	89	19	
