19	15	0	1	14	16	8	10	13	9	12	9	15	7	15	11	1	15	
16	3	12	3	18	13	1	16	15	4	1	19	6	18	9	6	7	6	
12	0	8	15	16	15	9	16	3	18	2	16	14	6	9	1	1	16	
7	4	14	2	19	3	5	14	14	15	17	8	7	5	1	2	7	13	
5	15	5	19	11	17	12	2	3	4	9	6	7	8	0	14	13	3	
8	11	11	1	19	0	12	6	13	18	13	14	4	0	3	15	16	13	
8	11	1	14	13	3	18	4	6	17	14	14	6	3	14	12	3	19	
9	4	14	4	4	14	12	17	3	15	16	0	2	18	12	4	9	4	
3	13	2	6	2	7	4	13	12	14	1	2	1	17	1	16	18	13	
6	19	18	14	16	11	0	2	2	6	9	5	17	15	14	4	1	8	
19	13	18	15	12	4	4	9	8	6	14	8	9	19	13	15	19	14	
0	16	16	0	2	1	13	1	16	12	18	13	5	18	5	15	4	3	
1	5	0	13	6	3	4	7	10	1	18	5	3	16	6	9	15	12	
4	12	13	17	14	10	18	4	4	17	4	2	11	18	8	12	9	11	
14	18	7	18	10	6	13	5	2	16	18	7	18	1	17	5	18	12	
15	7	6	17	4	3	4	1	14	0	4	3	3	6	4	14	12	12	
0	16	17	7	4	15	17	1	17	2	4	6	14	7	0	1	19	8	
3	10	1	8	9	17	2	17	13	10	4	16	1	2	9	13	16	3	
1	12	14	13	7	1	7	18	7	13	0	8	17	1	1	9	16	4	
16	16	13	13	5	3	14	15	9	0	12	10	12	6	9	0	5	8	
13	0	4	1	11	14	12	13	11	16	16	16	15	5	0	1	6	16	
1	1	11	12	5	18	14	19	14	18	4	18	6	5	14	8	12	16	
8	19	10	4	10	16	2	11	7	9	4	2	8	6	2	12	1	6	
11	15	6	12	17	9	7	2	6	18	2	13	7	17	1	15	16	1	
17	19	16	10	16	3	13	5	4	19	19	1	17	5	10	0	13	9	
3	2	16	13	0	0	3	7	4	14	5	3	17	7	17	3	14	18	
7	8	5	10	10	15	6	14	3	18	10	16	7	14	18	17	8	6	
12	10	18	14	13	13	10	14	14	2	9	1	0	17	2	18	18	19	
5	10	9	5	11	16	16	16	19	3	3	6	16	10	7	2	2	14	
8	16	11	0	17	16	18	18	17	9	14	12	7	18	5	8	9	9	
13	16	3	8	9	0	18	18	14	4	16	17	8	15	6	14	12	14	
8	15	15	16	14	9	12	15	13	7	7	17	10	18	2	13	15	11	
18	16	11	7	19	5	7	18	11	17	2	7	16	11	7	8	1	16	
19	1	2	18	2	12	15	17	3	13	4	11	0	7	14	1	13	7	
0	15	8	11	1	19	6	0	9	4	16	14	11	18	8	18	5	18	
17	11	4	3	18	12	4	11	19	5	16	9	1	13	3	9	4	9	
10	15	12	3	6	12	9	14	18	13	13	18	14	2	15	8	15	9	
9	1	7	4	15	4	13	1	15	13	6	0	2	3	7	15	9	14	
19	15	9	8	9	15	9	11	11	6	13	9	11	17	17	6	3	7	
8	6	4	6	11	11	3	14	14	18	11	8	17	12	4	6	17	3	
9	15	1	11	18	11	12	15	1	16	5	17	10	7	15	3	2	10	
12	7	8	11	1	10	15	7	3	17	5	12	19	0	10	8	17	0	
6	0	11	9	4	18	19	9	18	8	15	1	2	2	8	14	19	2	
1	19	11	14	17	5	10	2	9	11	15	0	5	17	10	2	15	13	
17	7	1	15	0	15	4	2	9	10	5	10	18	11	8	8	14	18	
13	12	19	11	3	19	4	13	8	19	12	12	11	4	15	11	8	5	
1	7	10	3	10	13	8	13	8	7	2	9	0	15	16	7	16	15	
19	13	18	9	7	8	10	18	7	18	19	6	0	16	0	1	2	15	
18	5	4	10	0	9	1	16	6	1	1	0	17	11	19	1	13	14	
18	18	10	5	15	10	16	8	8	9	4	8	3	11	16	9	19	1	
8	2	15	19	16	3	6	5	14	18	6	18	16	9	13	19	11	0	
3	5	19	1	18	7	3	0	5	2	17	12	19	18	11	9	4	18	
13	15	9	9	3	17	5	17	12	14	4	13	9	8	16	10	3	16	
12	6	19	14	17	6	1	16	9	10	9	10	6	7	6	7	19	8	
16	3	14	10	8	1	18	7	11	4	1	14	9	7	15	10	2	6	
17	9	19	3	17	11	10	10	19	0	6	1	8	2	9	13	11	8	
1	2	4	5	3	17	3	13	17	4	15	8	11	10	12	11	15	14	
10	11	5	0	18	5	6	7	12	12	11	17	15	0	14	12	14	16	
12	13	0	3	10	1	19	18	2	4	15	2	14	6	13	1	0	0	
15	8	17	11	18	12	16	10	19	14	0	13	16	18	6	7	2	15	
12	4	12	2	2	16	0	12	0	5	6	9	10	3	15	3	0	15	
11	4	17	9	18	1	10	3	17	17	13	8	17	2	0	2	14	2	
1	5	18	17	16	16	5	19	11	13	1	14	6	12	3	3	2	4	
0	2	1	4	15	11	1	7	3	15	2	19	5	12	10	11	17	14	
10	10	2	16	11	0	1	11	12	14	2	1	0	15	17	1	16	14	
8	14	18	5	6	15	13	15	1	7	17	19	13	3	3	9	8	6	
14	19	19	8	14	13	15	14	1	1	2	1	16	10	9	13	12	4	
17	14	2	10	9	8	2	8	3	8	15	0	17	11	0	3	12	17	
19	0	8	7	15	18	14	11	17	1	17	5	19	3	16	19	0	11	
