59	75	45	24	11	74	19	37	54	11	37	77	25	40	30	4	61	33	52	48	56	45	9	4	52	30	58	74	72	46	68	76	50	59	39	63	22	45	19	60	
16	64	63	60	21	51	24	64	24	43	6	42	40	36	43	12	54	70	4	27	69	16	66	79	10	19	34	26	51	29	72	66	68	49	59	77	28	32	57	40	
54	54	27	20	11	51	20	29	69	36	67	8	63	45	55	57	8	38	50	15	38	47	54	60	7	1	45	36	66	19	37	65	60	38	71	48	39	61	56	45	
53	76	73	38	42	59	73	46	79	7	59	32	19	7	2	62	44	54	72	5	75	17	78	79	62	78	14	36	14	71	60	13	73	50	27	72	10	46	12	33	
4	28	48	67	78	39	47	59	24	2	50	4	75	13	26	69	31	3	67	67	38	52	3	52	53	57	77	66	35	25	34	55	42	71	71	11	27	6	1	24	
14	42	13	54	22	60	76	40	19	58	43	65	17	8	17	68	78	71	66	24	9	48	65	20	6	14	50	60	62	5	13	40	67	2	46	45	65	65	57	43	
31	37	26	3	5	8	59	18	40	79	31	14	49	72	76	59	75	3	70	43	27	58	37	16	42	62	72	79	14	64	19	3	39	41	4	11	5	39	52	33	
38	20	73	24	77	4	23	17	14	11	70	58	38	24	63	36	56	18	33	47	2	62	0	52	14	74	29	31	52	9	64	23	13	44	65	11	66	57	39	26	
19	26	40	63	19	4	79	56	17	2	27	65	50	46	20	2	41	76	8	49	8	3	68	5	0	9	14	25	21	26	15	9	77	52	78	13	39	17	39	31	
72	66	11	73	32	5	17	0	59	51	26	71	4	41	34	2	20	48	66	40	72	43	3	19	64	13	77	56	20	52	77	45	49	22	5	28	1	38	45	35	
9	67	7	68	44	14	48	0	44	69	67	11	0	49	7	12	65	40	73	68	15	16	52	56	33	49	28	28	74	6	11	46	38	0	3	45	19	54	34	20	
45	44	51	22	50	79	32	55	52	27	53	5	60	25	33	66	60	25	54	15	45	7	31	6	7	13	33	52	47	69	26	65	42	9	54	77	0	73	17	57	
60	72	71	48	0	68	38	64	21	64	53	40	64	32	46	31	47	32	70	62	51	64	78	76	72	48	50	69	48	68	30	6	30	53	49	55	77	20	9	69	
