24	26	24	2	3	43	8	47	16	23	47	13	30	36	
28	1	4	47	34	44	23	3	49	21	48	37	8	24	
37	23	10	12	21	2	30	49	16	47	41	48	18	24	
41	5	27	6	15	42	10	18	40	27	38	35	27	47	
42	35	49	37	45	8	5	4	38	49	4	9	3	16	
17	34	33	29	13	24	13	47	29	38	33	17	20	46	
48	16	33	15	9	3	32	28	34	33	4	16	30	0	
13	20	14	4	46	38	29	1	41	29	14	14	46	16	
47	36	1	33	17	33	40	3	46	15	18	27	20	21	
30	28	44	45	23	21	47	38	14	2	16	44	23	46	
10	43	30	35	31	10	41	28	5	41	33	14	33	13	
18	31	15	33	38	37	39	3	22	23	26	34	6	24	
21	34	45	35	5	11	25	34	29	14	10	30	48	26	
39	49	23	43	4	5	7	33	32	34	18	41	23	8	
41	22	1	11	27	37	36	16	30	43	31	24	24	38	
5	31	0	11	38	35	12	23	16	31	9	0	10	46	
16	44	16	48	44	28	27	34	34	47	37	30	37	26	
49	15	46	12	11	25	13	42	30	29	23	31	42	13	
11	22	15	13	14	47	47	25	33	48	48	46	38	35	
2	19	11	1	20	27	40	43	16	46	39	44	4	33	
45	42	1	47	46	45	6	30	46	32	27	23	18	47	
27	0	20	29	17	29	6	43	10	37	24	1	38	37	
16	25	25	41	31	42	8	43	2	39	41	34	30	44	
43	37	33	31	47	26	14	49	9	15	34	20	23	30	
3	42	5	30	20	21	23	36	37	11	25	12	6	28	
45	29	9	5	1	43	34	15	12	6	30	27	5	3	
46	5	45	47	24	2	36	29	2	45	48	19	41	13	
45	12	48	47	3	16	39	15	21	37	39	46	27	19	
3	35	45	39	22	41	40	26	34	25	8	5	42	41	
37	3	28	36	34	41	41	24	19	40	8	46	30	32	
49	31	33	22	9	44	3	32	36	32	22	20	46	5	
21	14	1	27	23	19	25	5	28	10	12	36	44	9	
9	7	38	34	20	17	38	14	39	40	33	2	32	32	
8	10	23	24	39	4	17	0	28	3	8	34	0	49	
9	28	14	30	16	28	14	14	21	28	40	22	3	19	
42	15	41	44	31	48	8	35	25	49	13	33	3	26	
25	1	44	2	23	23	7	36	30	44	18	12	27	13	
