67	41	60	76	0	71	47	4	19	15	58	38	
60	52	65	5	67	41	74	29	50	15	79	33	
29	28	15	48	66	20	47	18	11	23	13	36	
65	7	21	46	10	68	60	78	51	53	10	3	
24	5	21	7	16	40	24	73	6	73	2	23	
2	49	43	53	39	6	1	28	21	30	65	18	
14	62	66	1	70	51	11	55	51	28	68	26	
52	18	73	69	30	53	75	36	66	5	33	72	
58	26	45	71	50	32	73	3	35	34	63	69	
26	50	8	6	56	66	12	74	51	66	8	41	
57	6	78	43	20	51	22	64	73	38	34	57	
59	50	48	22	76	52	56	29	36	68	5	36	
26	42	65	43	47	11	72	73	26	31	79	1	
78	16	45	64	7	32	7	54	3	71	10	47	
78	56	65	29	54	15	7	20	46	26	22	49	
77	49	30	24	22	35	17	41	50	46	11	45	
25	11	31	35	48	52	28	65	77	18	78	25	
6	55	17	75	55	21	1	1	65	41	60	75	
32	40	41	54	53	4	50	59	19	58	45	2	
53	60	57	34	44	38	35	54	54	47	39	45	
41	62	36	61	48	70	56	5	28	32	11	30	
76	3	8	46	55	35	6	25	6	35	69	67	
79	72	35	38	44	75	62	29	9	74	52	27	
28	77	70	27	64	16	59	5	10	18	0	25	
12	72	14	11	23	14	36	59	75	11	51	15	
74	32	25	48	59	14	36	46	11	1	56	17	
45	60	44	13	18	2	15	64	20	46	56	12	
28	32	11	76	67	5	55	52	6	17	44	57	
18	44	10	26	31	6	36	10	10	8	4	11	
10	25	56	41	3	41	58	32	25	30	29	10	
12	56	35	25	34	51	59	14	19	9	24	51	
62	49	29	11	24	40	69	36	20	26	15	70	
14	45	70	27	18	27	14	75	58	10	58	66	
4	9	59	48	65	9	35	62	26	37	40	40	
14	48	3	75	22	26	40	60	57	14	17	66	
43	27	51	49	48	29	17	68	47	55	47	70	
17	16	47	45	57	23	71	4	13	52	20	68	
19	28	8	62	23	0	30	7	56	51	78	64	
51	38	44	17	6	50	27	66	7	50	31	22	
13	74	64	68	12	39	27	3	14	5	34	17	
29	39	67	48	45	38	54	30	54	9	31	79	
63	46	68	73	22	50	73	44	12	50	55	44	
61	79	59	44	29	72	26	25	14	6	18	16	
30	41	12	29	45	42	30	17	13	77	29	63	
2	6	79	51	57	68	46	47	52	46	25	52	
19	57	4	25	79	51	32	75	63	15	38	17	
14	29	60	59	52	37	26	71	64	48	54	15	
23	4	43	50	38	58	56	29	4	13	53	70	
19	0	49	37	5	13	55	16	10	54	78	1	
39	58	15	6	35	38	50	68	60	52	65	73	
55	69	14	61	36	39	16	20	63	67	56	19	
66	5	3	76	56	9	72	39	44	31	65	63	
16	10	70	55	11	42	52	23	26	20	13	55	
22	59	42	54	54	78	11	39	27	14	30	25	
9	25	62	18	38	8	67	23	11	49	39	26	
71	74	41	1	3	75	10	79	32	46	5	1	
13	22	44	55	52	25	61	76	68	44	51	68	
57	73	25	2	71	31	73	19	6	55	67	74	
71	78	57	9	21	52	39	73	39	47	32	38	
2	29	35	9	59	52	45	67	25	40	40	35	
41	40	16	53	27	21	22	40	74	17	62	41	
57	79	35	1	41	13	11	8	55	43	69	36	
66	23	78	34	26	22	2	32	36	48	0	20	
58	9	55	13	31	8	28	68	48	70	14	14	
6	36	48	17	24	25	69	0	14	39	11	21	
0	73	45	74	45	11	28	20	71	54	8	13	
75	71	57	77	30	58	10	3	51	8	37	37	
58	42	9	50	2	57	55	32	79	20	29	72	
71	13	9	26	54	32	32	29	65	17	71	7	
39	49	45	22	4	29	76	57	79	35	20	78	
3	1	72	72	11	76	36	28	70	58	43	40	
75	76	48	49	6	76	26	24	63	63	43	25	
44	38	73	79	13	39	27	23	21	67	64	15	
24	52	40	11	32	21	38	52	58	62	77	29	
61	42	72	4	74	70	6	16	63	9	50	61	
6	27	1	66	43	35	36	43	26	65	61	72	
39	52	14	65	23	56	76	52	11	16	19	13	
29	61	52	48	2	24	25	38	0	66	42	2	
57	5	39	79	22	21	53	72	15	25	54	35	
22	33	17	11	35	3	16	72	26	21	8	13	
9	57	52	46	45	48	58	28	37	60	31	63	
46	55	22	47	61	57	19	30	75	58	46	37	
10	37	67	42	54	20	7	27	23	46	21	74	
51	42	6	4	64	62	14	63	71	41	19	48	
4	41	41	39	42	9	25	7	19	75	64	38	
37	78	51	29	65	44	48	76	69	19	48	46	
0	14	57	20	5	47	48	16	57	27	76	32	
7	17	37	5	67	73	74	0	28	54	18	72	
10	39	27	58	70	47	31	77	41	79	4	32	
29	29	18	67	79	36	47	79	38	39	38	35	
62	51	71	76	77	16	8	79	7	3	40	38	
28	67	4	70	46	70	51	41	17	56	12	76	
27	40	39	39	76	62	1	68	71	60	25	78	
45	49	23	72	11	52	76	54	10	67	37	76	
52	71	9	18	70	20	18	64	65	42	24	76	
11	75	41	45	34	26	5	10	33	28	21	20	
59	30	75	29	67	50	21	4	78	71	11	63	
17	19	56	67	4	32	22	50	56	17	2	65	
20	32	30	21	43	5	5	58	26	68	41	0	
61	52	40	18	49	56	61	68	4	59	67	8	
