57	26	15	29	32	36	23	55	36	40	
36	46	16	45	32	25	37	10	26	4	
5	35	53	42	11	17	11	28	59	45	
56	5	37	39	38	54	14	0	17	14	
39	16	48	47	14	2	26	45	29	57	
8	53	10	43	16	10	1	44	27	28	
56	26	36	24	36	21	4	1	18	58	
6	52	53	16	3	28	8	3	36	46	
33	57	34	23	19	0	19	52	5	55	
47	22	23	41	37	56	54	26	2	50	
10	3	33	0	51	14	49	8	30	20	
17	13	13	8	43	21	34	26	27	21	
22	12	28	56	57	56	31	43	18	43	
35	33	20	6	46	28	17	40	38	42	
28	16	38	49	38	17	48	54	25	23	
19	45	9	56	57	36	0	45	11	6	
53	40	6	18	26	40	30	1	54	27	
50	36	2	19	2	31	12	31	21	48	
38	18	51	56	33	16	28	33	38	4	
59	36	34	37	38	10	2	20	59	46	
26	43	28	22	12	26	33	43	10	48	
50	54	20	32	7	13	35	22	7	8	
1	39	34	14	2	26	52	48	10	18	
35	4	34	33	29	42	6	24	51	16	
8	54	22	16	46	23	44	1	6	43	
23	35	47	45	45	8	48	43	32	15	
13	19	14	11	50	2	29	33	0	9	
56	35	31	19	46	39	42	47	33	36	
15	50	48	56	26	47	34	29	9	8	
54	21	26	38	22	46	53	53	56	32	
46	18	13	36	27	57	54	33	23	2	
42	45	57	21	14	5	44	35	0	26	
28	24	21	9	27	39	33	38	52	53	
29	14	0	58	53	18	47	17	14	44	
52	27	0	53	25	3	8	24	15	45	
43	15	46	37	14	52	51	23	14	27	
26	54	50	55	38	50	29	50	48	11	
10	23	39	55	50	19	46	4	27	28	
37	44	31	27	3	41	41	56	10	29	
50	32	35	39	1	55	52	29	51	32	
33	43	33	46	51	16	8	0	17	3	
7	25	13	0	13	59	2	6	6	19	
27	34	24	46	53	30	47	54	19	39	
21	3	2	33	56	33	44	54	46	4	
10	5	28	28	46	6	40	59	51	34	
40	27	36	5	48	49	13	5	35	4	
21	57	59	48	53	24	51	20	46	40	
29	15	4	51	37	59	2	13	37	2	
51	10	49	14	28	23	18	8	30	25	
51	30	11	31	11	47	48	38	42	0	
4	22	56	36	27	15	56	24	24	21	
6	57	50	50	31	43	23	11	3	28	
29	58	41	51	5	35	55	7	39	13	
0	39	4	41	11	52	20	2	27	25	
28	31	29	39	35	6	7	39	1	53	
34	5	25	1	30	35	28	47	54	53	
31	23	19	59	53	4	19	22	43	4	
18	44	58	50	6	14	43	34	28	20	
34	30	3	58	20	4	45	26	10	27	
28	4	23	18	1	35	7	7	22	7	
35	41	11	17	21	11	51	20	25	10	
28	39	14	13	58	12	2	11	48	44	
16	42	50	42	24	31	26	35	6	59	
51	3	13	21	16	2	55	41	58	1	
57	37	45	57	49	23	20	55	4	20	
33	57	23	12	15	4	25	31	0	20	
14	11	59	17	48	0	27	12	23	17	
34	10	5	45	24	5	27	35	48	26	
26	58	45	46	21	26	23	45	31	20	
33	52	19	8	24	19	45	53	26	52	
21	58	43	7	22	9	5	27	44	33	
26	10	19	1	32	41	32	43	39	19	
42	43	19	16	14	53	44	6	47	50	
45	16	5	40	30	44	47	12	15	27	
32	30	55	22	47	44	58	52	38	4	
49	55	41	43	40	53	9	51	42	57	
19	45	58	46	35	36	42	24	29	59	
0	45	39	53	22	52	47	29	2	30	
25	27	31	9	21	10	48	54	41	29	
7	26	8	28	31	49	27	29	7	52	
39	23	6	18	38	47	55	21	59	46	
41	3	51	59	1	52	13	39	21	43	
18	15	25	45	43	21	17	18	1	28	
25	51	7	46	14	20	35	51	54	52	
50	12	7	7	34	58	29	25	53	54	
29	48	0	58	55	24	0	17	20	55	
13	11	9	14	45	5	47	29	35	5	
0	31	37	47	36	59	33	12	33	7	
14	42	29	30	16	1	37	53	49	8	
4	21	20	13	46	25	6	20	43	40	
46	14	32	35	39	47	32	37	3	21	
0	3	28	40	41	7	12	36	44	12	
53	6	44	9	40	24	4	16	5	11	
56	49	53	2	34	32	12	0	38	51	
14	34	11	57	22	49	37	45	57	52	
27	55	14	15	53	58	50	52	52	18	
19	49	47	4	6	19	43	13	58	10	
15	24	17	3	21	32	25	39	4	31	
12	37	54	44	12	11	59	28	6	33	
41	20	56	24	16	34	42	27	25	11	
