87	82	37	36	70	0	51	45	38	15	34	24	52	49	46	80	68	77	33	27	25	33	13	3	69	7	
29	57	78	65	82	61	45	47	20	71	30	71	43	52	13	32	44	6	47	54	62	17	37	77	54	47	
29	9	69	67	55	67	39	57	63	45	34	69	26	40	14	29	5	47	7	40	62	62	78	5	80	11	
18	14	9	78	5	23	48	15	36	6	33	34	23	58	58	52	1	62	7	23	77	37	79	13	85	57	
20	74	26	25	11	89	32	32	35	64	28	12	1	52	51	89	15	76	37	53	64	35	66	52	81	9	
2	62	46	17	79	77	54	46	29	59	61	48	3	46	77	76	87	40	20	85	47	40	54	1	25	70	
10	79	72	10	57	64	85	23	12	10	76	26	81	22	32	62	53	29	2	19	72	58	77	2	61	28	
8	72	48	51	36	15	62	89	85	37	56	10	62	19	27	58	43	10	24	52	33	81	23	35	28	9	
22	71	52	36	40	21	21	12	68	36	70	59	61	28	87	12	69	11	84	85	83	24	82	27	6	57	
1	36	2	25	61	7	28	80	32	42	65	11	74	86	6	87	29	88	72	62	28	28	89	49	2	87	
56	31	81	19	33	7	74	75	13	28	63	22	56	1	53	42	70	18	68	35	61	48	27	44	81	18	
4	49	12	62	8	37	66	25	74	14	21	65	14	32	0	71	49	36	7	17	74	42	14	83	24	72	
1	89	50	76	55	37	11	57	34	27	4	62	85	39	5	44	43	30	28	22	30	18	58	6	60	39	
32	19	61	7	8	9	53	52	42	72	8	47	38	89	60	4	27	8	82	82	74	11	57	45	2	19	
87	32	53	15	72	41	15	50	26	82	9	35	30	5	24	62	7	76	28	38	22	7	70	30	74	11	
22	7	5	77	39	33	70	24	18	83	86	59	42	55	61	41	55	29	5	88	22	14	0	73	65	79	
47	71	27	20	65	45	69	22	14	10	13	13	53	38	37	17	23	32	51	18	44	85	22	69	23	32	
86	59	34	38	61	67	31	1	4	74	38	40	42	22	16	5	70	3	33	39	87	72	8	23	44	3	
0	39	45	36	67	25	44	59	77	48	54	52	63	23	68	57	11	9	14	1	20	48	85	25	16	23	
49	8	74	34	52	34	39	22	21	5	12	67	65	74	41	86	52	0	67	18	73	41	87	84	39	76	
7	45	7	61	8	23	77	52	22	66	76	18	52	9	23	16	16	52	28	21	20	6	67	14	8	36	
85	40	20	13	52	59	26	42	62	6	55	33	29	9	9	55	86	67	48	83	9	74	64	30	43	56	
76	35	54	75	13	53	55	6	73	85	25	44	3	40	76	23	47	75	10	9	36	72	76	72	73	56	
53	86	10	44	73	73	63	48	27	88	67	30	4	79	46	11	19	20	36	15	20	53	0	18	15	23	
43	49	67	37	59	89	76	75	47	44	42	39	47	0	55	20	55	49	74	80	23	39	51	50	60	83	
84	54	70	60	86	20	73	57	7	58	18	83	79	57	72	24	82	86	10	74	43	31	50	75	71	26	
28	86	75	77	14	56	5	7	35	54	30	1	24	83	50	24	38	54	61	75	82	28	14	60	36	83	
23	0	19	17	58	25	79	85	61	3	83	42	63	35	36	46	68	64	67	37	11	1	27	81	70	54	
47	48	74	26	6	56	78	30	79	2	25	29	88	27	66	58	22	48	50	56	23	54	26	29	18	53	
81	43	17	72	52	30	38	69	85	88	34	39	4	3	37	25	44	74	35	29	67	76	85	55	69	72	
75	85	6	58	0	64	12	80	78	47	80	68	4	17	58	60	33	53	73	42	16	78	0	22	74	26	
40	48	78	5	25	62	4	45	49	32	74	6	84	76	82	10	38	33	44	28	32	17	31	33	57	28	
5	32	60	0	24	48	40	74	18	13	80	38	88	53	52	69	71	35	11	84	6	17	27	10	7	72	
58	9	21	33	34	25	8	23	28	40	79	50	85	85	84	40	32	64	36	67	49	17	8	43	8	79	
89	85	66	53	2	81	33	30	1	62	0	14	78	89	64	6	36	13	28	83	21	48	50	86	44	36	
61	69	18	6	58	77	41	72	45	62	14	16	15	69	6	20	56	58	17	64	35	39	31	2	24	13	
9	42	46	68	52	85	58	8	72	6	79	70	15	1	49	78	84	87	24	69	53	81	17	41	50	25	
39	43	44	26	41	88	33	67	13	61	62	64	59	23	11	53	49	28	49	5	34	72	45	54	44	79	
26	62	64	60	33	50	81	82	64	53	57	82	10	89	25	47	69	10	41	65	58	34	83	39	14	61	
59	85	40	61	21	70	78	54	85	74	33	88	69	83	41	60	11	52	87	54	36	2	20	60	56	40	
66	45	32	62	36	80	87	46	32	66	45	17	74	63	20	17	53	2	33	21	54	86	38	75	18	82	
5	65	77	31	6	61	80	64	62	54	80	56	20	31	68	39	44	33	40	17	46	30	54	51	72	61	
62	88	64	30	83	33	62	79	24	80	24	47	86	48	3	70	50	2	0	1	37	20	35	25	12	76	
51	66	22	24	7	51	51	51	64	35	23	80	42	34	89	24	1	82	89	88	9	70	12	11	62	15	
31	44	54	29	11	25	18	71	23	89	74	28	1	5	19	57	15	47	60	13	64	38	3	64	31	88	
45	64	6	58	39	11	25	83	33	65	76	87	64	20	24	55	35	75	40	27	31	35	66	0	51	79	
30	30	67	20	51	61	36	68	0	2	51	64	3	39	51	13	63	62	15	88	82	46	35	12	30	16	
52	57	3	7	10	35	8	45	67	46	19	43	84	55	80	54	85	73	28	47	88	89	36	4	48	70	
23	54	14	76	83	79	75	56	17	45	88	81	84	84	2	28	16	38	35	18	2	76	41	48	72	29	
20	48	27	81	87	1	31	69	32	76	41	41	47	47	3	68	9	69	47	47	21	10	88	81	84	42	
54	57	54	84	40	56	26	20	37	46	15	87	15	44	54	49	60	30	22	40	67	23	83	55	84	85	
52	41	67	24	87	27	82	20	63	70	71	0	9	69	80	88	32	42	84	21	69	21	40	49	55	30	
59	55	42	88	63	50	44	38	34	5	82	27	68	83	60	34	10	63	34	44	55	63	49	85	33	16	
5	88	42	59	84	36	46	25	2	86	25	74	39	80	85	24	80	60	61	66	50	53	86	71	80	1	
82	29	37	17	32	47	88	82	38	25	24	0	68	70	73	45	20	69	15	19	6	3	46	36	55	66	
51	20	16	15	23	27	32	57	48	5	28	24	49	22	13	70	4	1	38	84	29	18	78	17	70	50	
5	86	88	0	5	77	89	87	11	67	87	66	71	43	25	81	69	38	15	25	73	77	58	76	36	16	
61	33	33	57	8	54	44	21	22	47	13	56	47	87	34	38	36	14	89	84	18	68	20	87	9	8	
71	43	6	45	43	66	73	56	17	77	85	4	34	13	11	36	60	24	28	25	16	64	4	62	20	41	
19	83	63	43	34	77	77	32	31	13	83	8	17	39	10	80	72	78	29	0	86	47	64	87	59	71	
6	15	64	20	44	34	35	32	39	18	25	71	83	13	72	23	37	34	0	19	42	31	30	54	87	54	
43	78	38	84	82	80	53	12	86	82	71	34	57	66	11	20	40	89	48	21	11	78	40	57	9	51	
51	75	58	36	7	87	44	7	15	9	7	27	83	7	78	64	13	4	78	14	42	69	27	47	8	18	
43	19	63	29	20	44	25	43	20	84	50	60	54	81	89	12	3	87	11	70	77	4	6	75	34	23	
21	35	36	39	38	35	66	48	31	58	75	66	22	71	22	33	67	71	31	65	70	51	37	51	51	61	
24	63	78	30	51	77	5	39	83	17	80	34	47	27	67	58	52	46	24	10	32	58	44	22	37	18	
78	10	2	33	20	14	19	64	77	32	84	77	17	17	44	27	40	73	37	71	22	17	70	49	29	21	
9	59	38	71	21	12	53	8	54	81	52	1	44	48	5	34	18	18	52	13	27	50	78	78	30	3	
7	54	58	23	81	45	28	87	6	74	10	33	41	83	51	52	32	64	46	59	69	2	38	46	27	22	
37	4	74	71	59	36	79	19	0	16	84	61	10	6	67	12	26	43	58	82	48	59	47	82	43	43	
81	75	82	62	15	33	80	68	11	37	26	66	47	71	84	41	71	81	50	21	21	82	7	63	41	26	
27	67	68	7	27	84	10	40	56	15	15	30	16	16	31	10	39	54	86	27	5	25	52	4	62	69	
12	80	37	9	77	2	5	81	19	27	51	62	82	29	27	9	41	50	36	76	25	77	10	75	36	62	
49	13	48	42	44	83	87	55	17	37	74	53	31	45	58	55	12	51	0	3	32	37	68	19	29	89	
23	1	53	17	40	25	72	16	22	19	0	52	71	54	14	16	71	1	27	51	88	12	26	39	28	82	
39	64	84	76	43	7	41	83	72	23	32	78	40	85	46	37	19	18	15	45	46	60	13	69	10	50	
78	72	21	75	30	26	50	74	8	11	10	60	76	60	50	88	75	58	51	5	25	82	14	67	84	25	
