59	58	11	17	0	52	11	40	43	35	31	48	35	7	26	19	1	0	31	16	44	44	3	16	43	57	56	53	2	29	4	4	28	26	46	33	35	14	47	37	44	16	26	52	37	50	12	33	14	52	
34	51	20	5	13	53	2	36	28	54	14	13	26	52	27	55	59	12	4	27	21	27	10	55	36	23	56	48	26	40	7	46	49	2	25	51	35	21	59	14	1	29	23	27	53	36	56	55	9	24	
9	6	25	34	34	42	4	33	6	6	12	9	38	41	32	57	15	29	22	32	33	16	30	56	19	54	18	19	52	15	58	7	53	0	19	13	47	6	32	15	16	44	48	52	45	11	19	57	41	15	
13	5	52	48	21	17	1	34	31	30	3	3	20	24	48	40	8	9	38	47	14	4	18	4	48	24	20	26	41	48	13	6	44	9	41	31	12	34	33	48	34	4	4	23	32	28	26	54	23	50	
58	54	7	56	21	8	55	22	0	16	20	12	58	5	40	11	56	1	39	37	31	59	23	19	56	11	21	17	51	31	28	3	33	49	26	31	7	48	1	53	32	19	46	20	24	52	35	24	0	34	
16	14	14	0	4	25	30	19	33	36	15	30	51	29	55	0	21	41	5	15	35	55	1	48	59	36	15	36	28	0	46	46	13	47	32	38	19	18	22	2	58	50	6	4	13	20	45	25	14	6	
0	33	40	1	38	40	5	5	35	24	44	50	57	33	4	1	48	30	23	47	38	6	49	14	48	36	13	27	35	51	10	59	46	27	0	30	56	9	14	1	28	5	29	36	30	50	3	5	18	39	
28	20	35	46	10	4	1	30	59	27	16	22	25	6	25	12	28	52	31	8	44	37	23	58	21	7	48	35	30	53	14	57	55	33	40	41	36	32	5	3	0	39	56	13	31	49	7	21	10	24	
14	8	41	50	18	32	3	18	28	46	3	31	12	29	27	13	34	36	9	10	36	46	35	53	28	42	59	43	42	12	36	54	58	3	53	31	34	14	56	15	37	1	44	38	24	18	40	21	36	56	
31	47	59	52	20	2	0	19	10	44	16	32	54	53	2	4	22	20	31	48	42	10	4	26	46	31	46	57	2	52	8	55	19	1	36	56	27	57	35	17	12	56	11	27	54	50	42	31	26	49	
1	35	52	45	37	6	21	20	30	48	58	55	14	10	24	22	8	46	21	20	46	8	17	28	34	33	22	44	39	35	46	51	49	22	14	54	22	1	53	50	1	30	31	2	23	49	52	5	23	59	
45	32	44	32	1	46	20	10	1	20	25	29	54	28	41	33	37	29	10	7	9	18	33	9	5	45	34	0	57	6	46	15	15	17	25	49	27	28	3	27	8	58	23	26	54	58	10	5	32	44	
27	8	6	51	7	5	1	59	24	26	32	41	15	32	0	10	47	39	4	17	6	40	34	1	38	12	25	44	25	38	15	37	37	56	16	49	19	18	58	1	45	25	9	39	19	4	30	24	15	26	
36	21	8	31	15	31	17	24	28	50	36	54	30	4	53	35	31	32	10	13	24	54	44	12	0	42	59	39	28	18	0	42	11	48	35	11	59	41	13	26	3	52	12	24	6	27	11	4	31	28	
30	10	12	47	38	34	4	8	25	8	31	25	16	46	32	3	46	13	46	6	26	34	26	34	30	25	54	36	50	5	59	22	28	40	12	32	2	20	14	4	35	51	57	33	43	16	32	56	29	27	
9	56	50	20	13	36	20	55	39	23	3	0	40	52	17	7	10	28	24	55	14	2	31	53	45	57	6	22	31	53	4	57	31	32	44	40	43	19	40	30	35	46	33	11	30	20	3	19	42	8	
30	17	56	30	31	5	19	26	48	29	45	49	55	18	33	37	30	45	13	34	0	48	48	6	17	0	25	49	15	37	30	56	9	19	59	44	9	55	39	52	26	58	18	8	2	38	14	52	48	17	
7	13	14	44	41	2	2	24	0	11	6	21	52	43	56	41	25	17	31	4	34	51	0	43	5	58	41	37	30	9	3	30	33	44	9	3	31	0	33	19	33	58	42	6	31	34	52	23	8	0	
35	7	27	46	13	17	7	15	8	56	21	31	59	58	46	35	8	11	24	17	37	5	22	11	37	0	55	1	32	17	57	0	3	45	14	49	17	36	12	48	27	51	19	7	15	19	15	26	9	56	
2	57	31	26	35	20	57	52	9	47	49	7	55	35	6	17	4	54	2	43	4	59	14	57	49	29	48	46	36	18	35	56	13	51	10	42	58	31	24	53	8	1	38	44	8	16	28	44	0	7	
53	44	30	58	45	58	2	24	21	55	1	42	25	10	55	12	23	25	13	59	53	51	4	3	33	26	10	20	48	37	50	16	40	38	24	40	40	47	31	45	58	14	46	5	41	15	26	39	53	46	
