6	55	12	55	15	20	15	47	48	21	37	42	14	7	23	3	12	39	47	59	40	51	4	4	55	42	47	55	27	41	
27	23	24	58	4	44	35	39	30	11	4	23	10	29	46	17	53	57	19	42	37	12	42	38	10	52	1	59	33	45	
54	6	46	1	26	42	3	58	4	55	33	37	53	52	27	54	48	6	49	47	57	45	28	36	23	32	43	53	50	0	
39	54	41	43	12	52	25	36	55	8	39	27	0	46	31	11	37	52	20	59	14	29	6	11	29	33	28	24	17	59	
27	23	6	26	12	38	21	5	32	12	10	26	50	44	51	54	7	42	12	51	15	58	16	15	17	58	15	16	55	55	
47	10	0	23	41	9	22	10	41	44	32	10	49	56	23	1	11	8	41	8	15	51	35	43	48	0	10	24	47	54	
29	55	54	33	27	7	47	44	53	48	32	8	56	46	12	34	20	31	47	33	32	4	12	41	33	4	44	48	26	59	
50	18	39	51	36	56	55	49	27	57	4	54	27	50	25	32	6	24	35	57	28	13	8	0	57	55	14	24	6	17	
53	25	30	16	15	32	40	9	26	43	18	30	11	24	45	38	15	8	16	51	30	3	4	7	27	42	39	11	44	16	
50	9	42	47	31	0	31	24	10	46	4	27	0	50	18	56	19	52	53	34	51	38	15	34	33	52	18	27	33	8	
5	58	10	17	30	25	35	43	13	55	38	32	18	7	20	5	5	21	52	19	7	49	40	29	44	37	42	8	4	8	
25	42	31	22	44	28	12	43	48	47	31	20	9	54	24	24	24	47	12	16	52	15	54	27	50	4	27	13	12	34	
50	3	5	57	32	19	19	35	1	49	51	2	16	35	58	57	29	6	14	44	43	3	39	18	26	46	44	3	26	1	
29	3	39	25	26	30	30	21	59	42	32	19	56	22	19	53	33	49	45	53	7	53	50	2	13	14	22	11	13	46	
39	25	11	26	29	26	44	11	51	0	53	56	30	29	43	53	10	5	47	29	25	13	42	4	49	8	39	55	22	10	
34	54	13	46	22	13	32	5	46	38	45	46	48	34	15	35	39	11	16	12	27	42	53	38	37	27	48	57	56	31	
31	8	27	26	44	12	36	37	9	20	58	14	38	0	8	4	5	48	5	50	41	5	5	28	40	23	58	9	7	21	
21	28	49	31	7	57	15	25	59	57	3	50	46	59	44	12	18	5	11	10	13	35	44	28	26	58	35	58	34	18	
26	42	24	30	39	47	0	9	28	27	30	23	23	2	19	45	17	41	29	50	39	15	31	55	43	50	20	49	57	45	
57	14	33	17	27	51	10	34	4	54	26	54	53	12	41	13	53	24	4	56	45	55	13	52	27	44	25	10	45	33	
43	46	11	54	13	12	26	8	13	39	28	6	13	33	9	31	16	12	43	49	17	4	6	19	2	45	48	4	10	20	
25	21	24	31	59	12	48	46	15	56	17	50	43	34	21	28	1	14	0	57	14	3	7	25	5	35	54	6	39	18	
10	5	34	6	13	49	46	6	35	44	32	25	21	54	27	27	22	59	37	26	10	1	38	9	24	36	21	50	16	43	
16	51	17	49	58	16	41	24	36	27	39	5	20	16	38	17	34	36	28	20	10	38	10	32	15	49	3	37	10	30	
57	20	30	9	27	46	48	18	45	12	29	19	54	34	43	17	20	49	41	5	34	8	35	36	39	34	21	30	40	46	
48	0	56	25	35	14	44	35	1	21	24	45	16	10	37	33	10	11	54	27	28	50	7	21	28	9	46	51	3	41	
3	57	32	43	45	18	45	56	44	9	20	41	19	15	23	48	17	17	8	23	40	31	31	47	56	54	21	16	42	51	
43	0	4	6	1	49	54	10	13	17	47	58	49	45	30	9	40	26	44	23	13	52	35	29	45	0	18	44	23	38	
0	53	38	33	7	52	44	15	12	51	59	16	25	38	32	34	36	9	35	59	48	58	34	4	30	5	43	50	25	50	
13	43	39	39	11	14	24	31	7	37	14	47	58	9	14	35	29	32	41	14	38	14	35	3	49	17	3	35	21	28	
33	5	47	14	32	51	49	41	19	28	56	46	13	20	52	48	46	32	13	50	10	43	48	33	43	24	12	35	47	23	
31	46	30	55	5	12	34	59	55	1	32	54	10	15	24	44	51	42	1	46	55	9	47	9	0	19	2	40	59	23	
16	29	20	32	16	27	36	29	10	9	58	26	39	14	46	51	53	20	16	21	7	31	36	28	47	37	11	1	38	48	
36	13	18	0	22	14	51	7	15	40	3	14	18	41	52	11	43	51	16	44	31	23	37	51	23	44	15	57	16	9	
5	47	53	49	40	14	47	12	0	11	59	22	38	50	15	28	47	17	9	31	2	40	51	43	41	45	20	53	58	54	
57	37	5	54	29	22	3	49	16	11	21	15	34	31	43	17	28	29	16	9	52	39	46	20	29	41	32	21	43	23	
25	40	48	7	33	16	13	12	42	22	8	53	43	4	6	54	37	51	14	31	39	50	5	14	53	32	33	45	11	24	
52	5	55	55	50	21	49	1	52	33	22	46	57	12	55	14	38	56	44	20	21	6	33	45	2	0	19	43	19	4	
