9	2	12	10	16	9	18	1	9	13	
10	3	11	13	1	1	10	7	10	11	
6	1	10	9	14	13	14	10	4	3	
9	10	1	11	9	5	10	4	15	9	
19	12	7	2	5	9	18	6	7	19	
3	0	2	19	18	1	8	14	16	1	
19	16	13	0	4	0	3	11	12	1	
10	14	19	3	6	12	11	16	2	4	
12	18	12	10	18	17	6	12	1	1	
10	10	17	10	13	15	13	2	7	14	
17	13	16	4	8	11	13	17	9	10	
17	11	10	2	17	8	0	12	18	17	
6	3	14	9	8	6	0	9	17	6	
10	4	4	16	12	6	4	8	6	9	
3	16	11	17	17	9	17	19	14	3	
19	13	14	16	14	4	18	4	7	6	
11	3	5	3	11	0	15	16	16	2	
6	16	9	10	12	12	4	1	18	9	
14	6	16	19	10	16	2	17	5	10	
0	12	8	12	15	13	1	8	7	12	
11	1	12	3	3	7	1	0	7	3	
6	3	11	10	5	0	5	3	12	18	
7	2	18	5	11	17	18	10	9	13	
2	4	9	0	18	13	1	15	13	7	
8	15	2	10	13	14	7	4	9	8	
14	5	11	0	9	13	9	17	0	4	
1	1	19	4	3	9	14	6	19	15	
13	7	4	13	1	17	11	7	9	11	
14	5	6	17	4	7	13	14	18	2	
11	8	0	11	7	2	17	19	5	18	
6	18	19	16	17	1	16	16	11	8	
3	0	1	16	6	6	16	19	3	6	
9	2	19	19	18	8	13	8	18	17	
19	9	8	8	13	4	11	11	12	3	
0	6	5	4	18	3	6	17	18	5	
6	13	10	14	6	8	2	15	17	18	
11	4	16	4	14	18	3	1	1	3	
19	14	6	11	0	10	4	0	0	4	
13	16	3	8	18	2	6	6	6	9	
7	6	3	1	7	5	12	19	7	19	
4	8	17	14	13	2	11	11	11	4	
2	17	11	8	8	15	1	10	8	7	
9	9	0	14	11	10	1	2	15	0	
7	19	0	16	4	6	5	8	2	11	
8	12	5	11	11	2	11	2	18	14	
12	11	7	15	3	10	3	4	6	2	
13	8	10	1	15	13	10	5	10	7	
14	6	7	14	9	10	5	1	11	8	
9	18	6	16	12	4	0	12	17	15	
2	17	3	16	12	1	12	1	8	9	
0	11	9	15	7	10	18	18	9	6	
1	6	3	18	9	16	0	7	15	18	
12	19	8	15	18	19	14	14	9	14	
18	9	19	7	1	15	5	10	19	11	
3	12	12	16	12	10	11	5	11	1	
13	12	2	0	14	0	12	1	11	5	
18	1	0	6	19	15	10	1	16	13	
9	13	10	0	16	17	15	5	6	1	
17	13	17	7	11	1	14	9	10	7	
3	6	12	10	5	2	4	4	14	2	
13	11	16	1	12	13	17	18	9	13	
14	11	14	15	7	11	0	0	1	8	
13	12	19	12	19	5	18	3	10	5	
7	10	11	19	12	6	0	19	16	14	
13	12	5	3	6	16	16	16	13	19	
14	7	11	0	17	8	18	6	19	7	
1	10	1	8	3	7	0	15	10	11	
0	18	4	16	17	5	14	7	15	9	
5	0	15	13	2	0	3	13	5	17	
8	16	5	0	18	17	12	13	2	10	
11	8	17	18	6	11	19	14	4	17	
8	19	0	5	14	2	13	0	1	16	
17	13	12	13	18	3	4	5	3	18	
4	7	5	6	11	10	9	10	7	17	
9	9	3	18	4	11	4	2	7	14	
13	17	2	0	13	10	9	13	2	3	
15	19	19	16	5	14	11	17	12	13	
5	9	9	11	13	17	10	7	1	2	
2	9	17	16	3	4	9	12	4	5	
4	16	9	10	18	7	15	8	0	0	
9	8	8	0	1	16	1	5	0	7	
16	16	8	14	8	4	1	11	13	5	
8	0	15	0	17	4	11	2	7	18	
10	10	16	11	14	9	11	3	11	9	
6	8	2	2	19	7	7	10	15	11	
4	7	9	8	10	14	6	9	4	15	
5	3	10	16	2	10	1	9	0	5	
16	14	11	13	8	3	2	8	9	1	
6	17	16	17	4	8	13	15	12	16	
18	13	13	12	19	2	19	8	6	6	
5	9	18	0	16	12	15	11	5	15	
14	18	13	5	19	7	11	5	12	11	
12	15	13	12	4	15	1	12	10	7	
0	17	16	0	16	3	5	12	14	14	
3	7	14	1	5	11	6	17	0	6	
16	9	10	1	0	12	4	16	5	5	
3	13	0	3	2	12	19	14	4	0	
8	5	2	5	13	5	13	19	5	19	
17	4	4	14	13	9	9	18	6	1	
9	17	3	12	11	19	4	4	13	13	
