95	94	41	9	43	64	92	14	97	47	72	82	88	41	64	6	7	74	13	43	82	70	78	27	60	18	91	21	95	35	73	26	82	56	85	89	8	3	97	34	25	7	54	6	90	69	61	59	8	30	
51	40	58	5	40	57	32	62	27	97	92	70	28	59	59	6	51	71	8	43	33	38	74	40	46	22	96	45	2	2	82	55	42	49	48	16	98	17	90	61	72	18	63	59	60	84	38	71	83	75	
48	14	63	3	33	74	93	21	30	83	2	98	88	90	32	6	86	92	0	43	33	78	50	88	96	85	29	1	60	69	37	26	82	28	3	56	17	13	46	84	87	58	77	15	15	63	54	83	93	44	
63	93	77	95	52	3	56	20	39	25	25	54	0	27	28	24	61	59	15	64	95	9	41	75	48	31	94	54	64	72	38	61	78	65	55	15	71	56	25	25	51	96	68	64	53	9	88	94	74	5	
50	33	58	37	95	48	25	32	86	35	69	65	55	26	33	87	15	65	52	33	48	31	56	52	41	21	72	58	88	95	57	29	28	18	44	13	41	57	31	11	54	29	99	63	90	67	9	96	88	14	
64	64	50	55	98	91	10	18	57	38	54	90	2	73	77	40	49	64	19	1	7	15	11	26	56	61	85	73	17	12	19	11	82	44	93	28	38	94	24	95	31	75	40	39	30	66	10	4	32	38	
77	44	11	61	53	53	53	31	74	75	85	71	99	22	61	97	43	82	59	72	58	84	68	74	84	7	47	27	63	64	23	15	83	2	86	29	63	93	49	33	51	30	81	48	17	96	88	3	46	30	
29	86	97	9	90	84	40	82	52	53	43	45	60	7	89	68	20	14	9	0	18	3	26	85	78	84	72	37	0	83	68	51	12	56	84	26	46	64	71	38	2	64	18	23	16	83	99	94	54	1	
53	0	38	81	50	48	3	19	89	85	41	91	11	98	69	45	77	71	15	94	72	89	27	47	69	78	43	62	81	27	42	10	60	30	6	80	99	68	88	8	7	76	94	1	25	82	51	26	76	72	
79	82	53	75	97	31	68	81	12	3	99	91	86	52	68	22	98	15	60	40	6	4	23	41	81	20	52	32	54	83	38	96	28	8	1	67	47	60	78	6	80	44	65	63	70	12	61	80	97	1	
35	81	44	30	89	50	92	48	18	94	63	31	66	61	31	37	56	89	50	89	40	67	79	52	31	66	53	46	38	40	97	4	91	34	30	55	40	37	24	33	58	3	40	43	13	53	56	47	69	94	
0	75	9	82	97	20	97	92	27	37	52	14	92	88	16	36	76	59	8	64	32	55	31	28	67	63	15	33	66	92	14	53	40	6	34	1	94	62	56	78	80	42	38	62	15	99	9	65	99	66	
70	77	70	11	79	64	28	54	23	57	58	67	34	3	50	9	54	90	33	32	50	63	80	33	69	99	45	22	44	16	42	63	46	5	28	79	69	80	38	77	69	57	12	56	97	3	43	53	70	99	
11	56	72	40	96	21	32	31	76	90	64	34	17	71	55	80	55	41	73	70	36	35	42	53	60	59	87	5	34	42	85	97	4	12	79	0	3	39	48	84	46	58	21	85	69	61	37	22	39	60	
54	61	1	86	26	77	6	16	48	82	19	23	80	8	16	79	89	72	26	58	60	95	32	62	39	89	1	86	94	79	68	96	62	62	74	24	20	77	89	36	64	69	94	17	43	20	27	1	59	95	
59	0	61	5	62	34	14	85	65	42	71	43	93	69	0	0	37	65	9	25	47	6	43	15	84	96	96	1	8	7	74	89	44	31	95	72	72	74	42	57	61	92	75	74	31	36	52	60	29	50	
64	60	38	17	45	39	68	87	74	42	96	79	36	19	84	31	37	77	57	14	43	2	26	26	75	76	22	95	26	29	6	71	6	44	2	19	2	1	18	79	99	33	47	15	55	92	8	65	59	96	
42	79	97	43	7	41	46	60	50	0	14	11	13	48	34	35	85	84	34	86	43	43	51	56	36	18	89	52	3	73	74	77	63	16	37	48	28	4	97	48	11	30	56	63	81	16	29	79	93	2	
65	45	10	61	92	61	37	52	40	16	85	55	6	72	16	57	1	94	49	17	71	10	60	41	84	24	90	60	6	90	76	38	84	95	59	82	39	14	64	89	46	4	70	30	90	24	61	26	90	13	
11	28	62	35	14	17	14	58	77	63	66	17	27	33	41	79	86	69	78	20	66	29	89	2	51	7	63	79	97	79	92	19	85	67	26	16	49	98	18	90	76	6	84	64	17	86	53	93	56	68	
85	84	99	36	79	25	86	37	64	19	85	64	43	51	39	84	80	31	76	17	93	68	77	77	77	3	49	53	0	22	92	92	95	72	14	79	70	18	54	69	38	54	13	78	32	82	22	35	27	9	
41	45	13	86	60	28	93	78	86	22	59	69	42	17	65	81	57	61	97	55	4	87	48	10	28	7	65	14	65	38	28	42	22	25	75	71	91	46	63	9	9	61	48	75	39	74	82	6	6	18	
