52	27	17	13	17	9	13	2	18	18	12	45	58	55	43	59	23	31	55	51	1	54	49	46	
54	3	15	59	51	7	48	53	51	27	28	15	4	36	57	4	55	47	26	20	22	1	41	35	
18	29	1	49	48	54	31	46	48	27	58	53	40	52	49	32	59	51	19	51	57	29	54	26	
40	20	22	49	29	54	50	3	9	36	2	27	32	56	4	36	35	25	36	38	42	50	55	6	
9	18	23	55	12	19	52	56	50	52	56	4	23	18	54	40	23	27	34	23	3	39	24	11	
23	29	27	12	5	36	8	43	16	59	51	41	21	14	52	42	48	25	16	29	16	55	59	22	
4	52	32	27	19	8	8	16	35	59	52	21	21	38	43	50	49	48	17	28	48	23	5	55	
56	45	37	12	9	0	51	28	9	13	18	46	42	53	19	42	39	30	6	3	7	53	45	5	
39	15	47	32	5	37	27	8	46	1	48	46	8	54	37	11	26	0	2	56	6	49	21	58	
28	4	48	9	45	1	44	57	19	6	54	13	52	57	15	40	31	13	53	37	18	35	2	30	
54	3	41	9	5	49	3	32	54	0	9	56	12	24	27	37	44	19	26	31	5	54	23	8	
46	49	32	27	23	35	40	39	2	55	23	22	1	20	0	20	48	57	54	30	28	41	18	7	
27	31	39	11	13	24	45	24	0	33	52	19	28	1	9	23	33	24	51	57	25	47	16	1	
47	29	19	28	18	57	26	35	0	38	40	32	30	28	13	36	21	33	55	1	43	25	53	5	
48	22	43	32	16	5	56	16	2	6	36	23	44	18	30	7	14	36	35	13	17	41	49	15	
8	29	3	25	5	43	6	35	6	25	49	22	24	26	22	16	58	57	36	34	39	19	22	29	
9	45	30	12	6	31	3	22	45	57	52	48	11	49	50	10	24	53	22	43	44	27	12	22	
2	54	4	45	0	9	34	37	18	0	37	49	37	51	22	12	17	24	0	52	59	20	48	9	
1	21	57	3	56	43	10	54	55	9	52	12	41	51	15	37	49	55	26	14	39	1	7	38	
52	32	33	39	58	50	16	33	10	15	16	51	51	11	26	47	40	26	48	19	0	6	48	27	
13	56	59	44	30	24	13	44	53	15	37	28	53	18	27	22	6	46	25	53	15	6	58	2	
2	53	32	3	27	9	50	51	3	25	37	8	51	52	12	21	28	2	54	55	58	53	44	16	
46	37	21	35	3	24	21	7	8	42	55	26	48	56	11	54	10	28	32	9	39	41	44	18	
7	26	44	40	47	18	39	6	30	1	32	56	3	6	56	50	31	36	50	22	13	0	9	20	
