28	14	24	19	10	21	25	23	16	17	15	13	
11	24	29	27	8	17	12	23	13	2	20	6	
5	12	18	10	12	1	27	3	15	26	6	11	
10	1	5	16	24	12	5	9	29	11	6	14	
10	10	21	21	12	19	16	4	26	8	15	17	
6	5	5	14	6	7	28	8	26	1	7	10	
22	24	13	21	17	20	16	20	5	7	3	29	
21	19	16	22	27	5	28	13	14	3	14	22	
9	28	13	27	29	2	17	11	5	22	17	17	
25	28	8	20	4	6	6	17	4	2	17	8	
14	19	26	20	2	7	18	4	1	10	9	17	
5	21	25	17	14	29	23	15	3	10	14	13	
4	15	16	17	27	27	26	2	28	27	12	28	
4	6	13	17	23	10	8	4	7	15	23	25	
25	9	2	23	17	1	8	17	12	9	17	0	
12	17	3	13	14	18	18	9	6	29	12	9	
16	6	15	16	22	15	7	0	8	23	22	20	
29	18	5	13	20	0	18	16	9	9	11	11	
1	6	22	6	19	25	8	13	29	17	12	11	
6	11	18	15	26	1	21	10	10	9	10	12	
23	2	6	28	24	28	18	8	17	15	23	20	
8	13	7	10	5	1	29	11	25	26	13	26	
24	20	8	27	29	19	4	0	22	5	3	28	
29	28	1	22	27	7	11	23	25	25	7	19	
15	10	15	13	0	19	22	0	18	10	4	26	
6	5	7	4	28	9	17	22	4	6	4	29	
10	24	10	28	11	20	6	4	22	8	9	14	
10	12	27	26	24	2	25	25	14	3	11	27	
1	18	29	3	1	8	9	5	13	21	22	18	
29	17	4	18	19	18	10	9	27	23	10	0	
3	15	9	20	6	24	5	7	18	19	1	23	
12	16	28	24	18	12	21	16	5	1	1	2	
16	12	5	20	17	9	15	25	26	13	15	24	
18	20	0	19	29	14	17	10	23	26	24	10	
9	25	3	12	10	29	14	6	0	16	22	9	
14	2	16	26	6	12	11	7	21	25	17	18	
1	19	2	22	4	28	16	19	1	2	25	20	
0	5	28	25	29	28	3	0	21	3	24	21	
17	29	8	3	9	10	20	2	3	14	19	15	
6	29	1	8	29	12	17	26	13	2	29	20	
6	8	0	22	5	29	23	15	8	21	17	15	
2	22	27	6	10	1	14	4	19	27	0	6	
12	21	3	1	15	28	3	21	9	13	23	20	
24	0	10	1	21	16	9	5	24	29	19	13	
5	15	17	20	22	5	15	27	21	23	11	20	
27	15	19	7	17	9	5	11	17	27	16	22	
13	17	19	17	21	14	6	23	28	2	1	22	
17	14	7	26	4	22	14	8	29	29	6	19	
12	26	10	17	22	7	1	24	22	2	28	18	
1	18	9	17	17	20	25	16	17	22	18	7	
23	2	13	5	26	12	13	7	23	4	22	26	
1	23	6	25	29	26	29	26	24	28	29	22	
9	17	23	0	12	18	25	19	13	0	0	26	
24	5	14	14	22	13	22	2	26	14	25	7	
19	27	1	17	18	19	16	16	18	29	1	0	
18	12	21	23	19	25	12	24	13	28	5	27	
0	21	3	2	5	21	14	5	13	10	19	18	
13	28	15	8	8	16	12	15	3	6	26	21	
24	23	1	9	10	22	23	27	0	24	23	24	
20	5	13	7	16	26	7	27	5	23	26	7	
0	17	16	10	3	6	21	12	22	23	3	23	
17	20	1	14	15	27	10	28	19	8	0	9	
17	9	14	20	4	5	20	13	2	2	19	4	
18	18	24	7	16	28	7	14	25	28	23	19	
18	26	27	27	20	3	27	16	3	15	19	9	
12	17	6	7	29	5	6	17	14	9	12	25	
20	4	13	6	16	21	14	5	20	15	26	19	
19	9	2	27	11	29	3	28	23	28	6	0	
11	28	10	11	3	23	14	17	12	8	24	10	
26	27	4	24	26	25	5	8	14	18	17	21	
8	3	4	10	29	9	8	15	8	5	15	14	
11	27	11	19	19	26	21	14	23	20	5	11	
22	13	5	26	29	27	12	25	4	7	28	2	
27	23	27	13	1	17	23	29	6	22	12	11	
27	13	8	29	8	8	23	16	9	7	15	26	
0	10	18	29	15	13	13	22	25	10	12	6	
24	24	16	4	28	5	7	18	18	12	5	15	
11	7	6	26	7	4	3	2	9	26	1	17	
26	5	25	4	12	17	11	10	7	14	7	9	
20	23	22	6	15	24	18	28	25	22	14	20	
9	2	9	22	26	3	22	14	13	3	13	20	
17	11	23	12	17	25	21	5	7	4	17	15	
19	5	16	17	27	11	26	18	25	20	20	27	
10	15	22	21	10	11	11	0	0	16	26	3	
3	5	22	18	3	17	15	27	1	6	7	18	
23	27	5	6	24	4	14	21	3	5	11	3	
24	28	28	5	4	6	4	0	24	21	0	26	
5	25	2	1	20	19	1	27	28	13	28	25	
22	23	18	29	6	27	21	7	13	26	24	22	
16	8	5	24	23	27	26	12	7	1	25	26	
16	18	26	26	13	20	13	27	4	22	22	25	
24	12	9	11	8	9	9	3	26	4	1	1	
0	27	7	2	29	2	28	11	19	5	14	14	
20	21	14	28	10	23	18	9	19	12	26	24	
10	4	12	0	4	17	6	7	8	1	5	10	
27	12	16	6	4	12	23	9	15	26	8	23	
27	18	1	25	28	23	6	19	24	21	29	5	
6	16	0	5	19	7	12	13	12	18	18	28	
25	2	14	5	0	0	21	7	0	22	22	13	
4	0	6	4	19	27	5	24	22	21	21	15	
