28	33	59	10	34	39	26	42	48	13	44	70	51	55	73	15	9	23	5	77	66	20	51	23	16	26	72	66	13	45	41	4	59	11	22	4	6	78	0	0	6	42	5	9	49	25	
61	31	77	48	29	21	19	62	40	33	79	33	21	66	68	20	44	62	60	41	58	23	45	15	37	10	8	0	57	52	58	42	0	32	21	56	16	1	9	44	46	25	28	75	0	68	
9	53	32	52	20	63	61	73	76	79	60	77	57	51	75	9	20	47	54	71	54	49	35	6	73	18	23	19	26	76	59	27	64	2	58	9	7	33	65	77	5	49	41	76	29	39	
33	30	50	59	35	40	67	16	73	6	5	53	73	37	62	40	28	42	61	2	76	19	8	3	27	56	13	42	17	12	10	16	77	22	40	34	12	23	17	74	24	7	2	25	7	1	
76	19	21	55	5	22	76	3	75	56	63	28	41	61	54	17	2	18	36	21	57	57	68	39	19	1	18	12	37	16	70	27	39	0	58	21	58	36	13	16	21	70	17	15	59	30	
78	15	57	49	41	63	27	19	32	45	14	42	60	41	32	17	57	9	52	69	49	73	49	0	36	28	26	79	4	35	8	18	13	57	36	0	66	73	65	21	18	44	21	73	42	19	
8	29	4	77	6	4	76	69	79	12	3	60	77	9	13	62	69	60	53	19	54	5	49	53	47	2	32	73	61	18	63	60	18	26	43	43	33	51	0	47	22	63	0	19	51	54	
48	35	52	65	12	19	36	50	11	9	9	14	13	72	74	56	65	74	16	60	50	73	26	4	17	10	11	42	31	54	47	43	65	6	11	36	38	59	1	44	68	40	35	78	78	44	
63	1	18	63	72	69	78	9	53	77	67	25	51	19	34	9	54	76	19	12	44	58	53	48	50	56	31	6	1	69	21	74	48	64	39	33	29	44	19	63	53	16	10	3	64	14	
79	63	43	13	60	71	61	70	79	69	27	40	2	71	39	56	40	6	50	24	51	51	2	18	35	16	31	34	57	9	40	30	73	29	67	66	14	29	1	12	7	47	63	17	31	63	
9	10	58	67	73	14	28	26	77	13	36	32	23	23	53	32	77	23	53	39	33	15	14	0	75	17	49	66	2	39	43	34	43	47	16	22	56	23	68	56	33	1	9	3	47	67	
2	13	53	45	37	48	74	24	31	6	49	40	18	17	42	77	26	5	1	28	45	3	3	37	48	50	65	49	54	44	14	73	51	50	66	70	47	13	49	0	7	35	70	5	77	65	
56	41	31	43	79	68	37	77	32	29	52	29	19	33	63	64	38	47	46	21	26	19	71	18	27	61	40	73	45	29	54	54	50	30	31	8	9	60	76	73	16	3	19	12	58	37	
9	18	43	56	21	25	0	58	31	2	43	33	7	45	76	4	2	51	28	63	78	0	35	23	71	11	9	75	3	19	10	66	23	56	34	23	29	66	55	30	29	2	70	66	56	36	
54	76	19	13	41	2	0	23	49	26	41	6	63	25	54	70	38	12	30	3	62	50	73	5	53	52	68	38	32	18	78	1	31	12	63	40	30	73	57	18	39	23	38	63	53	32	
