57	68	6	28	45	2	45	38	28	2	48	62	6	56	26	71	50	13	
79	55	18	60	56	10	20	70	9	16	5	3	47	68	65	22	69	42	
53	11	53	5	6	31	75	50	26	28	5	20	19	16	39	61	60	41	
76	37	28	79	22	10	72	13	38	21	37	46	39	36	43	48	21	42	
5	72	75	15	68	34	74	21	19	34	54	72	6	44	25	1	76	44	
27	8	35	67	25	19	74	48	50	31	17	6	65	25	45	15	53	74	
9	29	12	61	54	40	13	78	34	58	69	17	39	51	42	76	58	25	
27	2	4	79	56	77	45	33	30	56	20	58	27	54	43	66	63	49	
63	7	19	3	22	38	68	74	65	70	39	12	33	18	1	72	69	49	
78	20	33	52	79	40	75	43	17	55	31	4	24	69	3	65	27	25	
68	20	8	64	47	26	40	75	60	18	61	55	68	73	24	55	35	19	
72	16	40	7	77	65	42	55	26	28	5	43	24	37	34	41	71	55	
68	51	63	45	79	46	69	68	19	58	58	10	70	2	61	2	79	34	
65	8	46	32	41	59	58	25	15	44	51	41	36	2	21	21	66	71	
78	9	13	66	6	41	23	33	13	38	19	51	36	0	50	32	17	50	
9	70	53	15	4	1	26	38	51	37	22	52	2	43	61	39	55	54	
51	43	69	65	46	51	29	23	25	53	52	62	21	50	15	32	59	0	
27	8	29	38	57	54	26	52	38	63	32	29	73	20	27	18	6	76	
44	60	63	49	21	53	58	20	64	67	30	14	47	18	71	69	63	29	
9	55	6	25	49	5	43	14	54	31	20	35	15	24	58	53	78	38	
26	3	74	72	21	9	58	36	54	55	61	28	19	30	55	44	77	7	
54	35	50	47	3	44	66	18	19	40	62	51	61	57	60	5	6	45	
71	57	8	37	20	5	49	34	79	29	24	59	4	17	42	60	57	51	
50	63	24	19	8	48	75	9	16	15	16	13	67	23	76	38	59	54	
44	78	7	73	38	47	30	38	14	61	65	5	52	30	41	11	27	10	
0	36	21	27	75	44	73	65	52	75	7	5	7	75	18	40	66	39	
12	39	47	33	0	29	46	64	8	69	27	21	14	26	16	24	0	78	
51	36	45	51	15	11	27	25	64	39	43	69	8	47	21	42	15	50	
13	54	55	19	39	60	77	64	22	25	11	1	64	5	75	58	45	24	
6	13	14	39	27	31	43	10	27	5	69	43	48	11	74	44	14	64	
6	21	2	34	38	58	55	49	40	5	7	67	15	21	46	68	3	18	
75	39	69	11	32	29	32	62	8	64	74	35	24	13	25	38	14	29	
67	64	22	14	46	17	44	18	23	60	59	20	14	78	20	66	61	76	
74	27	9	8	26	39	50	47	25	45	21	35	21	69	0	48	13	75	
53	29	61	28	24	50	33	17	51	0	10	53	73	16	79	20	6	60	
11	2	37	4	68	4	76	79	12	63	2	15	64	76	33	78	78	37	
71	26	51	79	38	43	34	19	26	77	33	59	43	31	30	5	72	6	
14	7	4	14	54	15	13	79	35	53	38	40	19	33	55	10	70	18	
59	67	31	34	7	70	37	19	58	4	7	69	15	57	28	24	31	5	
71	25	68	5	73	75	72	61	65	35	77	21	46	79	6	61	22	67	
49	30	79	18	56	47	74	70	45	0	15	45	3	39	19	48	27	37	
55	0	76	19	43	47	76	14	79	9	27	45	9	29	63	43	18	44	
73	69	43	76	6	65	62	9	50	57	15	73	55	51	49	42	36	14	
69	11	9	59	13	36	14	37	14	18	34	79	4	51	1	25	31	10	
63	62	43	16	66	45	14	23	44	18	27	76	21	65	3	57	23	46	
11	36	19	27	72	71	49	79	71	28	68	48	57	5	12	77	12	54	
53	74	5	32	13	24	24	74	67	16	74	13	43	44	62	29	46	51	
76	64	14	79	16	28	70	61	14	17	32	48	67	31	65	50	6	37	
31	72	30	72	2	64	29	77	72	74	10	3	35	64	76	16	77	35	
66	70	28	20	48	65	64	12	4	32	8	9	23	29	53	69	47	43	
7	68	64	27	67	58	35	27	22	38	47	43	35	15	35	78	40	58	
