28	22	16	15	26	3	26	36	4	22	30	2	26	0	0	34	9	3	
2	2	19	22	36	27	37	12	8	31	2	25	35	13	28	27	32	10	
18	24	31	13	38	18	34	14	5	36	7	36	25	39	34	3	20	21	
2	15	18	25	36	23	1	17	5	32	5	34	24	5	28	31	7	16	
8	5	22	24	3	13	20	7	20	6	19	22	31	39	38	31	19	15	
10	15	13	1	29	22	10	15	12	28	18	9	32	26	8	10	32	26	
38	32	10	4	13	14	2	7	10	39	37	8	28	9	0	9	33	4	
33	9	0	30	31	20	10	4	38	7	2	7	10	18	27	32	13	18	
17	25	35	2	15	18	34	5	32	13	16	3	9	30	12	22	19	2	
38	31	22	11	11	2	25	38	1	35	39	34	9	19	35	28	2	3	
4	35	25	35	19	21	14	16	9	20	35	16	38	25	14	35	12	19	
29	0	34	20	25	8	36	33	18	27	0	11	26	22	19	23	31	6	
26	14	0	20	29	25	8	28	37	6	32	11	30	15	31	4	16	21	
13	16	8	17	13	16	19	2	33	24	26	0	7	25	16	12	24	19	
25	2	9	14	29	20	11	27	26	36	6	20	32	5	18	20	13	39	
29	4	25	29	33	11	19	21	29	17	34	19	3	9	17	2	2	17	
18	16	18	31	11	29	20	9	37	0	20	17	9	22	7	36	13	0	
6	37	28	16	29	18	4	23	29	34	33	38	37	10	31	7	16	19	
28	39	23	26	28	10	15	36	6	3	5	11	12	31	6	9	24	21	
28	32	17	12	26	27	21	32	24	29	24	3	26	12	3	4	35	25	
8	23	39	15	18	9	5	6	25	6	4	35	35	24	37	6	22	38	
29	23	25	39	22	37	3	17	28	13	11	35	10	19	22	35	39	16	
7	36	3	9	1	24	11	15	0	6	20	0	38	24	4	10	9	4	
12	15	25	37	9	17	8	21	18	28	34	9	36	10	27	1	9	31	
16	3	8	18	29	34	21	36	6	24	17	24	33	21	12	39	16	27	
39	38	13	16	22	23	31	23	34	33	33	11	37	5	8	33	22	14	
21	9	37	36	33	24	9	37	13	38	28	0	4	7	24	16	0	24	
10	25	1	23	5	26	36	15	18	30	0	15	27	9	4	38	23	4	
36	14	15	38	2	34	7	39	32	36	25	25	4	32	11	13	37	39	
0	15	18	24	4	16	2	9	9	30	38	38	31	10	10	20	17	29	
2	21	2	39	9	16	29	38	21	36	28	32	15	33	1	14	38	35	
32	13	3	27	37	17	38	12	26	16	16	23	1	8	10	36	32	14	
27	6	2	28	7	25	25	6	34	18	18	26	12	27	9	1	30	1	
3	22	2	36	27	18	33	3	36	2	7	26	29	38	8	1	10	14	
30	10	15	34	10	14	39	39	16	4	27	25	39	23	7	10	37	19	
14	21	18	4	37	7	27	19	29	19	39	14	34	0	14	3	9	26	
20	25	14	25	13	27	35	25	3	25	12	23	35	12	15	37	14	14	
2	19	3	12	13	18	34	10	6	38	11	1	35	39	36	15	34	4	
9	27	4	37	30	19	16	3	24	28	11	6	34	37	5	26	20	1	
16	15	29	7	10	20	33	39	17	0	29	35	30	20	23	0	10	16	
3	16	13	25	24	14	13	3	26	29	27	9	16	36	26	30	29	18	
1	31	28	34	8	7	12	27	39	6	35	31	17	39	31	6	15	21	
16	30	25	9	9	25	24	18	13	19	15	26	22	7	24	17	8	37	
19	9	4	26	24	13	1	36	6	6	29	7	20	35	34	25	20	36	
35	31	0	11	13	26	36	32	27	34	27	8	25	21	30	9	2	35	
15	4	5	1	4	24	18	33	30	23	19	18	25	31	29	25	6	7	
14	20	4	27	8	14	6	39	27	13	13	28	9	4	30	34	3	12	
23	18	9	30	10	37	23	22	36	15	11	37	31	10	2	5	4	25	
18	33	28	10	34	17	13	22	30	15	34	24	39	9	11	31	15	19	
36	10	34	8	25	31	8	37	39	0	39	10	22	27	21	14	11	13	
19	38	1	10	5	1	15	19	29	27	37	4	24	28	0	1	32	12	
29	29	33	14	10	30	15	6	32	0	12	8	37	36	32	15	38	29	
25	14	9	0	2	30	16	21	15	37	17	14	22	15	27	26	1	36	
20	39	32	22	37	18	36	21	23	12	38	24	22	35	38	2	27	1	
24	31	16	29	0	26	5	37	30	20	39	13	37	11	0	6	37	13	
26	38	24	31	20	23	2	38	7	15	17	1	3	4	4	25	18	18	
24	31	30	10	37	32	14	0	8	39	11	25	34	15	1	15	13	27	
26	11	22	21	28	6	22	39	3	4	34	9	25	37	19	31	1	33	
8	38	19	24	23	28	1	19	34	33	0	2	22	29	35	27	15	31	
18	20	32	24	39	21	30	2	33	37	12	16	17	31	33	11	10	8	
13	5	30	16	11	30	27	19	8	33	20	27	18	3	20	36	3	15	
29	11	13	0	38	12	39	12	28	39	38	2	31	21	7	0	37	13	
24	27	20	6	38	35	9	24	33	26	30	11	20	2	15	19	1	32	
37	7	1	17	36	37	33	7	15	11	32	7	35	36	37	3	9	14	
29	7	5	36	2	18	28	37	7	3	10	7	7	37	1	33	38	33	
6	37	16	23	29	30	13	16	28	27	30	2	29	31	25	1	6	13	
23	15	18	13	31	24	10	5	28	12	6	23	1	25	5	19	37	21	
29	9	34	13	36	21	15	13	29	31	13	21	30	37	30	3	5	24	
17	11	3	0	18	24	33	37	31	21	39	35	30	5	20	1	33	35	
7	30	4	23	19	0	5	6	2	18	9	37	0	1	8	33	0	12	
31	13	5	22	35	17	22	34	29	4	4	17	9	6	0	26	16	21	
13	7	30	18	37	7	22	14	0	38	1	22	39	5	29	24	6	23	
2	17	15	26	0	29	3	30	12	10	20	21	25	10	15	7	20	3	
29	9	0	4	8	17	39	22	10	32	2	28	32	20	7	25	38	9	
34	5	21	4	23	11	23	4	19	34	35	37	26	6	28	18	2	3	
20	22	7	5	5	15	0	6	24	8	23	13	39	18	6	23	12	38	
37	21	29	25	16	26	39	13	36	7	39	31	18	37	0	2	12	23	
38	16	5	33	1	8	5	32	21	1	26	16	22	1	26	12	9	2	
5	5	14	18	39	10	2	21	19	25	32	33	3	7	39	14	12	10	
31	16	38	0	5	26	33	19	39	25	35	28	1	34	30	24	13	9	
7	19	32	15	16	24	1	7	24	19	14	37	24	35	39	27	38	31	
3	10	6	28	9	9	20	16	23	21	31	14	22	29	39	22	15	17	
31	32	22	39	22	5	12	25	31	35	20	38	16	27	3	11	23	0	
18	6	0	14	7	23	20	36	23	4	4	31	33	31	27	13	4	30	
25	35	0	6	28	27	2	5	0	22	25	3	39	18	29	12	20	16	
15	21	33	37	27	8	9	2	27	5	8	26	5	7	38	31	21	1	
26	26	13	27	27	13	24	29	34	38	6	30	35	35	17	33	27	37	
23	37	19	35	8	16	34	27	15	15	25	30	6	21	23	17	18	21	
37	12	13	21	28	33	10	1	18	11	11	33	36	1	22	33	21	13	
38	35	13	13	30	2	29	37	0	21	14	14	4	31	33	7	4	31	
25	39	36	9	29	12	39	0	17	28	36	6	4	37	31	25	13	27	
12	20	14	14	23	31	35	20	23	12	20	26	1	24	5	3	0	25	
38	26	17	34	31	26	13	0	36	8	0	24	30	9	7	16	9	30	
30	6	18	32	23	17	9	33	31	18	12	33	2	22	28	17	7	35	
8	24	30	36	31	32	13	3	4	36	26	26	10	16	11	31	14	13	
33	1	20	0	3	11	10	37	39	4	33	13	35	15	17	1	2	30	
36	34	18	31	27	39	1	16	12	10	8	12	21	0	16	34	19	10	
25	6	3	12	10	22	9	34	10	35	15	10	37	10	29	2	10	30	
31	31	17	4	4	39	10	35	26	12	0	29	23	29	13	7	11	34	
7	1	33	11	0	18	12	22	35	19	22	4	2	38	4	23	37	11	
