40	10	67	53	0	34	57	69	41	38	45	40	
48	44	49	67	49	32	66	47	37	62	15	65	
1	54	35	48	40	20	18	16	56	62	35	7	
63	63	30	68	22	42	21	44	52	51	61	51	
24	23	6	25	59	17	49	58	23	32	53	48	
25	34	52	4	22	22	17	22	20	50	37	43	
58	19	34	15	16	36	35	15	23	20	24	14	
20	40	38	18	40	2	59	12	10	39	45	4	
65	6	21	48	49	58	0	22	35	45	37	52	
23	60	13	62	52	40	38	66	6	0	56	25	
45	8	41	0	2	7	65	41	59	14	20	61	
10	12	65	39	45	23	18	4	57	45	17	14	
32	40	11	25	28	18	34	68	63	55	34	14	
65	60	14	2	16	27	18	21	20	63	56	25	
67	63	3	2	28	35	24	52	29	40	41	12	
17	9	34	44	59	61	7	45	19	47	50	50	
19	49	43	41	45	37	46	59	69	51	9	24	
5	51	45	11	29	1	59	13	11	26	27	41	
15	10	54	23	21	3	33	29	25	24	10	7	
12	59	27	50	41	35	55	20	8	9	4	64	
63	37	7	44	29	30	36	54	3	5	39	16	
37	28	17	32	53	4	38	15	41	12	42	27	
2	61	8	4	30	25	12	6	64	54	53	50	
8	31	61	2	16	9	43	59	44	15	5	38	
51	9	33	40	14	24	44	0	16	56	31	18	
26	7	35	9	67	65	48	53	58	10	15	44	
35	48	55	64	41	19	68	65	62	21	55	12	
8	12	51	64	28	30	49	15	36	56	29	69	
31	62	21	47	60	36	20	38	3	25	49	61	
44	29	19	68	20	23	16	24	19	62	41	12	
36	57	50	58	16	42	10	51	30	68	42	0	
6	48	53	24	43	42	43	6	5	58	10	32	
51	69	69	42	38	33	7	24	61	3	41	30	
22	48	25	58	20	4	13	53	1	3	49	45	
43	53	46	55	34	27	47	38	66	27	25	8	
20	57	46	24	23	32	54	51	2	57	25	11	
18	61	45	5	37	47	8	59	53	67	10	55	
17	8	59	14	29	31	24	8	5	16	54	47	
17	63	39	43	68	2	9	53	69	34	30	61	
51	11	58	14	16	42	37	7	16	0	40	48	
2	27	58	40	2	22	58	35	36	58	16	30	
38	43	32	24	8	1	45	31	55	62	38	66	
2	19	48	1	61	8	9	32	10	4	68	15	
50	26	65	20	55	59	60	7	54	15	46	27	
11	47	58	57	61	55	17	16	18	21	46	47	
14	47	53	45	66	62	56	40	67	64	47	22	
51	22	62	63	60	0	46	37	13	30	21	19	
49	19	9	51	8	61	61	25	53	40	32	29	
27	67	30	17	13	31	68	7	67	5	52	35	
66	6	26	22	44	42	57	4	61	16	57	36	
11	52	21	63	57	45	69	54	32	29	40	50	
12	2	43	51	34	38	39	49	6	22	11	51	
65	25	15	9	7	65	49	11	3	4	9	18	
5	45	16	25	3	62	42	23	36	14	69	22	
50	30	65	37	67	13	0	59	30	65	41	19	
9	28	10	11	37	6	63	21	61	23	68	47	
3	20	44	48	48	59	68	44	59	15	62	41	
3	45	7	48	28	3	13	54	50	53	55	67	
18	6	51	25	8	38	69	43	4	40	28	48	
43	34	3	61	26	65	3	40	35	61	15	11	
68	35	18	58	2	20	58	9	47	18	52	28	
0	37	65	35	5	46	51	9	11	10	56	1	
17	4	22	66	67	0	2	59	5	33	34	61	
18	45	42	8	5	26	31	4	37	63	50	32	
11	20	12	18	37	12	47	14	28	8	58	25	
30	5	2	28	28	17	17	45	16	69	65	59	
47	21	50	51	24	46	59	19	67	13	26	45	
64	9	14	62	28	60	65	12	24	15	43	69	
48	45	2	35	48	48	39	59	64	55	43	60	
35	43	40	50	31	40	58	28	12	68	54	45	
51	30	25	49	11	53	19	29	68	50	64	20	
25	17	23	50	35	20	59	18	41	41	47	62	
8	11	23	41	56	54	12	53	44	58	23	12	
17	27	32	62	15	46	55	56	3	37	20	0	
69	16	23	54	68	51	32	52	17	1	37	24	
6	41	55	21	36	18	30	43	20	18	53	9	
16	27	61	15	57	12	55	7	41	53	22	64	
4	54	28	35	17	20	39	26	58	6	56	49	
66	52	48	61	8	63	59	13	67	45	1	45	
60	31	8	18	52	51	53	26	33	20	18	27	
60	58	45	20	4	48	9	49	52	0	55	11	
35	3	41	14	1	46	29	38	40	35	13	31	
25	2	15	60	69	34	65	58	56	24	45	0	
4	5	55	46	30	13	62	6	31	67	17	37	
60	28	19	69	9	7	47	60	11	59	52	16	
6	69	3	55	6	20	44	2	40	28	0	67	
1	11	27	38	4	53	27	65	23	58	50	32	
51	18	51	68	52	16	50	47	52	40	26	62	
37	31	38	28	10	64	11	65	0	34	35	33	
10	54	65	68	42	48	11	27	14	17	38	58	
45	53	61	14	22	10	51	39	18	28	14	14	
8	40	9	14	54	51	46	37	67	53	14	15	
48	42	10	5	48	45	28	27	65	37	1	9	
68	39	35	20	68	40	48	19	30	45	60	43	
22	25	60	65	65	43	1	37	9	61	1	44	
65	46	47	6	47	64	22	18	35	36	55	20	
3	22	8	28	56	14	3	3	24	50	8	62	
25	51	49	3	58	54	7	46	49	9	50	27	
21	21	42	15	63	49	63	24	43	32	57	69	
20	52	30	46	20	27	61	51	11	25	63	48	
