75	13	62	13	57	101	5	110	24	104	87	107	3	45	112	46	
15	66	80	90	34	73	32	102	85	27	71	51	34	55	28	46	
40	6	6	42	99	119	7	109	1	42	48	53	104	67	110	87	
90	37	106	84	106	65	6	65	65	34	26	49	89	61	39	97	
59	26	3	79	51	73	115	48	89	76	63	61	107	7	118	17	
85	22	11	98	91	20	63	89	85	3	22	80	1	52	6	63	
15	28	81	34	21	2	51	59	115	41	7	95	105	94	53	96	
36	8	78	31	15	30	80	51	70	9	100	10	62	88	101	19	
33	114	27	78	13	92	117	65	36	22	118	87	102	116	54	79	
10	22	81	7	84	20	84	90	48	26	51	53	84	52	96	50	
52	78	63	79	87	3	5	15	23	96	38	34	110	99	13	91	
28	37	110	54	108	2	71	36	118	113	70	4	72	4	12	72	
37	38	31	89	111	107	37	24	113	73	84	2	85	81	78	31	
13	58	34	80	29	58	6	34	37	89	88	43	60	53	60	24	
55	92	72	113	26	89	115	81	93	46	43	69	48	82	54	25	
1	47	97	57	18	18	60	59	112	56	46	119	109	114	36	47	
23	85	13	89	10	113	58	110	0	107	9	38	17	40	24	66	
101	113	86	38	30	78	29	49	75	64	20	114	103	80	81	97	
113	61	92	63	20	5	6	10	22	36	80	17	77	106	56	1	
101	4	46	50	23	49	94	49	76	23	70	74	55	25	102	105	
88	0	7	46	44	44	12	67	98	12	117	34	25	73	59	104	
44	4	94	113	88	47	65	62	52	55	119	106	119	52	23	84	
32	34	115	1	70	71	55	34	16	65	4	6	79	3	12	44	
79	116	103	87	60	85	36	101	34	45	92	30	108	91	65	78	
86	118	100	39	63	44	3	54	21	14	9	39	92	4	95	0	
114	66	88	56	105	46	67	10	64	93	9	50	99	26	118	114	
78	114	77	1	17	70	84	41	13	62	111	83	5	79	48	49	
119	9	52	24	74	103	24	17	42	3	66	10	70	13	44	45	
51	56	44	76	81	82	71	96	115	14	99	21	108	80	36	11	
69	4	118	20	83	91	9	117	21	35	19	50	99	9	95	27	
50	38	75	5	4	76	15	118	44	75	89	113	87	44	86	34	
118	80	67	70	104	94	17	42	28	105	71	95	68	82	9	71	
46	6	47	23	100	78	48	104	75	79	61	67	104	62	50	89	
38	98	111	84	53	5	61	46	28	96	107	28	55	19	80	70	
107	110	107	110	94	70	63	2	21	95	90	72	93	82	36	45	
82	92	53	97	46	59	111	107	81	94	99	109	22	72	63	91	
71	72	5	70	23	112	119	111	13	95	6	18	72	29	81	65	
38	3	18	33	31	5	109	117	78	53	35	118	103	101	107	20	
27	1	87	91	105	102	60	76	32	59	19	103	103	107	12	18	
45	11	11	105	20	30	11	2	39	83	30	11	69	79	86	99	
22	117	38	25	106	23	26	53	105	87	93	105	69	78	42	84	
115	112	106	115	73	107	11	12	25	42	41	16	19	58	102	108	
42	56	78	37	108	12	14	5	53	71	2	38	93	116	61	74	
69	118	3	101	42	94	75	96	40	23	56	106	71	65	63	52	
43	45	98	74	5	99	35	25	15	46	28	49	53	9	75	9	
7	89	76	26	91	70	6	49	23	30	7	44	116	8	107	15	
110	66	56	35	16	96	21	45	92	90	17	111	16	112	7	93	
76	92	79	109	8	92	112	68	91	107	106	65	22	68	88	49	
14	106	50	118	72	62	73	84	87	61	83	106	98	53	38	33	
81	45	105	13	53	94	78	116	79	2	92	63	72	72	49	5	
48	56	109	7	27	41	1	99	69	28	70	48	30	85	59	42	
65	118	110	35	6	16	43	15	32	95	26	50	56	112	75	40	
0	82	61	8	36	94	51	22	82	92	96	99	26	115	2	116	
1	61	81	4	112	93	67	103	89	94	24	108	41	41	112	5	
81	42	45	86	94	24	35	24	1	71	99	97	97	84	103	2	
100	44	112	77	13	57	51	80	23	82	74	98	87	22	94	25	
7	37	18	14	111	115	43	78	38	26	108	45	7	99	55	105	
15	24	53	48	50	57	46	112	77	33	67	105	62	28	88	32	
55	39	56	19	98	92	89	36	79	81	87	76	104	84	44	85	
85	101	13	43	27	112	8	56	16	77	97	76	2	22	51	6	
37	100	107	57	43	38	25	93	109	16	72	104	72	36	21	65	
107	39	52	41	29	2	29	23	115	44	14	87	55	16	10	70	
44	16	15	68	30	70	5	14	94	11	58	46	3	6	99	2	
108	74	53	55	34	52	2	55	91	72	14	30	89	79	33	68	
33	95	47	80	15	55	115	2	94	5	107	51	13	7	44	36	
29	42	93	23	112	74	18	85	44	94	95	53	84	71	108	6	
31	77	104	9	113	14	118	102	0	116	109	82	58	18	99	18	
2	115	113	70	113	94	113	53	41	2	99	48	76	114	72	70	
83	70	86	100	18	102	50	110	65	82	60	23	62	83	28	25	
118	112	34	1	2	30	35	82	94	32	24	28	77	70	48	73	
24	109	93	116	69	19	12	14	52	53	94	6	101	111	116	108	
85	87	63	35	112	62	21	97	40	84	40	20	67	7	88	26	
75	88	73	53	22	10	71	33	110	79	85	19	99	73	6	33	
28	74	58	96	53	1	98	93	99	82	63	4	34	80	77	54	
111	65	45	35	2	14	55	4	98	117	102	59	109	30	38	9	
119	38	1	60	7	51	30	83	106	29	83	8	79	93	49	57	
97	21	110	58	43	44	89	66	37	20	117	16	53	105	8	59	
57	16	70	27	105	65	70	103	25	75	70	52	28	27	66	86	
92	72	80	22	86	14	47	81	99	94	62	16	104	38	33	97	
71	34	53	26	38	110	29	5	110	86	109	60	30	29	84	26	
5	111	95	52	39	83	23	18	23	8	44	110	18	90	20	40	
36	97	108	43	92	95	79	64	50	44	92	29	17	48	49	65	
96	116	14	70	10	93	117	84	13	21	69	94	64	112	77	83	
93	49	45	84	38	23	81	5	75	87	95	41	26	87	7	38	
32	75	58	106	107	104	3	65	2	83	59	108	76	5	33	80	
53	110	85	8	119	114	45	63	37	76	73	38	3	54	65	38	
57	90	71	3	94	72	55	22	98	85	115	45	115	68	58	80	
33	92	8	83	93	109	65	107	108	39	47	7	113	50	100	101	
48	12	81	69	80	90	60	110	32	110	80	91	50	9	70	2	
68	118	114	9	59	59	33	101	106	4	53	0	17	54	27	6	
1	85	20	45	91	42	87	94	40	4	48	4	51	65	49	32	
75	58	30	86	69	113	95	104	102	71	71	70	117	6	66	118	
87	112	51	77	116	27	114	82	119	41	21	27	60	88	30	111	
97	58	42	111	39	114	97	49	98	76	49	67	19	23	117	49	
71	91	75	51	40	17	99	45	33	43	76	20	47	24	64	42	
75	28	48	15	108	58	50	52	18	15	62	117	37	101	105	74	
36	112	64	57	1	96	118	116	9	76	24	99	90	55	14	78	
61	66	12	74	114	46	87	5	3	68	67	86	33	11	16	30	
42	60	62	53	37	109	93	27	52	1	23	60	95	49	113	71	
114	73	52	107	52	49	82	63	32	30	52	116	97	93	97	64	
