137	19	64	4	129	88	153	13	164	51	
151	151	158	105	56	171	17	110	174	37	
35	28	1	143	50	24	173	140	80	33	
94	116	63	37	72	161	59	122	139	69	
123	46	115	115	11	88	85	52	60	124	
86	117	34	129	86	175	34	109	41	22	
51	17	82	55	71	12	117	89	168	91	
35	82	42	35	21	32	17	26	134	70	
87	107	65	165	34	142	99	146	96	149	
118	74	113	91	132	77	26	122	76	42	
173	10	18	12	136	132	170	19	171	12	
41	122	138	1	173	98	156	60	16	3	
159	169	68	2	44	126	31	19	8	28	
84	162	24	119	130	146	46	38	86	21	
92	173	92	51	94	157	44	158	158	170	
85	51	160	63	7	179	177	110	43	29	
76	174	139	96	82	139	133	157	147	5	
32	167	130	126	174	47	3	166	123	158	
149	121	107	174	131	8	138	6	144	152	
68	175	114	44	115	132	136	81	30	16	
140	53	62	168	140	70	12	39	144	29	
149	7	94	24	9	99	91	28	83	46	
153	99	39	128	115	81	117	118	56	22	
98	152	84	14	130	168	105	97	25	178	
10	70	128	88	11	23	63	75	108	82	
24	71	60	0	127	20	126	151	41	99	
151	65	168	21	60	164	5	39	51	160	
125	178	112	58	18	149	161	151	57	138	
163	116	141	129	42	26	176	65	161	37	
135	77	170	63	40	163	79	38	114	149	
41	78	140	56	155	159	24	122	45	139	
84	99	24	85	88	12	117	101	54	37	
89	138	30	126	159	95	78	173	114	174	
27	66	19	84	159	95	139	174	102	95	
81	60	31	11	10	148	167	81	10	54	
30	41	20	168	179	93	84	33	95	12	
48	50	6	151	93	37	52	92	171	62	
163	37	159	25	122	157	42	47	167	122	
54	136	3	88	174	153	46	90	115	73	
50	107	178	172	96	98	114	77	30	123	
43	37	12	178	33	166	134	35	95	104	
128	37	83	12	129	179	78	78	63	9	
86	173	35	31	96	114	41	121	20	157	
10	71	64	70	34	76	69	68	22	27	
121	84	178	121	71	21	97	102	45	167	
133	134	7	118	19	144	97	45	52	111	
54	108	74	89	137	96	166	110	105	174	
174	57	90	104	37	38	40	103	46	20	
34	8	82	134	136	118	136	61	1	9	
51	144	76	31	97	153	71	25	99	4	
151	77	18	142	31	150	140	172	175	135	
64	54	158	65	140	99	19	52	68	59	
57	86	8	85	178	133	51	166	90	27	
116	126	134	64	135	26	55	7	140	172	
153	132	71	136	88	106	40	127	126	13	
179	54	129	144	44	112	120	47	24	81	
77	92	44	69	61	167	176	53	4	22	
105	132	89	139	24	17	29	95	121	137	
88	64	11	101	24	27	67	115	150	15	
165	134	109	170	100	179	166	131	113	90	
162	101	46	82	118	147	122	118	128	31	
49	141	68	118	146	13	102	135	36	16	
8	160	37	120	45	78	136	46	68	139	
23	22	166	75	65	117	18	132	1	31	
90	120	102	131	28	106	52	138	101	96	
176	65	79	79	133	168	1	8	11	9	
58	160	129	148	39	152	136	29	163	171	
62	179	83	168	105	160	163	84	139	71	
162	17	23	101	61	158	23	46	91	4	
127	112	170	117	31	142	158	119	72	18	
135	31	7	135	150	165	105	94	109	153	
125	149	107	40	165	81	23	41	57	37	
112	177	34	23	79	18	21	149	23	45	
28	48	101	137	34	31	171	61	132	95	
150	144	109	4	64	123	90	59	73	123	
75	70	3	137	41	154	81	92	112	68	
17	111	158	84	81	44	159	50	179	113	
84	86	133	161	111	51	161	143	45	21	
103	84	131	109	137	15	155	18	80	50	
179	61	128	91	164	72	134	93	4	5	
166	97	58	15	56	89	120	91	8	68	
27	117	106	109	43	25	177	158	10	17	
56	13	26	49	137	110	7	90	74	135	
179	72	151	85	142	10	54	80	163	48	
28	111	164	137	96	141	6	47	1	12	
4	173	89	64	158	3	84	32	103	105	
132	22	100	102	118	169	52	20	3	165	
96	157	143	58	100	24	174	80	92	67	
65	3	174	113	39	112	26	136	168	129	
72	33	44	27	149	92	117	129	39	135	
175	152	31	59	9	41	59	166	169	131	
178	88	14	96	68	173	10	175	42	0	
138	25	17	22	62	9	12	45	173	132	
45	73	10	137	145	110	39	34	140	92	
79	126	35	27	131	176	46	29	146	28	
94	43	37	0	71	113	30	168	72	47	
36	116	96	157	52	145	25	109	44	76	
56	116	110	31	135	83	21	97	151	110	
19	12	155	176	50	25	54	120	100	177	
21	63	74	148	32	19	149	100	91	149	
