39	75	29	16	80	23	96	12	69	72	64	38	91	33	55	15	30	53	30	73	58	69	33	11	
34	88	8	98	20	13	60	21	57	35	22	57	60	8	24	23	86	80	77	56	4	38	54	40	
8	35	26	38	35	70	36	80	48	44	9	74	87	28	18	57	12	19	79	75	59	78	85	42	
86	61	35	20	84	29	83	89	42	6	30	31	60	99	93	90	75	70	22	66	38	55	96	68	
54	89	78	87	19	26	16	5	88	49	27	77	40	90	11	15	35	49	36	46	57	35	74	74	
17	58	23	67	14	55	82	22	32	47	21	95	97	91	56	31	0	94	37	9	14	38	81	21	
20	69	89	73	57	10	94	4	9	44	19	44	68	0	28	98	80	79	17	9	50	46	1	30	
8	6	57	96	60	68	17	8	97	95	13	79	94	41	30	55	33	71	51	56	3	56	95	81	
74	10	1	40	68	2	28	23	89	14	86	44	4	24	60	12	73	49	39	68	3	31	92	88	
17	9	31	53	22	50	18	99	17	9	99	84	93	96	32	21	45	62	90	38	60	75	80	84	
8	56	9	64	40	85	10	27	22	68	55	94	67	95	90	87	30	26	29	5	87	10	49	54	
96	46	15	71	91	33	11	45	51	56	45	83	29	50	20	59	40	38	74	15	88	1	2	18	
64	30	12	56	20	67	35	2	90	10	38	78	0	68	29	91	78	69	36	18	74	2	68	45	
86	13	41	25	59	96	98	4	52	13	68	79	18	52	31	59	89	13	74	63	53	98	92	26	
28	11	61	55	23	38	24	69	17	50	84	34	43	31	18	88	50	10	93	64	31	19	44	99	
20	21	89	30	97	19	18	29	38	2	82	84	84	86	47	30	80	61	3	72	91	6	26	43	
8	83	14	26	69	76	46	6	81	65	57	91	71	6	35	72	79	93	97	4	78	16	26	73	
87	66	58	78	69	61	79	8	37	63	44	97	30	42	10	22	88	12	63	7	25	79	73	61	
83	34	83	39	67	62	99	22	80	29	84	36	68	49	44	40	51	5	23	81	73	41	43	69	
62	71	19	20	22	75	10	22	32	83	16	65	68	96	28	0	56	54	66	94	52	74	38	95	
50	27	71	74	85	78	21	7	59	59	68	44	90	21	21	15	75	86	72	59	25	37	92	40	
46	93	80	8	77	59	87	81	47	23	7	5	68	72	20	81	98	82	95	2	13	38	42	2	
75	37	66	91	30	61	60	98	3	5	82	71	67	36	1	89	14	34	41	28	85	59	37	79	
15	93	33	86	91	29	70	25	62	13	67	91	96	45	63	97	46	32	32	89	94	50	56	40	
82	44	35	5	36	28	19	97	35	28	79	52	8	58	20	52	32	38	99	18	29	56	45	78	
92	20	9	76	9	0	94	21	60	69	33	15	76	18	26	2	14	91	96	20	80	6	52	88	
54	8	58	0	66	22	98	80	16	50	58	35	6	38	5	29	55	33	5	18	71	34	14	11	
83	74	27	63	75	72	78	77	99	15	39	17	40	72	27	81	0	95	35	82	56	5	0	56	
75	40	21	11	40	91	80	24	27	40	51	96	49	49	39	51	64	79	64	25	73	26	7	3	
44	97	67	93	92	77	15	73	58	70	27	0	91	82	39	48	29	39	53	54	54	44	74	49	
37	64	67	5	3	18	70	50	37	41	40	93	8	44	83	77	45	78	57	98	4	42	76	52	
18	61	65	35	10	81	3	92	17	65	37	39	64	82	32	55	59	3	68	20	61	8	7	24	
99	74	7	34	27	23	53	3	49	60	54	67	17	33	59	24	84	32	13	69	30	42	46	82	
25	91	68	88	87	49	67	10	33	40	23	59	96	62	12	30	99	42	53	32	59	47	65	64	
59	47	53	78	99	89	95	79	43	45	52	60	66	74	32	14	6	42	15	53	63	6	28	65	
63	16	99	83	60	8	25	21	78	19	75	42	81	7	72	9	74	44	67	80	6	27	37	76	
80	18	40	8	88	7	2	28	50	39	69	73	80	71	67	66	44	41	44	34	94	29	35	45	
90	90	82	72	19	37	78	46	79	81	46	65	99	94	8	74	55	45	14	49	4	52	92	73	
46	95	80	16	0	98	14	78	42	57	85	77	34	19	27	94	72	23	49	22	9	23	80	44	
43	83	53	23	38	80	7	63	67	74	6	58	6	3	76	1	47	43	52	81	73	70	13	68	
6	88	4	53	64	17	10	69	58	88	97	67	87	6	92	75	95	22	71	78	59	27	6	66	
92	46	27	14	89	68	54	62	62	20	36	53	77	12	72	78	31	58	99	73	48	83	92	75	
28	59	8	22	41	18	42	81	42	67	1	43	63	60	77	2	56	3	93	78	8	68	12	27	
90	8	79	93	59	86	30	4	27	32	62	61	75	61	22	25	12	14	32	96	41	52	87	24	
63	37	51	72	33	22	73	56	48	37	28	88	53	19	22	69	35	47	28	12	73	91	46	70	
15	51	42	17	17	56	62	70	8	6	74	95	45	94	28	32	85	83	20	61	99	7	32	51	
62	99	33	1	82	49	28	34	58	30	59	6	21	68	1	42	46	77	97	72	98	55	96	71	
32	72	29	95	71	70	97	82	0	19	32	41	12	18	38	39	2	59	1	95	70	57	4	60	
25	52	81	45	49	53	21	91	42	10	40	92	15	82	44	70	18	73	62	53	14	26	71	54	
55	30	34	65	89	99	16	73	50	93	74	72	79	20	79	90	46	67	61	44	89	25	65	42	
11	31	43	84	64	2	12	90	52	67	31	67	5	45	60	93	9	45	60	92	98	73	6	21	
69	76	35	5	15	63	96	67	60	78	2	90	6	69	59	16	1	13	8	21	89	19	80	72	
65	40	6	1	56	68	99	71	66	41	59	76	80	15	46	48	9	54	33	19	24	88	78	60	
31	94	65	59	79	25	60	85	47	46	2	71	31	8	81	49	78	78	93	2	63	9	82	34	
73	43	86	39	2	74	33	49	46	72	85	81	81	84	41	97	66	59	94	30	61	69	57	35	
92	71	25	58	34	14	17	81	28	17	82	23	44	27	2	48	69	64	10	75	1	0	18	52	
39	67	54	75	12	52	14	20	41	83	83	40	23	69	97	76	60	92	76	41	34	84	51	89	
76	70	6	78	66	76	43	85	66	66	24	77	38	72	23	21	52	32	50	32	52	38	0	0	
46	64	34	99	16	84	99	39	40	59	73	77	79	36	61	9	74	60	94	24	29	73	43	74	
18	61	35	54	4	14	37	53	52	68	46	80	54	48	11	31	69	45	93	79	2	92	79	31	
23	4	49	64	51	68	95	74	90	17	78	15	91	81	37	38	66	66	81	88	64	23	41	57	
74	0	36	82	22	2	49	80	78	80	45	13	19	12	33	74	81	69	71	49	17	93	19	80	
91	56	55	55	35	14	95	24	0	50	12	18	51	83	59	32	26	58	22	43	65	58	8	78	
99	58	66	74	85	77	39	71	72	16	0	34	49	43	36	61	70	38	98	29	17	69	50	31	
68	60	84	15	44	33	69	13	71	66	50	5	1	2	5	58	92	64	99	47	75	69	65	92	
69	40	53	88	20	19	41	56	24	92	94	43	30	49	78	72	73	54	4	62	24	18	86	74	
96	53	9	56	81	85	53	76	36	99	28	92	43	70	72	56	81	87	41	57	46	95	17	62	
43	22	68	33	58	1	88	91	23	31	18	8	80	14	92	38	80	49	54	48	28	89	71	6	
84	17	29	8	92	3	89	49	78	82	10	10	91	97	66	80	42	42	30	51	6	97	82	21	
21	8	36	80	94	24	19	35	92	58	69	96	48	39	55	10	0	6	93	58	39	56	5	38	
81	34	72	97	96	12	64	19	6	81	6	88	33	56	47	99	98	78	75	65	41	93	2	56	
25	93	34	36	18	86	87	65	91	15	14	35	43	10	81	5	23	56	95	24	49	81	92	45	
69	32	77	12	21	21	10	33	68	17	81	55	20	6	35	68	44	13	22	3	57	4	9	58	
81	25	65	60	67	69	20	26	65	82	8	3	55	90	71	14	58	4	66	9	97	20	37	68	
37	31	88	11	40	37	56	28	68	44	98	93	77	2	17	34	72	7	16	20	83	32	46	55	
2	48	37	6	61	5	42	24	34	11	70	57	46	22	59	92	43	17	67	70	80	4	43	1	
28	58	24	2	33	44	30	47	9	15	13	96	65	89	84	58	18	91	7	59	97	22	45	10	
22	80	40	19	36	90	92	74	37	49	42	81	21	5	3	95	30	98	55	8	47	14	54	7	
81	21	82	81	15	33	55	17	58	33	24	84	17	44	46	29	68	74	8	93	87	32	85	18	
14	17	87	99	92	46	61	78	32	23	60	61	34	52	15	18	99	99	4	29	91	7	16	96	
84	42	87	94	20	56	41	1	41	4	9	0	32	41	19	69	71	54	48	56	81	82	39	56	
76	72	13	42	83	98	58	5	74	9	2	13	74	81	70	44	94	55	64	59	83	33	71	89	
45	22	56	15	43	44	18	8	62	34	80	0	7	54	17	20	41	47	27	33	22	76	8	83	
49	34	10	12	98	29	69	66	31	55	70	73	62	53	33	82	84	22	92	45	24	54	64	43	
18	0	96	81	4	88	64	1	79	41	85	83	43	10	69	39	32	9	19	93	93	77	18	93	
87	61	68	63	27	34	19	28	25	24	90	51	8	86	13	7	12	36	77	52	31	94	0	80	
49	48	11	14	51	41	3	7	46	33	75	89	98	71	34	43	97	87	29	47	95	1	27	12	
31	50	92	80	7	57	85	75	93	47	26	33	86	8	28	49	50	39	58	83	34	48	30	46	
79	16	52	55	51	57	14	9	20	9	72	34	53	78	57	2	89	80	51	19	77	86	11	34	
74	35	8	73	16	69	22	19	22	37	48	20	61	83	43	30	44	19	15	97	31	73	78	46	
41	73	36	9	4	28	94	60	15	89	79	92	82	31	38	58	90	44	14	87	22	94	73	18	
31	85	90	91	67	55	82	62	32	40	55	9	51	26	16	71	33	0	81	74	78	82	19	17	
93	67	84	7	40	67	24	2	32	96	68	84	91	51	89	39	34	43	8	5	82	95	26	1	
90	10	55	33	54	85	76	69	52	68	70	64	96	29	9	38	44	66	24	34	17	25	93	1	
68	27	13	68	53	99	86	8	57	42	21	64	12	76	17	73	17	36	38	14	59	32	35	29	
58	72	21	10	59	18	8	0	41	88	4	66	32	71	50	57	4	23	11	83	27	23	42	75	
52	59	18	85	63	21	34	96	55	82	24	81	64	38	49	31	14	46	39	88	11	70	30	99	
19	34	36	58	66	31	96	72	61	97	31	1	78	47	66	99	94	72	69	6	15	23	72	50	
43	77	23	88	42	32	4	31	20	64	58	66	67	40	42	12	58	82	97	59	98	43	84	61	
52	5	88	85	62	55	86	15	31	93	19	32	53	66	42	69	16	99	31	77	77	33	8	62	
