65	77	97	156	32	13	126	139	41	11	35	33	37	94	
48	17	106	151	36	85	1	3	139	151	105	94	117	92	
117	14	65	109	112	131	120	68	97	72	54	80	105	70	
130	68	9	150	63	2	33	33	28	31	83	150	102	51	
102	102	29	32	135	0	131	93	73	100	81	30	77	6	
100	33	29	65	84	87	50	150	70	12	53	32	119	54	
130	116	56	86	137	58	122	110	79	34	31	32	81	38	
80	158	104	59	140	115	104	18	93	108	130	49	7	37	
138	105	58	140	146	147	135	116	85	140	80	25	113	11	
55	74	11	123	120	56	22	153	115	121	78	140	33	89	
127	123	104	94	131	15	73	23	72	103	23	129	79	82	
66	53	49	141	49	112	28	152	110	32	27	151	156	8	
20	98	131	145	11	137	44	14	132	104	8	106	102	35	
106	112	26	94	53	150	19	60	48	38	71	50	119	42	
27	102	139	148	94	105	105	8	76	143	87	103	114	103	
155	57	113	27	6	21	155	134	45	144	91	108	121	32	
113	59	116	43	91	156	36	145	47	86	21	83	68	127	
110	94	17	96	101	152	109	4	142	6	22	156	142	55	
109	50	143	113	30	72	108	86	61	77	12	18	108	27	
43	132	89	80	116	6	36	134	11	27	126	17	102	117	
78	21	92	64	141	130	22	142	49	13	34	95	6	108	
70	12	56	109	113	113	110	19	45	117	112	78	17	23	
9	23	147	118	103	5	90	93	95	78	114	42	142	126	
89	154	122	141	22	18	24	96	9	12	134	158	29	156	
56	45	154	62	48	73	120	95	6	64	14	36	7	77	
104	122	26	78	150	123	94	36	65	154	79	72	120	107	
39	36	41	50	97	21	140	102	24	155	89	2	14	154	
154	72	138	80	26	18	89	19	125	22	52	6	41	117	
130	56	2	129	20	26	20	73	46	91	41	98	6	98	
154	147	5	6	98	29	106	77	47	5	78	0	49	0	
66	39	53	26	84	6	11	66	49	83	130	150	132	83	
150	70	124	17	96	40	140	26	44	55	108	88	104	40	
93	8	152	44	42	26	6	123	138	133	118	131	129	68	
24	140	102	49	151	135	128	92	142	147	137	137	58	107	
85	35	43	15	139	96	52	78	18	19	98	45	71	136	
73	54	42	32	89	64	57	137	47	151	52	120	40	104	
32	102	113	108	135	133	27	14	124	93	138	90	60	103	
140	99	48	69	102	17	47	123	41	6	128	143	36	12	
62	89	51	124	148	38	85	109	7	111	92	88	19	49	
62	100	46	105	40	50	8	142	49	7	116	10	12	49	
32	22	120	88	64	50	82	3	106	158	42	132	154	119	
19	65	117	17	83	32	74	77	154	110	116	88	112	108	
125	33	103	22	29	20	80	113	32	151	105	17	5	32	
148	132	34	145	130	95	133	113	46	3	118	72	39	138	
152	23	69	148	142	114	61	41	58	123	111	42	0	156	
61	121	138	33	86	1	5	47	112	132	72	37	51	159	
52	110	50	124	151	31	85	115	43	19	114	157	155	129	
91	152	102	54	48	48	156	53	117	112	101	40	158	68	
1	97	134	74	138	113	159	53	22	100	36	158	152	152	
139	7	70	88	54	109	149	89	104	138	32	48	53	67	
72	141	18	117	85	89	107	23	155	71	115	140	152	122	
118	71	121	83	11	59	60	85	37	62	80	152	41	90	
121	133	153	112	48	52	111	73	71	64	133	58	74	36	
49	147	129	85	79	4	82	59	150	140	131	108	108	0	
93	103	117	53	140	10	7	138	35	113	57	84	92	12	
57	71	125	59	157	126	86	104	50	8	39	97	48	15	
127	17	111	134	127	155	114	142	29	82	97	133	4	151	
84	108	24	15	107	147	119	96	124	35	59	73	4	135	
124	27	62	24	83	56	113	36	122	39	99	58	14	144	
140	85	22	154	101	99	30	63	31	80	28	136	144	148	
147	106	41	149	150	61	3	154	36	117	87	142	49	159	
76	13	6	58	75	110	31	79	15	45	82	110	121	52	
80	134	63	133	3	129	132	135	119	58	99	10	21	60	
5	152	42	88	114	27	135	130	36	101	34	9	119	128	
25	113	28	146	118	15	77	12	110	64	91	47	68	102	
35	28	11	32	63	119	72	69	152	87	22	125	153	141	
2	124	95	78	87	28	109	158	84	150	156	27	25	28	
112	67	97	22	37	99	9	23	72	62	143	123	2	54	
150	31	47	25	133	93	13	11	15	3	112	140	109	143	
18	134	39	73	8	22	83	61	143	116	20	19	5	32	
3	109	117	43	75	28	138	95	110	32	100	108	69	90	
137	113	37	47	146	35	93	59	38	156	156	143	5	99	
79	74	122	147	72	79	148	139	122	72	78	18	65	87	
73	101	63	117	27	63	0	137	129	100	31	38	80	73	
65	1	9	131	31	46	11	74	98	86	67	138	7	87	
30	7	34	88	31	74	126	71	43	12	98	50	130	157	
80	30	104	145	103	39	33	105	104	52	28	58	53	118	
