46	1	13	51	27	25	30	54	36	5	28	45	60	41	34	68	17	27	5	24	9	18	58	60	
5	22	62	41	55	4	39	11	13	12	8	50	59	18	16	48	20	25	8	37	9	12	63	65	
57	15	39	56	53	11	12	24	64	47	69	16	66	15	13	67	52	32	10	44	26	6	25	15	
48	8	69	34	60	13	54	45	44	26	57	56	47	51	44	12	6	32	49	63	53	15	60	1	
53	58	67	57	45	47	46	1	16	2	35	51	7	63	0	53	61	49	10	23	59	62	64	31	
0	17	64	18	33	62	17	3	7	56	28	22	33	32	64	19	31	13	28	48	2	65	47	67	
37	36	23	30	63	63	42	48	2	30	66	20	47	5	14	61	9	68	58	13	42	48	7	26	
37	10	11	67	65	56	58	53	47	45	33	65	29	10	63	3	50	41	19	59	49	20	68	59	
38	24	19	48	7	46	33	39	69	69	15	14	38	25	27	57	51	44	8	38	22	18	58	29	
69	15	28	67	31	40	6	49	35	26	33	66	43	3	16	10	12	23	54	9	35	21	8	34	
40	61	61	24	68	63	5	61	13	60	59	67	26	34	18	35	27	1	45	23	8	25	19	24	
19	12	14	21	52	40	52	13	56	41	7	21	6	33	26	25	29	26	48	1	21	39	60	0	
37	13	20	33	6	11	65	10	27	22	4	26	52	17	46	15	48	12	35	14	24	24	65	4	
5	25	28	67	6	58	19	4	14	6	68	33	37	33	5	20	15	29	4	50	8	21	47	46	
52	46	37	15	18	51	6	23	22	35	51	37	63	37	58	31	27	66	25	43	9	47	43	21	
48	54	2	10	6	17	41	13	43	31	63	4	57	56	65	32	58	37	35	60	38	63	3	50	
39	25	53	41	4	37	7	46	24	41	67	36	63	34	6	49	6	48	1	25	61	48	5	60	
40	5	58	9	38	48	7	68	1	16	37	50	66	49	13	9	7	21	46	28	50	18	27	30	
16	25	45	66	63	52	69	40	17	19	22	24	65	48	68	42	16	3	40	2	0	52	17	19	
22	2	21	59	41	38	23	27	5	37	30	16	55	39	1	26	64	53	69	21	54	51	3	34	
53	6	42	59	53	28	33	19	21	22	54	61	45	61	58	15	45	63	52	68	61	21	41	61	
20	59	52	42	31	41	21	57	60	57	13	35	41	66	38	65	28	18	53	12	14	68	7	44	
69	66	64	22	39	27	66	10	8	65	5	41	67	5	34	66	52	8	43	61	45	17	20	24	
24	24	65	65	30	46	17	61	24	47	36	50	40	12	49	67	31	40	2	56	64	67	1	29	
1	2	69	67	26	59	18	49	29	57	7	24	47	34	31	41	20	24	32	10	14	67	57	57	
66	38	43	14	30	57	60	51	1	8	36	61	36	19	31	68	58	57	39	63	5	20	30	18	
69	20	57	10	4	29	0	39	66	63	23	2	37	67	5	25	49	40	34	34	46	48	1	26	
48	12	5	15	21	11	28	15	22	51	33	3	49	27	44	25	40	23	15	2	65	6	57	50	
3	31	18	54	4	43	23	60	0	16	8	8	47	16	67	57	34	69	19	9	23	40	22	38	
3	10	11	6	10	18	11	44	9	18	62	41	50	67	42	53	58	12	51	18	39	50	63	64	
36	34	44	5	65	4	59	47	66	47	56	48	18	18	0	49	48	17	52	62	44	61	40	46	
54	52	54	64	29	54	45	61	4	5	67	37	0	50	11	19	32	52	52	51	49	25	14	16	
5	59	31	27	60	46	33	65	11	55	7	36	18	50	29	19	21	0	33	67	58	61	48	37	
67	63	9	13	51	22	1	47	69	65	51	6	52	10	24	44	48	18	38	52	38	39	36	50	
1	10	45	34	51	37	3	61	66	2	46	30	38	14	50	60	47	57	35	8	54	56	62	42	
8	66	42	16	61	20	12	37	43	20	13	38	55	37	1	29	2	67	11	23	54	65	0	53	
64	5	52	33	8	5	67	56	8	63	68	0	59	20	22	21	57	15	23	7	14	55	11	60	
