28	1	29	26	41	37	5	28	46	38	47	4	7	47	21	2	19	26	11	34	10	26	28	25	36	10	22	38	23	25	
33	42	38	1	46	17	20	39	26	27	0	20	1	42	38	4	37	29	26	14	40	37	24	31	36	14	21	23	32	21	
45	21	46	15	21	15	34	45	21	47	34	36	48	7	32	11	41	30	3	11	14	24	25	46	19	35	37	27	28	28	
16	40	23	11	40	12	4	46	16	24	48	7	22	46	18	23	18	41	32	14	32	37	19	24	36	35	13	25	5	3	
21	43	18	26	11	38	7	40	30	31	27	41	12	18	26	27	15	2	35	30	33	4	10	6	29	40	1	24	3	2	
3	32	41	32	30	37	29	41	41	37	3	0	48	30	3	44	25	11	29	13	26	3	46	3	23	39	23	40	1	41	
11	16	32	31	41	21	27	13	19	32	12	44	38	17	16	9	1	13	47	16	33	43	42	40	9	2	44	21	6	16	
12	36	43	24	39	27	38	27	28	48	41	18	12	22	23	11	2	45	20	0	29	47	32	10	45	26	20	7	18	40	
47	9	8	0	15	3	35	25	16	48	11	16	39	4	8	10	3	3	9	6	5	25	3	29	37	37	3	17	33	37	
22	43	12	42	12	21	25	42	18	21	42	42	38	4	7	19	15	4	9	7	20	18	11	45	8	17	7	4	5	43	
20	22	36	7	44	1	23	22	41	44	14	2	16	33	0	1	22	24	39	5	10	36	8	40	10	12	21	43	11	10	
47	15	5	10	18	16	1	14	27	13	11	41	17	7	13	15	24	9	23	9	26	46	19	28	15	0	18	25	4	34	
42	21	45	4	23	11	41	0	35	1	26	36	9	38	48	4	35	17	34	45	18	23	46	49	16	36	36	10	22	1	
44	23	18	12	24	13	39	7	8	46	7	31	23	29	3	10	16	44	7	17	34	26	16	7	1	39	24	26	5	25	
25	14	31	30	37	10	37	39	7	13	1	8	39	34	17	14	11	28	42	24	42	29	6	29	2	8	15	6	11	41	
0	35	23	49	41	30	10	25	4	29	20	25	16	36	21	19	42	30	3	33	44	14	7	25	3	38	0	25	17	15	
30	24	28	8	19	39	27	48	49	27	15	2	18	34	2	16	38	26	20	12	25	6	36	25	39	39	30	45	3	15	
2	21	48	27	22	16	16	23	24	35	32	29	42	33	23	7	6	18	49	3	29	32	6	18	20	14	13	11	17	44	
47	24	10	23	10	38	2	2	28	0	43	33	30	42	30	23	38	15	23	16	11	1	12	0	22	35	2	33	36	34	
14	6	16	49	7	34	32	26	10	32	46	35	26	2	13	2	8	31	31	35	45	0	39	14	48	36	20	8	18	31	
