49	48	10	45	10	21	37	12	32	35	17	38	43	29	1	16	37	8	39	4	41	15	1	0	43	43	13	1	29	14	5	7	42	30	48	21	3	25	2	40	39	3	40	16	33	20	1	43	14	9	
8	20	12	46	44	32	34	29	9	42	18	17	23	44	40	46	4	42	44	30	40	14	25	6	35	5	2	18	29	41	20	38	32	10	45	33	32	13	5	28	6	23	46	49	9	2	12	15	21	36	
5	24	47	15	26	16	45	35	44	21	21	27	44	44	43	0	17	32	33	25	36	38	23	18	13	32	26	30	23	41	4	41	37	44	7	10	39	33	14	34	1	14	37	16	35	41	47	40	20	24	
20	23	12	0	10	9	1	17	37	35	48	14	45	43	20	9	11	30	1	16	32	22	37	14	44	22	20	30	27	30	9	19	44	45	6	6	0	38	38	6	5	16	4	21	2	21	41	3	2	1	
21	1	8	35	18	17	37	28	35	31	2	15	19	12	13	45	13	43	45	46	18	12	12	4	11	42	12	23	22	27	9	44	44	13	14	20	20	35	10	7	21	5	0	24	0	30	16	30	9	25	
47	29	33	14	44	49	21	24	4	45	29	29	24	20	17	21	13	1	39	32	0	16	16	37	30	2	20	24	27	43	27	34	13	7	7	24	34	2	46	4	8	20	32	15	35	23	43	0	9	4	
5	5	6	49	5	13	4	21	29	27	12	27	35	36	13	1	42	37	27	10	46	20	42	40	41	42	3	0	25	8	10	30	28	37	44	47	42	5	38	15	19	13	39	44	23	24	20	9	24	39	
14	39	44	2	19	27	36	37	17	10	14	0	39	16	1	40	20	23	4	44	33	32	0	15	44	29	38	49	33	3	32	48	25	22	31	13	31	23	42	44	44	45	27	46	45	45	34	38	41	5	
18	12	31	43	6	20	31	43	30	31	43	29	2	33	40	28	2	17	16	7	37	6	10	2	29	28	22	19	8	22	46	30	3	19	19	38	26	30	5	20	47	6	35	12	17	39	16	13	37	48	
7	47	46	18	47	18	6	46	6	39	45	8	23	8	46	37	43	37	11	26	23	37	42	2	26	30	31	2	32	30	49	2	30	13	39	11	24	3	5	8	48	32	48	20	1	40	0	44	21	3	
23	28	12	21	32	37	1	43	17	25	0	36	2	35	25	4	44	24	31	32	6	35	24	22	15	12	15	11	40	0	32	0	25	27	34	1	0	28	13	16	17	33	36	9	31	31	4	34	32	44	
7	2	2	19	43	0	24	9	13	34	21	39	27	10	43	35	27	33	31	45	1	29	1	1	49	28	10	29	3	48	5	27	15	20	39	35	17	39	41	23	23	4	34	10	42	2	11	10	33	2	
21	30	22	21	33	0	6	10	16	17	16	34	0	12	27	26	42	32	12	48	31	5	18	25	0	11	21	48	38	23	13	42	2	29	36	4	7	23	41	39	19	33	0	24	24	32	30	47	46	35	
29	45	17	26	37	38	32	32	29	2	2	20	44	8	43	8	11	36	9	20	11	38	9	38	43	25	25	48	48	33	40	30	44	34	39	3	12	24	22	47	8	17	16	28	43	37	16	10	40	49	
31	34	31	14	5	49	47	10	2	17	18	9	43	41	42	42	43	4	43	49	48	6	35	29	40	47	3	9	3	41	19	39	3	22	9	11	20	30	47	31	20	29	32	34	36	25	18	23	30	48	
29	37	19	26	4	38	38	43	16	48	33	21	42	9	13	31	19	14	29	8	31	34	31	45	19	16	12	21	47	39	41	19	5	7	19	41	41	32	42	19	42	14	48	8	2	32	13	24	18	6	
11	37	35	43	21	29	30	19	0	46	40	14	4	43	20	1	49	37	45	37	30	35	47	35	37	2	7	10	1	3	45	8	39	45	9	26	24	41	5	11	5	29	20	4	46	25	44	9	24	8	
25	42	24	22	36	43	24	30	15	2	40	25	16	45	40	28	9	49	32	49	21	10	4	42	21	45	34	46	47	9	10	49	45	40	28	36	16	0	17	20	17	1	10	23	24	27	22	9	31	16	
40	13	32	46	26	32	19	5	44	16	4	19	22	8	31	33	32	4	46	2	33	0	6	34	0	20	46	20	31	24	1	14	39	2	22	41	39	35	34	41	23	46	46	23	48	24	26	15	7	1	
20	1	28	40	29	1	12	33	24	21	26	7	5	19	43	0	46	9	6	1	46	36	49	25	8	29	1	42	10	24	49	35	38	47	30	8	33	42	27	3	20	39	45	42	3	40	47	22	11	0	
9	45	23	45	49	4	44	23	46	3	13	47	39	23	6	44	16	24	46	5	25	30	23	1	47	37	7	43	42	31	20	25	47	17	15	25	49	44	34	13	38	4	6	12	43	32	20	30	13	43	
36	15	14	7	24	40	16	45	21	18	4	11	47	46	36	33	39	38	20	34	47	47	0	41	28	11	16	5	46	12	37	21	37	17	22	45	11	10	15	17	22	4	32	43	30	21	43	39	31	4	
18	42	10	23	18	25	27	39	8	35	19	46	48	44	19	16	31	48	37	11	12	5	34	21	16	36	26	1	22	37	19	49	41	19	27	3	46	24	11	16	20	19	41	46	7	34	39	30	45	2	
28	48	6	33	33	19	4	11	14	41	36	33	38	21	43	12	8	27	19	36	3	4	31	14	47	1	28	29	49	2	42	24	46	18	34	37	22	12	0	43	33	7	27	47	40	4	32	36	40	3	
47	27	47	11	27	32	26	32	3	2	9	25	44	14	31	16	9	2	24	38	11	49	31	38	14	10	25	44	40	18	22	8	18	0	33	18	3	26	8	35	21	11	20	9	49	39	23	9	4	34	
47	30	21	36	8	35	10	14	35	0	41	32	42	40	1	5	8	43	48	7	48	23	40	34	29	34	15	30	12	7	12	30	3	7	11	6	39	17	44	39	46	6	27	19	29	43	42	40	23	26	
32	31	34	11	13	23	24	32	46	23	34	23	0	24	13	22	25	8	31	27	27	47	16	30	15	28	24	40	12	25	2	40	9	43	44	40	36	10	7	11	6	43	41	44	45	20	31	35	4	45	
30	3	43	4	8	19	9	32	39	28	45	48	1	37	6	41	20	11	30	34	33	46	19	42	47	48	4	31	19	42	38	45	20	33	2	5	14	44	0	18	0	29	5	40	41	5	22	5	44	26	
27	49	0	23	42	24	15	24	30	44	10	27	34	21	32	2	33	42	10	0	22	32	46	20	43	38	30	33	33	4	32	13	40	15	6	9	33	36	37	25	14	13	33	16	36	45	31	3	2	11	
31	43	40	47	30	0	31	36	15	15	31	45	29	19	48	30	26	46	47	41	12	47	16	17	6	23	26	25	23	45	45	30	47	20	44	6	36	44	11	23	3	13	42	20	22	5	20	30	37	2	
12	47	47	29	31	34	41	18	24	34	31	23	27	25	8	8	37	40	27	1	16	30	39	34	19	41	2	26	19	32	29	24	45	25	20	32	45	15	41	12	8	43	2	39	2	41	37	39	16	8	
21	15	41	9	30	32	48	14	1	23	26	12	42	12	44	46	17	36	27	38	34	5	11	10	26	33	9	24	35	26	45	1	49	44	32	49	49	49	16	10	21	32	16	44	11	42	17	27	23	12	
5	10	3	45	7	23	34	16	22	12	5	34	31	45	30	13	19	43	7	18	11	20	38	12	32	2	34	48	40	25	39	35	22	48	24	17	31	40	10	16	30	11	14	46	43	23	40	4	11	9	
23	7	42	16	3	40	21	18	24	20	11	35	4	39	38	14	13	21	8	6	42	15	11	23	22	22	21	10	0	31	8	15	22	36	39	30	11	30	27	34	24	3	12	9	46	27	21	8	19	45	
40	30	22	11	4	17	39	22	47	4	40	2	6	1	4	18	38	2	29	12	23	44	21	6	33	16	43	40	6	39	1	28	23	24	30	15	24	39	11	47	29	39	0	26	48	49	8	31	25	47	
26	33	25	47	38	29	6	11	44	8	12	8	13	2	5	42	4	24	8	27	20	49	27	34	3	40	32	6	42	21	26	28	18	25	34	3	24	34	35	21	10	8	24	27	11	47	30	9	1	31	
