4	35	48	61	78	6	75	80	52	45	
34	4	69	4	80	64	87	4	61	78	
76	6	31	64	43	0	34	20	83	13	
61	0	65	58	22	9	45	54	38	68	
65	82	53	44	11	22	7	26	72	19	
45	3	35	76	10	7	72	48	88	88	
29	15	70	74	87	13	45	44	17	51	
32	12	32	46	2	19	85	43	62	62	
30	37	41	60	82	61	54	42	58	38	
89	74	21	55	16	0	4	25	85	29	
25	65	28	15	23	37	72	75	15	50	
39	75	62	69	15	64	46	76	50	84	
52	68	9	10	51	68	4	19	9	1	
41	86	60	53	64	44	1	65	28	41	
27	57	21	21	41	9	49	56	55	80	
10	48	41	82	58	64	43	0	20	36	
58	47	88	27	58	36	12	46	2	36	
84	11	33	73	15	86	28	11	70	0	
56	29	13	8	35	43	34	25	79	37	
17	37	68	21	28	75	32	73	20	14	
73	46	38	73	31	33	79	81	70	71	
86	28	53	44	38	40	20	79	40	52	
87	33	74	20	14	40	45	48	7	77	
84	2	77	54	40	3	29	11	36	66	
4	15	66	29	30	64	65	13	71	15	
32	37	75	59	33	79	29	87	30	60	
55	82	44	75	39	62	41	20	43	46	
45	13	44	54	88	15	29	64	43	5	
14	56	6	56	55	16	52	76	38	88	
44	17	34	79	47	10	12	62	42	43	
69	83	64	58	25	80	72	67	16	61	
88	68	76	17	75	51	5	20	6	66	
24	22	77	13	56	66	21	3	15	36	
19	3	31	11	49	86	66	53	23	45	
59	3	26	72	52	5	45	58	82	17	
74	82	32	88	31	43	73	35	29	61	
41	53	15	50	48	87	79	70	58	1	
45	81	28	67	14	57	32	86	42	36	
33	84	22	24	71	72	36	85	15	32	
8	7	55	89	20	87	79	88	23	61	
3	46	77	43	19	77	19	45	15	3	
86	19	32	79	5	13	42	55	19	21	
56	7	4	31	68	29	50	79	46	85	
37	75	12	9	30	7	44	75	44	24	
3	86	63	21	38	80	73	63	21	55	
71	40	7	17	54	64	12	84	14	2	
86	44	59	71	39	22	6	86	81	49	
87	36	47	1	75	33	59	84	27	65	
17	35	56	0	57	24	85	63	74	1	
42	18	79	22	44	48	43	55	9	75	
73	85	76	77	78	4	14	89	77	39	
44	52	76	20	76	78	32	41	47	70	
22	39	69	1	1	36	73	54	67	58	
13	88	82	28	7	63	69	60	71	0	
7	52	56	45	35	21	44	12	67	49	
44	42	11	4	23	13	83	55	56	16	
14	41	43	39	9	24	18	58	63	57	
87	36	71	15	78	19	10	86	34	12	
34	34	35	88	75	63	26	7	85	62	
72	11	57	5	50	78	18	32	55	65	
9	60	15	7	12	33	42	4	66	78	
28	59	22	17	69	37	9	82	87	69	
38	21	0	33	78	26	82	11	62	71	
53	4	34	34	66	32	68	43	60	27	
41	53	13	43	27	43	10	1	6	33	
43	44	36	57	10	39	85	80	41	69	
23	13	30	11	16	24	85	85	19	53	
49	62	12	73	86	56	18	37	27	60	
47	18	64	70	41	5	64	16	19	87	
87	26	4	31	71	43	75	51	80	34	
23	88	0	76	31	78	89	88	37	72	
20	14	30	26	8	51	13	71	31	29	
18	67	83	13	72	72	83	27	68	39	
66	59	18	23	88	70	27	36	44	87	
40	65	25	4	55	71	74	24	44	76	
40	26	4	49	14	36	77	85	18	83	
25	1	1	14	88	57	65	82	21	72	
8	66	47	75	18	26	7	85	64	33	
20	18	67	49	2	55	24	67	39	51	
67	40	34	49	55	48	5	11	87	87	
6	64	9	58	10	56	55	78	39	32	
61	58	46	68	7	22	42	80	82	67	
24	25	84	5	34	33	39	82	26	56	
37	4	59	24	74	53	79	27	52	41	
8	0	49	29	48	0	19	26	37	45	
66	50	34	46	9	13	43	68	29	89	
75	51	88	12	13	8	16	33	8	67	
80	44	15	40	66	61	43	25	85	37	
71	31	12	46	39	78	76	23	72	52	
16	60	69	50	3	27	71	80	51	46	
53	58	38	12	30	82	49	30	69	50	
69	19	62	85	71	29	71	12	59	23	
0	48	14	82	32	82	50	60	11	67	
29	8	20	53	19	48	5	25	63	62	
34	9	56	29	59	35	19	37	53	55	
12	19	44	41	31	48	8	76	53	30	
48	31	78	74	33	2	25	4	25	66	
16	50	31	57	83	52	44	10	11	83	
20	48	14	46	73	29	29	15	64	40	
65	89	62	24	41	60	72	1	2	74	
