106	109	168	157	22	48	94	110	58	136	83	159	14	150	76	97	
23	50	19	109	47	84	21	121	169	78	43	79	161	125	40	62	
142	169	90	148	162	5	74	107	138	64	74	154	48	33	24	72	
119	144	8	92	128	46	12	39	1	85	146	145	134	169	79	41	
26	31	112	19	168	145	40	90	125	82	96	157	79	15	5	136	
63	87	84	127	52	72	142	44	59	47	146	140	29	44	138	1	
127	64	63	41	19	147	167	101	76	98	130	160	35	22	110	83	
62	143	31	3	26	144	17	5	53	156	169	20	34	167	146	107	
77	0	115	18	99	38	97	25	15	158	141	62	126	147	21	94	
141	68	135	6	169	80	11	45	101	119	113	84	126	57	42	132	
66	29	38	64	17	143	97	121	102	120	71	145	112	64	34	132	
137	12	73	92	39	63	143	4	60	81	4	38	79	69	62	18	
109	67	127	31	57	153	131	27	158	126	14	163	143	153	14	143	
9	99	61	75	21	39	164	155	153	128	64	138	139	33	76	9	
6	144	71	80	121	155	56	98	19	155	149	109	9	19	120	158	
43	7	93	62	100	69	82	54	77	13	127	95	7	166	147	38	
113	113	80	25	19	50	55	75	127	123	50	17	46	4	10	106	
132	31	44	72	144	8	27	120	0	6	141	19	67	23	14	169	
163	18	46	2	103	86	124	161	57	118	82	91	64	5	165	71	
66	155	155	70	147	111	40	46	73	49	98	154	34	158	137	80	
149	71	68	154	59	122	5	122	58	130	65	31	65	54	68	8	
86	85	130	130	7	18	50	55	98	84	26	133	54	86	60	17	
51	24	162	25	1	169	169	143	92	121	7	136	132	33	121	80	
100	151	61	145	36	166	161	56	134	130	99	86	75	0	106	81	
135	95	50	85	15	54	53	19	59	18	113	110	97	169	40	18	
105	145	89	64	157	123	28	113	17	133	115	3	11	163	98	5	
156	103	143	64	99	139	35	94	88	49	18	165	57	114	0	43	
130	48	30	95	81	159	18	48	34	23	167	87	11	144	17	62	
132	120	90	15	37	113	148	109	77	144	46	158	20	35	6	89	
50	60	67	162	96	134	149	140	10	108	167	90	109	56	141	88	
117	44	93	93	91	100	144	19	158	25	129	7	13	40	148	74	
166	3	53	6	143	119	10	32	134	138	135	68	72	116	68	16	
108	15	44	55	148	100	56	25	44	60	76	144	94	124	53	5	
37	71	3	24	21	40	105	127	157	108	154	111	117	122	21	147	
37	93	66	111	58	55	5	35	1	2	43	138	14	60	70	115	
74	58	4	46	14	35	110	6	162	80	155	13	112	99	15	33	
39	12	159	166	48	22	11	115	114	105	18	77	20	72	131	17	
72	109	89	64	81	55	31	103	130	74	42	162	134	8	80	159	
122	149	90	39	118	121	108	168	167	123	150	35	106	51	124	106	
34	30	159	138	108	161	100	95	14	132	159	158	138	124	44	118	
71	26	99	116	17	127	35	0	106	12	86	49	166	98	114	68	
101	31	165	16	52	79	147	11	99	70	22	28	124	0	71	5	
152	57	14	131	157	74	79	105	42	124	92	1	156	86	158	8	
12	166	136	118	35	85	117	41	125	166	60	87	158	16	33	90	
94	156	164	31	100	110	56	155	9	134	30	17	100	118	144	148	
51	49	74	124	26	76	63	7	11	88	140	80	108	73	36	49	
74	99	20	37	92	10	39	125	101	134	79	131	62	135	118	109	
115	35	122	27	119	116	59	2	33	37	80	127	138	54	19	12	
51	63	80	120	52	64	61	104	55	160	81	84	4	80	159	6	
110	128	54	17	102	135	13	12	86	49	130	136	19	120	169	24	
44	30	156	13	169	91	52	99	128	64	68	166	163	15	110	55	
163	136	130	167	83	166	161	65	12	96	87	41	126	86	74	113	
166	130	27	57	81	45	60	60	87	24	63	127	36	37	90	127	
30	63	53	121	116	161	97	81	82	101	122	120	129	166	140	21	
68	63	99	33	152	149	110	148	51	128	163	50	147	137	95	71	
156	93	8	89	29	139	29	46	122	70	25	146	147	165	79	7	
51	99	131	131	129	150	9	168	166	81	24	103	153	37	1	144	
19	86	57	47	82	164	6	16	150	89	118	101	163	112	85	162	
146	93	111	7	149	60	107	6	91	79	118	99	39	72	53	96	
121	68	86	165	43	101	52	131	117	64	39	27	85	32	162	75	
97	79	155	94	36	66	51	37	46	132	92	166	41	90	144	134	
23	150	22	32	27	51	26	7	29	41	167	157	130	10	79	72	
109	152	64	24	74	49	59	162	130	142	11	12	152	41	47	47	
128	124	97	129	48	144	161	54	10	18	115	15	78	110	77	36	
48	57	68	78	43	144	158	45	14	85	103	139	112	73	96	29	
47	14	95	106	151	117	151	66	19	127	29	14	45	125	166	70	
161	119	114	116	158	144	143	59	139	52	24	167	133	100	101	169	
123	135	57	153	62	113	21	145	165	132	61	138	160	28	2	4	
164	34	59	144	127	118	16	41	53	103	75	85	11	151	151	82	
91	159	98	24	8	1	128	164	19	20	58	119	151	88	159	21	
20	159	135	141	90	122	169	148	165	96	158	13	4	32	123	128	
46	102	146	53	79	122	112	67	20	3	18	86	125	66	21	12	
25	152	114	33	130	71	131	166	10	63	31	136	93	146	59	134	
32	110	71	119	130	135	161	164	138	153	161	73	70	165	148	38	
117	68	70	166	59	50	115	67	91	4	163	152	164	88	15	15	
25	167	32	6	92	91	160	48	112	95	74	12	86	36	53	121	
13	40	126	8	20	118	119	167	21	143	20	61	93	65	52	138	
124	137	73	143	85	124	48	104	56	35	104	17	143	49	160	163	
32	156	65	73	7	80	82	31	33	5	86	114	32	48	83	149	
92	60	138	154	117	31	149	64	91	7	123	138	141	113	34	45	
53	33	47	76	124	68	90	111	22	130	91	61	144	87	74	88	
102	150	107	99	76	137	31	149	123	43	157	24	11	113	94	153	
61	112	126	136	133	73	84	59	167	4	1	122	15	107	22	141	
144	110	4	69	76	152	137	118	139	85	135	50	27	35	124	87	
95	67	154	42	2	24	151	22	21	123	2	55	65	91	20	51	
129	63	120	130	81	69	38	6	59	97	14	147	62	46	157	81	
8	154	140	45	123	60	117	65	35	17	119	123	50	52	152	82	
144	122	134	78	91	28	96	126	62	95	164	99	74	83	59	154	
112	23	23	114	110	110	21	17	100	151	100	112	156	91	132	124	
166	117	107	89	162	17	4	2	162	112	139	0	161	131	146	11	
97	130	21	146	67	9	133	167	55	3	157	82	116	74	89	52	
61	109	78	157	92	33	49	132	136	136	86	134	164	5	104	29	
130	10	56	168	14	151	129	9	25	135	32	102	28	162	118	141	
15	26	97	7	6	105	109	137	155	15	73	16	15	118	41	108	
122	11	55	112	44	137	91	125	84	157	98	100	53	143	85	92	
57	168	46	130	7	151	143	121	138	144	54	27	109	55	37	67	
40	5	49	120	31	26	153	120	83	167	114	62	60	11	75	74	
68	169	112	24	17	84	19	74	116	4	94	36	169	130	61	85	
84	78	0	107	80	23	119	1	8	38	96	91	151	114	102	125	
59	45	117	65	27	79	125	140	122	59	0	81	161	28	132	0	
