52	40	54	25	82	83	27	98	28	77	34	67	56	83	15	61	18	35	88	98	62	87	86	50	31	60	3	73	83	23	72	24	85	43	71	20	69	94	4	2	
58	70	93	24	86	24	84	1	75	27	21	1	49	90	32	68	58	69	6	38	29	90	80	39	8	50	54	61	17	34	5	39	55	31	67	0	71	6	72	49	
81	81	86	64	9	68	34	28	94	95	58	18	13	10	36	17	9	23	45	6	92	19	68	66	95	32	22	70	98	59	5	14	86	19	29	78	64	78	67	77	
30	36	62	51	34	53	88	50	79	15	13	13	65	58	60	62	77	49	43	86	25	2	57	56	38	30	87	7	15	39	51	72	67	50	65	28	60	1	81	10	
87	98	6	21	56	18	61	13	33	58	5	41	79	20	99	70	22	54	80	63	35	19	10	85	64	55	96	32	47	70	69	52	64	16	0	22	41	96	43	96	
45	79	50	61	48	72	0	97	45	67	23	62	6	35	37	39	66	77	39	30	43	43	82	16	14	5	38	76	28	23	47	19	26	16	40	24	72	27	46	85	
20	69	41	20	17	50	27	51	17	17	53	79	80	52	68	80	67	73	73	4	80	60	8	21	22	72	12	85	23	4	43	21	95	75	2	98	57	69	68	56	
96	67	16	28	46	94	93	50	48	87	85	36	75	6	26	79	37	45	18	36	82	27	91	22	89	55	82	2	60	75	28	87	91	83	14	50	25	8	19	23	
72	85	18	90	64	41	90	12	14	77	69	81	11	33	84	35	18	75	17	50	56	45	80	76	39	73	24	52	62	98	30	22	32	93	39	49	47	14	79	98	
46	33	55	40	35	49	60	2	75	85	78	17	71	30	47	27	64	81	18	77	51	1	44	60	51	5	54	61	20	24	89	98	89	6	6	62	86	20	50	84	
60	23	42	99	27	46	53	59	29	94	19	47	61	97	19	73	7	39	13	50	76	75	89	27	9	70	31	13	32	61	75	52	96	94	29	24	51	42	39	5	
31	78	49	62	68	28	94	72	4	88	9	13	29	72	25	39	85	78	85	99	25	45	13	88	68	78	23	73	70	81	72	96	13	16	86	64	16	64	89	98	
67	96	65	32	96	63	23	67	39	54	94	87	2	86	98	89	27	68	84	36	30	72	92	97	15	47	98	14	78	53	65	3	91	99	87	17	45	67	99	10	
11	90	76	65	29	51	94	50	33	70	87	47	98	46	36	32	3	72	39	17	84	38	53	6	97	21	77	55	60	64	39	41	42	17	20	69	3	45	55	49	
56	0	33	37	25	31	50	93	26	11	84	16	47	55	13	32	13	90	76	65	73	22	13	48	28	41	58	32	85	14	99	35	58	88	58	82	61	48	40	59	
7	17	12	39	60	45	77	61	98	18	16	94	93	18	60	15	28	13	37	40	73	42	77	99	3	17	10	10	61	12	98	46	4	48	68	2	25	43	54	20	
97	80	96	43	74	52	73	13	14	40	55	91	53	72	53	87	24	34	60	42	13	84	18	60	61	49	23	33	88	94	87	22	93	42	34	41	81	78	38	94	
64	7	18	36	51	32	32	36	92	1	5	72	93	87	54	75	95	91	59	89	63	29	1	11	66	2	68	61	19	95	69	8	39	31	87	75	17	63	49	21	
76	40	85	54	96	45	93	28	33	64	94	40	40	80	2	58	41	42	3	14	90	12	90	33	61	54	34	56	37	32	96	15	55	41	0	87	52	91	88	90	
24	75	61	20	85	60	84	96	2	60	98	0	4	15	7	70	38	97	78	51	41	23	22	98	26	74	86	7	48	76	45	38	32	11	96	68	0	8	74	13	
64	89	99	79	95	36	86	38	61	0	8	45	63	17	18	94	21	32	50	78	4	17	34	16	52	58	43	44	95	25	17	92	72	57	16	59	36	14	22	14	
71	3	17	16	89	57	68	18	55	99	9	88	0	41	91	39	76	14	74	88	64	14	3	50	33	36	46	92	16	45	12	6	87	82	6	14	62	4	0	22	
92	99	87	50	8	64	86	52	9	84	16	65	26	59	38	78	88	78	85	91	86	37	18	45	66	21	94	74	13	65	87	20	94	60	68	46	12	15	17	7	
95	1	42	81	4	65	42	77	21	83	89	3	69	20	30	68	12	27	11	92	64	69	52	10	74	73	47	38	52	57	83	59	41	87	28	46	4	27	57	3	
99	26	21	15	35	63	76	31	8	54	51	92	50	23	83	16	2	0	6	17	1	83	96	97	12	95	69	63	45	14	85	40	10	97	6	9	34	40	26	89	
78	4	84	35	50	59	40	44	6	40	79	63	49	24	81	53	59	25	15	4	95	45	69	51	19	98	68	81	0	2	54	83	51	83	86	15	74	2	80	96	
69	88	31	52	93	41	45	34	71	84	52	65	94	12	5	53	77	15	59	89	76	6	31	33	98	53	71	38	17	87	66	40	80	45	97	33	81	92	64	61	
11	70	69	62	81	48	22	61	57	94	46	2	22	95	77	66	36	19	17	95	35	15	98	6	26	96	19	20	37	76	55	42	44	86	25	16	98	49	19	16	
27	88	79	81	89	29	5	91	1	21	37	30	52	21	41	76	92	7	87	35	22	82	89	44	13	51	22	41	28	85	16	26	14	10	8	49	99	85	66	91	
36	67	71	67	72	57	98	10	9	11	10	65	18	53	82	0	35	75	58	11	59	78	38	43	43	50	41	98	95	83	28	88	98	61	51	63	27	88	45	62	
86	8	59	78	74	82	74	73	41	76	78	25	99	0	36	46	29	21	4	56	5	1	84	56	82	15	32	28	25	89	70	10	11	94	96	74	55	3	50	49	
20	31	98	23	0	94	14	28	45	94	31	71	61	13	9	11	9	84	32	20	98	57	66	14	83	77	35	33	95	23	69	34	84	4	78	25	90	24	24	28	
18	11	64	91	3	55	63	70	42	62	41	14	38	39	16	23	10	0	89	72	44	91	67	76	8	56	77	24	61	87	23	7	28	63	85	41	71	70	2	1	
5	48	67	34	81	11	92	41	89	5	86	58	68	22	12	20	64	37	4	34	69	14	2	85	37	25	94	40	85	38	19	4	76	85	64	16	87	22	63	20	
48	67	30	10	65	89	61	98	17	23	91	45	91	21	77	13	43	7	89	92	69	36	92	66	57	26	46	80	16	99	80	43	70	57	32	74	9	35	85	22	
71	16	74	0	85	17	0	64	38	67	28	89	59	7	88	52	36	52	86	87	52	63	3	47	87	72	37	29	66	52	8	15	17	35	88	15	64	90	28	94	
43	91	92	91	59	88	88	25	2	73	32	7	68	45	48	76	60	57	65	12	2	73	91	38	47	43	23	66	84	54	20	94	25	37	45	98	65	46	86	2	
90	98	48	18	82	85	8	73	57	34	92	29	39	29	93	66	67	50	5	37	61	3	77	97	57	30	31	67	17	53	25	23	25	19	29	59	75	64	6	19	
29	28	70	2	84	28	26	88	2	50	11	69	96	93	81	67	66	46	61	4	91	30	17	28	11	20	53	78	36	17	30	41	97	47	58	9	24	7	79	20	
86	97	36	69	99	27	22	19	57	77	12	75	75	84	91	84	95	4	90	83	67	49	97	72	68	55	13	4	61	74	98	5	23	93	38	40	75	1	55	98	
86	87	4	19	54	64	98	76	9	85	93	23	17	7	86	88	67	11	83	58	66	0	77	53	77	43	11	56	81	92	61	8	4	71	73	88	2	53	2	95	
62	10	33	28	39	19	5	97	9	45	56	28	63	5	12	69	54	51	72	96	55	19	46	80	4	19	91	3	0	71	91	86	58	90	76	96	3	42	90	82	
71	40	63	16	91	21	97	48	5	33	65	49	59	51	72	47	89	61	29	50	9	43	50	1	32	6	4	22	99	72	34	79	61	63	5	27	36	17	14	28	
52	89	1	13	19	15	95	73	39	11	72	91	59	8	18	7	52	95	18	18	93	51	20	2	90	59	58	98	45	41	94	66	59	75	1	14	69	31	21	21	
4	79	12	28	59	75	59	53	40	71	49	96	67	9	76	65	90	77	6	52	22	28	10	45	75	86	22	27	79	84	32	80	37	2	41	95	66	67	10	39	
1	67	59	20	67	94	63	5	82	3	77	81	87	34	32	70	55	0	50	59	3	49	27	30	16	33	46	51	6	68	2	84	38	99	2	43	87	21	27	77	
37	58	22	13	24	68	26	13	64	23	69	45	23	99	67	70	97	34	97	5	45	83	43	21	12	31	79	47	9	34	6	90	44	30	22	44	1	13	76	57	
62	93	81	38	21	89	51	85	8	6	8	87	21	39	37	78	98	47	98	62	15	26	76	84	23	7	37	63	66	41	4	67	16	40	88	75	24	11	51	18	
19	61	75	55	0	1	65	58	66	42	79	67	88	64	71	82	81	81	11	85	23	13	68	71	91	9	99	45	7	6	71	39	21	22	80	99	44	44	46	14	
80	86	65	90	51	36	41	49	31	28	83	85	28	32	43	68	78	36	30	6	48	33	51	9	60	23	5	17	31	60	8	26	73	58	25	55	10	95	17	69	
92	99	75	37	73	79	37	51	41	81	40	84	46	69	12	11	28	83	31	8	60	2	96	77	8	97	23	75	44	73	36	13	1	24	1	48	82	93	55	48	
6	64	7	6	45	73	45	3	46	89	90	28	46	37	40	64	62	32	11	84	25	4	5	58	17	93	13	7	56	90	20	22	14	21	33	4	65	85	39	42	
54	47	50	14	11	58	55	67	59	12	5	84	9	7	36	76	29	60	41	72	57	79	52	66	76	4	3	35	89	34	0	55	71	83	3	60	98	48	2	77	
82	79	24	66	47	63	73	6	52	31	35	20	70	20	76	28	85	92	64	37	23	32	54	48	65	34	44	36	47	36	79	31	11	38	73	42	57	42	69	45	
87	19	69	52	43	7	63	35	76	19	58	72	38	73	61	22	25	68	94	32	81	29	33	45	3	25	28	24	90	96	79	33	17	36	9	35	37	74	45	24	
47	91	75	50	90	91	83	44	67	49	61	62	18	75	96	58	70	8	68	81	34	39	47	57	3	94	71	61	82	13	42	42	86	77	12	93	95	82	42	0	
62	45	56	94	85	55	32	35	91	99	11	19	69	33	97	74	40	57	97	6	27	47	39	6	98	98	5	21	5	65	25	23	75	56	97	18	50	0	74	71	
83	45	99	88	19	78	38	88	45	81	85	87	53	44	79	52	42	20	6	80	48	12	52	44	13	58	6	71	69	94	13	0	41	24	85	39	48	13	45	38	
58	30	28	74	70	21	14	28	15	72	98	59	72	40	32	60	33	10	0	30	54	50	33	12	90	30	17	36	0	38	30	53	34	71	98	9	84	37	64	17	
53	50	46	75	5	36	4	99	70	18	31	18	93	64	39	23	21	13	19	47	80	86	42	69	29	30	55	19	53	40	94	84	71	86	82	6	12	60	28	68	
57	25	10	74	86	6	82	6	19	43	34	56	42	5	20	49	4	89	42	80	59	83	31	32	25	36	38	54	63	53	9	32	81	42	91	40	9	90	46	21	
35	45	7	48	67	53	16	30	51	57	4	4	56	54	15	75	73	99	53	86	19	83	9	63	79	74	24	68	78	56	8	60	2	8	18	49	35	64	98	67	
89	63	5	51	6	84	95	34	68	25	29	67	12	60	22	48	10	85	86	76	81	3	10	78	91	94	75	17	86	2	91	97	47	65	53	13	80	53	82	56	
8	52	68	23	90	22	48	4	23	83	68	89	22	91	30	64	7	4	89	75	45	89	22	68	52	16	24	43	37	85	24	39	85	74	55	83	26	97	5	39	
54	68	44	36	41	73	96	73	86	65	29	87	22	4	15	16	13	20	61	32	47	37	78	28	70	37	13	72	66	76	51	96	14	56	92	52	31	0	34	10	
71	91	87	89	26	12	19	20	49	33	57	0	57	73	50	94	48	30	16	5	55	87	6	76	67	91	5	65	82	69	42	79	98	5	83	2	6	87	80	13	
81	42	68	87	66	35	46	62	10	49	22	10	18	51	56	83	78	93	59	35	31	39	35	19	56	90	93	60	4	73	37	98	44	65	2	77	16	66	14	12	
33	90	4	87	29	3	79	36	71	10	37	58	94	78	46	27	5	12	88	25	94	9	59	36	39	69	50	10	50	43	28	8	45	85	14	44	74	52	10	28	
45	37	13	95	24	95	29	87	68	41	73	84	66	79	80	43	85	25	45	19	8	44	2	85	56	58	39	30	79	41	1	19	52	44	97	96	83	41	11	23	
42	27	72	25	13	96	11	42	67	43	95	70	54	65	27	7	89	77	89	27	38	50	81	0	98	21	6	67	36	97	61	34	22	4	25	76	8	75	20	91	
97	69	8	25	4	64	16	44	78	74	78	17	17	56	76	96	32	85	59	79	88	38	60	92	97	61	59	9	74	44	99	3	38	12	40	39	74	76	11	18	
35	8	39	35	82	34	25	67	17	0	78	52	57	32	69	67	98	86	96	45	58	80	13	5	82	60	26	12	56	18	38	62	29	57	83	93	79	61	61	56	
98	62	21	98	1	4	71	17	98	15	26	30	90	43	13	75	70	49	51	5	10	0	97	3	60	31	28	63	34	56	66	0	50	99	17	42	18	97	95	22	
32	28	6	86	0	79	91	78	98	83	47	88	12	18	22	18	35	95	96	22	38	87	43	26	54	27	46	38	86	96	51	4	29	32	95	40	14	86	56	29	
5	58	6	71	34	87	95	35	18	45	16	32	58	63	36	52	77	86	7	28	56	92	53	49	32	1	91	12	15	80	47	93	71	78	59	97	4	75	31	37	
11	78	36	75	8	67	50	91	73	12	38	27	15	22	93	53	98	90	24	82	83	80	56	42	45	86	47	33	86	15	6	1	51	0	11	98	63	8	87	42	
70	0	17	63	13	32	53	58	63	70	95	23	37	42	56	3	99	84	58	74	36	74	61	79	64	3	47	45	95	53	58	47	13	68	73	60	48	37	87	98	
70	82	16	65	27	79	73	57	96	2	24	69	6	48	43	86	78	45	42	40	3	15	48	91	14	86	78	86	26	78	66	1	75	15	94	18	16	2	30	8	
49	90	49	55	89	14	48	55	20	29	21	83	21	84	63	89	12	60	91	74	22	1	2	97	59	35	34	77	48	64	24	47	29	78	36	25	15	59	9	13	
43	7	60	47	16	11	18	43	99	52	89	54	64	70	0	88	18	15	17	86	43	24	16	59	77	11	82	61	29	16	17	34	43	18	74	42	0	37	69	86	
12	83	0	52	31	48	15	2	51	7	96	41	93	58	79	48	57	85	99	77	23	20	32	88	34	64	88	82	49	20	44	29	23	81	24	3	17	79	99	84	
46	51	34	47	98	55	36	25	59	16	83	88	58	84	66	83	83	7	90	58	87	8	40	54	91	18	1	71	49	68	65	70	4	39	54	50	10	78	64	3	
62	24	54	14	20	39	24	12	92	4	24	86	70	16	92	6	49	18	14	53	27	74	56	20	53	62	11	4	1	48	42	61	76	69	75	8	35	37	41	67	
85	79	74	90	26	40	53	0	12	36	56	27	87	98	16	61	4	78	58	96	3	24	62	65	1	79	63	8	77	31	49	20	67	16	31	67	63	89	49	97	
37	46	71	35	5	38	13	42	58	25	67	82	20	98	88	49	70	85	70	84	91	0	40	90	6	51	12	43	81	82	30	65	63	31	99	55	41	85	84	78	
94	45	85	30	56	3	61	17	59	65	0	75	54	28	95	54	1	24	85	44	80	79	15	55	31	54	8	77	23	73	63	11	57	80	61	92	63	30	19	94	
67	9	16	1	97	4	65	35	36	35	18	33	53	89	73	56	52	85	77	96	71	98	73	78	87	91	56	77	17	52	21	52	78	31	11	18	23	80	22	71	
0	12	91	94	98	24	43	32	55	90	75	60	61	80	39	78	90	90	20	31	55	16	12	87	98	33	25	62	38	10	59	79	5	86	59	79	88	58	5	59	
67	82	74	70	69	20	27	97	45	90	41	4	43	82	98	66	92	12	86	18	60	88	11	58	2	71	91	72	47	46	35	64	85	45	10	28	27	38	60	96	
18	40	93	3	50	43	82	30	90	44	85	28	11	30	70	46	28	45	63	50	72	57	94	31	89	59	94	32	84	80	90	38	53	15	18	68	12	26	40	14	
16	17	40	54	34	27	29	56	22	57	70	0	45	93	25	18	18	48	7	9	86	73	14	89	15	26	73	71	46	40	8	75	29	87	17	95	28	71	18	67	
29	68	94	21	59	77	20	59	24	32	1	71	86	74	35	10	20	57	30	17	46	52	23	81	66	54	65	7	75	51	63	96	36	12	89	47	51	6	95	46	
60	7	76	54	88	45	77	20	63	71	60	0	54	38	64	20	71	73	11	18	78	42	92	91	72	74	72	57	91	91	7	72	6	72	76	82	85	66	96	97	
84	82	33	46	40	95	44	59	30	86	37	16	93	97	59	11	64	98	51	88	29	9	31	13	81	37	52	44	31	3	25	50	76	44	59	54	53	15	13	75	
62	71	53	6	16	67	30	74	45	76	21	42	7	83	31	65	46	16	89	94	67	91	31	30	39	15	35	36	62	48	61	91	97	42	32	7	70	20	20	81	
19	83	20	25	19	25	16	79	28	27	15	98	18	47	66	22	24	1	81	0	33	20	20	28	99	93	98	66	97	61	94	75	77	33	66	75	83	76	77	48	
3	8	70	19	34	29	67	14	16	35	96	82	16	7	72	74	61	45	70	65	52	61	78	74	71	65	20	62	73	35	98	40	97	88	89	45	85	1	37	45	
66	25	97	79	14	16	15	44	67	50	14	32	39	77	82	6	98	14	9	89	63	43	11	82	23	87	65	4	21	33	44	40	71	71	12	5	58	91	28	35	
