21	55	67	62	20	14	53	42	32	41	15	25	24	15	1	48	5	14	39	62	66	63	68	26	51	44	7	24	15	21	34	40	32	26	24	43	7	68	35	16	62	61	64	34	19	60	53	3	39	35	
17	49	24	23	69	13	19	24	28	47	40	15	65	64	22	0	3	32	10	36	63	54	49	4	25	64	28	61	58	5	20	15	16	40	51	28	26	59	15	50	12	8	7	34	5	7	55	45	34	17	
2	35	18	53	48	17	14	33	5	26	20	66	57	29	35	52	67	32	16	62	18	15	22	66	40	55	15	21	35	64	43	15	53	2	67	24	10	58	62	1	39	39	19	6	62	55	43	13	62	44	
28	40	57	7	8	5	24	56	2	1	53	45	9	36	62	54	54	39	18	33	7	55	54	22	10	10	26	23	0	11	45	1	45	7	11	22	34	39	29	50	49	14	29	4	4	48	5	67	31	15	
65	54	7	57	45	50	9	27	45	27	54	66	9	50	59	1	28	43	22	12	0	62	2	2	9	25	18	66	28	14	58	27	28	66	33	56	26	31	13	38	20	37	30	57	52	28	0	26	31	25	
47	34	61	3	13	0	57	12	10	42	62	47	65	15	40	69	18	36	52	24	17	46	67	54	7	44	49	24	63	4	4	34	28	46	19	64	26	67	55	18	3	18	67	12	30	24	40	47	32	41	
63	46	33	1	3	52	46	67	42	47	1	17	39	29	69	32	2	63	12	23	32	55	63	37	6	27	48	53	35	26	53	66	65	62	2	63	56	46	28	13	31	41	12	58	67	62	68	49	46	51	
67	9	34	53	52	45	45	32	17	10	10	30	34	37	38	38	53	21	42	63	52	60	19	47	67	11	44	16	16	49	69	1	67	30	59	22	27	18	15	20	24	24	0	50	33	18	64	9	12	54	
26	56	14	42	40	4	18	4	24	35	64	58	51	44	2	24	28	4	64	0	36	11	2	4	43	59	40	21	1	27	23	27	36	10	44	46	21	20	15	66	12	12	52	65	26	51	51	10	24	37	
69	54	68	54	29	41	24	11	68	22	55	10	67	25	68	57	12	24	42	4	48	64	35	52	18	4	22	28	68	33	0	66	35	30	35	42	50	0	27	57	60	50	36	6	57	6	27	30	0	4	
61	36	19	53	54	39	60	59	63	16	34	20	28	37	3	44	69	63	43	59	33	59	58	44	36	7	47	23	38	35	42	9	52	0	38	63	38	19	39	48	56	2	39	17	39	44	15	55	6	0	
10	52	22	4	42	55	36	12	15	7	19	50	54	35	31	36	18	53	16	63	64	2	65	5	4	65	54	3	13	39	68	51	13	32	41	22	18	37	68	65	0	26	2	24	51	16	30	60	4	24	
63	45	55	1	1	68	60	49	58	54	60	37	47	9	22	44	24	18	27	48	15	41	57	49	48	44	25	27	5	17	25	30	39	61	64	3	28	51	65	1	57	42	32	41	49	36	15	65	13	33	
8	48	19	9	3	19	53	28	68	28	63	63	67	36	17	11	52	41	49	7	54	42	15	37	52	49	33	68	65	32	57	42	47	59	69	16	22	28	17	69	25	9	40	25	66	31	53	63	50	39	
2	5	11	2	63	29	37	25	18	0	45	25	64	46	23	33	11	8	64	45	63	37	65	39	35	58	5	27	10	3	30	29	8	54	62	44	38	28	10	39	66	42	4	36	26	11	12	58	64	54	
18	33	1	69	0	16	64	27	42	45	26	61	42	2	34	49	66	61	47	58	38	16	54	10	22	20	21	46	14	59	27	10	41	64	10	67	56	54	32	39	50	18	2	36	54	52	52	10	56	58	
31	56	64	22	46	61	45	38	21	41	30	8	32	14	36	33	46	10	37	1	25	10	38	10	18	46	19	27	31	18	13	68	49	40	11	44	61	50	22	13	69	44	56	25	31	12	13	53	14	59	
52	29	4	27	44	50	35	67	24	10	22	3	21	45	62	24	6	56	53	33	65	32	19	51	9	55	30	17	60	32	68	54	36	55	50	29	65	35	51	20	41	3	55	41	50	8	66	24	4	28	
17	42	3	45	47	0	17	44	57	69	3	15	5	55	37	40	35	21	33	6	51	2	64	56	6	66	68	60	69	2	15	21	31	59	39	31	46	46	18	50	60	35	31	51	6	31	65	36	38	12	
