117	68	4	15	92	60	79	97	18	78	41	9	
69	20	53	8	89	87	118	112	24	110	12	41	
75	85	4	25	79	46	2	111	11	62	90	69	
70	118	5	103	109	84	110	44	106	6	11	72	
32	11	89	3	51	102	1	106	36	47	55	72	
66	40	81	72	117	49	100	10	107	0	9	112	
101	89	63	83	36	45	42	55	37	66	90	103	
44	55	110	111	44	42	63	68	20	104	81	34	
101	1	4	82	113	37	89	109	78	55	8	10	
119	84	62	64	27	88	59	105	55	6	26	115	
30	65	9	3	9	59	80	112	82	89	95	58	
106	2	8	61	115	51	108	38	31	112	1	80	
79	112	1	19	40	78	46	115	47	119	81	24	
13	69	10	31	94	103	81	116	11	58	107	2	
88	9	104	65	24	4	49	27	4	104	8	43	
42	59	48	90	58	98	2	55	52	17	113	51	
45	22	110	78	105	98	69	105	34	109	112	89	
14	77	18	92	111	18	59	28	4	18	58	93	
44	76	58	109	50	3	3	71	77	33	113	75	
71	29	90	14	61	98	0	89	37	30	102	104	
19	44	88	2	87	62	107	40	96	106	19	116	
44	103	107	96	63	69	47	111	32	87	70	76	
84	118	43	77	90	67	107	51	117	48	33	89	
40	3	12	7	107	56	26	106	28	3	78	81	
57	7	100	110	82	53	30	80	27	12	79	81	
103	97	76	89	48	67	18	70	83	118	59	37	
25	66	43	42	103	64	14	103	87	33	92	61	
95	2	108	101	0	31	70	33	57	99	5	85	
1	57	73	43	68	83	91	119	85	84	89	119	
41	28	73	78	108	48	107	55	77	107	103	112	
28	77	117	58	52	77	51	35	20	110	57	86	
39	76	96	40	75	82	73	88	111	26	115	50	
13	96	20	23	95	75	0	53	22	80	55	7	
29	36	89	41	28	78	13	58	56	112	71	53	
96	24	79	30	83	55	110	14	37	109	44	115	
24	6	21	79	55	45	26	99	38	68	83	33	
29	109	74	11	44	104	99	34	96	98	87	22	
82	14	8	15	41	42	71	118	6	49	105	12	
14	24	56	68	84	47	13	119	20	95	12	21	
69	58	16	90	14	43	61	77	97	83	108	56	
76	29	65	92	28	87	40	69	100	69	94	38	
4	68	36	48	69	23	86	28	88	114	26	19	
86	25	108	29	90	3	86	6	19	9	69	42	
70	29	39	9	16	64	112	59	88	84	91	88	
83	43	13	100	41	34	6	110	53	62	97	92	
35	113	3	29	25	57	64	82	8	118	49	114	
44	93	81	56	70	5	15	91	11	45	78	42	
109	9	119	98	71	47	88	69	118	34	94	1	
67	114	62	34	62	78	90	45	20	48	63	34	
96	115	58	28	96	51	90	57	22	112	49	49	
47	41	5	76	49	81	51	101	69	17	11	69	
43	26	6	61	37	4	28	68	84	88	18	32	
71	15	32	93	114	117	17	23	26	70	91	102	
118	59	55	61	82	96	59	103	13	101	98	55	
2	119	45	82	36	19	50	83	27	118	115	90	
19	36	2	90	91	27	32	77	19	51	93	55	
46	28	97	84	119	4	41	55	32	51	117	0	
62	21	87	64	113	84	70	12	55	88	56	92	
47	84	54	63	83	69	113	109	86	73	74	0	
77	82	47	80	99	62	82	82	37	52	59	36	
92	77	118	87	48	37	87	74	17	4	58	63	
73	38	103	28	70	99	50	104	51	43	1	95	
54	26	118	116	116	36	68	74	89	85	7	24	
108	79	28	103	62	25	55	81	19	73	52	55	
33	86	37	54	93	84	1	32	118	36	62	91	
41	47	94	80	35	40	60	74	29	35	98	0	
105	62	83	33	12	42	99	91	68	38	94	40	
0	112	6	6	94	16	22	9	23	4	11	64	
31	98	51	104	17	93	109	17	79	102	32	35	
79	110	56	116	90	110	90	33	86	44	33	102	
99	74	113	20	82	60	57	110	40	38	110	0	
43	32	74	5	92	23	107	67	34	105	87	85	
103	92	29	77	4	19	0	108	96	70	117	55	
93	109	115	63	99	34	90	38	70	8	115	33	
99	107	88	38	24	77	53	99	25	50	115	112	
22	17	102	67	49	64	28	94	102	75	5	87	
28	72	106	4	8	66	23	40	0	15	66	103	
93	72	117	82	17	70	48	79	80	99	23	48	
60	36	59	6	24	1	36	2	86	117	60	47	
76	57	79	56	16	16	14	42	109	54	27	93	
14	106	119	52	55	37	23	6	66	21	62	89	
103	51	43	83	85	54	50	116	45	73	105	59	
7	80	25	59	100	114	20	81	41	27	101	117	
117	65	99	43	42	97	16	13	63	86	46	55	
70	77	17	38	73	103	56	21	0	108	68	94	
5	0	35	42	1	13	78	21	119	77	46	9	
102	114	46	117	92	53	42	113	69	47	61	1	
75	71	112	99	32	96	46	55	14	93	68	19	
88	84	86	72	73	13	45	92	114	6	116	29	
82	92	18	70	85	16	82	97	111	35	53	17	
66	71	42	59	114	108	11	33	58	100	25	34	
104	60	2	25	99	47	46	33	29	48	106	2	
3	108	11	74	89	1	116	59	10	87	59	84	
45	98	5	7	100	65	58	95	94	118	35	108	
36	114	56	117	81	116	14	0	82	38	117	17	
29	61	0	28	38	27	78	56	84	50	53	91	
50	63	46	4	97	24	51	97	106	99	117	29	
34	29	99	117	63	4	116	56	87	26	5	105	
39	30	71	66	49	8	23	55	23	81	17	36	
83	93	95	19	17	78	18	70	116	118	100	101	
