11	5	9	4	15	2	18	19	14	7	17	15	6	11	12	12	10	2	19	19	8	9	5	9	11	17	18	18	16	19	
7	16	9	8	19	19	17	1	7	18	11	16	8	9	17	2	2	16	0	0	9	7	6	9	12	15	1	6	17	8	
19	3	11	1	0	18	5	18	7	17	16	1	18	11	16	13	13	7	13	7	1	18	12	10	18	5	5	14	10	8	
19	14	14	2	7	11	16	13	6	17	11	9	18	10	2	5	1	5	16	1	13	13	4	16	4	7	18	18	4	2	
18	3	12	14	13	16	9	11	16	18	7	17	16	13	16	1	8	18	3	11	12	13	19	4	2	10	3	14	5	15	
14	18	2	19	8	2	13	6	15	1	8	14	8	0	9	10	6	3	7	1	18	5	19	14	18	6	15	0	15	15	
6	17	14	11	6	12	10	12	8	15	4	4	2	15	1	16	16	7	9	12	8	4	5	5	19	9	2	15	14	1	
6	10	11	2	16	13	13	5	15	10	15	12	13	5	19	2	2	8	4	13	8	0	6	18	9	14	10	8	16	1	
11	19	6	11	7	9	9	3	12	4	15	11	6	12	8	4	17	2	14	0	5	15	7	6	18	10	18	12	3	14	
15	14	7	16	7	3	18	3	15	6	14	7	18	4	9	16	3	8	8	1	6	16	11	17	10	7	4	6	0	12	
6	12	11	14	13	9	7	1	16	11	4	10	16	0	4	15	16	10	1	18	15	18	10	12	1	4	10	2	11	8	
15	4	14	16	4	7	19	14	16	13	12	6	8	2	13	9	8	10	0	1	15	10	11	1	14	1	9	3	18	0	
15	1	2	6	13	2	15	11	18	11	7	15	12	11	9	7	18	19	15	3	15	18	4	15	8	1	17	1	6	15	
10	9	1	1	18	5	14	9	11	6	8	4	4	19	7	18	5	13	14	14	5	12	10	4	4	18	8	0	9	14	
0	7	11	5	5	8	7	17	13	13	8	9	9	17	11	17	1	12	15	11	18	6	18	0	18	12	7	11	14	0	
16	3	19	0	12	3	2	6	8	10	2	7	14	12	16	14	11	18	10	16	16	6	14	3	2	15	9	12	2	9	
16	2	6	16	3	4	5	15	1	15	15	4	8	18	6	19	18	19	18	12	6	7	19	14	1	1	4	10	4	3	
0	17	14	2	9	17	0	14	10	3	17	15	14	15	17	2	7	5	6	19	2	1	13	4	12	10	11	19	13	19	
0	6	9	2	5	16	3	3	6	7	8	5	7	17	10	16	8	16	18	19	13	4	11	0	3	11	15	11	17	19	
1	8	11	12	17	1	17	16	18	12	1	14	6	14	18	7	11	14	5	8	5	8	2	16	7	9	5	13	8	12	
3	8	0	4	19	14	5	18	13	18	12	18	14	8	4	9	19	7	16	16	16	8	6	18	14	5	0	13	13	13	
0	19	4	17	5	7	6	11	0	9	9	14	13	8	7	11	14	3	13	3	10	5	5	19	0	6	0	9	11	18	
8	8	14	5	0	11	17	5	2	11	3	5	2	8	11	18	13	18	9	12	9	5	2	18	8	10	0	3	1	5	
0	10	18	13	7	17	4	7	4	10	6	11	4	19	8	7	16	0	12	2	16	11	2	6	1	0	2	15	9	7	
4	5	15	16	3	0	5	13	16	3	18	14	9	6	13	10	18	13	1	14	4	10	3	17	13	18	2	4	13	2	
7	19	2	17	7	15	8	2	14	18	15	4	18	10	9	16	9	7	13	16	18	1	14	11	7	10	10	13	16	8	
6	17	6	2	3	5	6	14	11	14	10	16	18	18	10	17	4	10	9	18	8	2	15	8	8	0	15	17	8	3	
18	10	1	18	6	13	18	17	2	18	9	9	19	2	8	17	0	7	4	8	19	3	8	9	15	18	15	13	7	11	
7	4	1	1	14	13	4	4	15	16	16	12	19	6	19	0	14	0	5	12	4	9	5	17	0	14	19	9	16	3	
0	12	16	12	12	9	10	1	15	15	11	8	15	9	19	2	13	0	15	1	0	0	16	17	11	5	1	1	19	5	
1	17	16	19	15	15	1	6	15	6	8	17	10	7	17	15	11	7	6	4	0	7	3	15	0	8	7	2	18	6	
19	12	16	0	13	13	15	0	10	5	6	13	6	15	19	7	8	8	5	8	0	17	0	5	16	2	7	19	3	13	
12	5	7	11	19	3	19	14	5	17	5	12	16	9	1	4	3	10	5	11	14	14	13	18	16	9	12	3	3	14	
2	6	15	1	18	3	12	6	12	5	12	4	15	9	11	15	9	5	13	17	11	12	11	0	8	8	8	13	11	12	
15	0	17	16	10	4	9	7	17	6	10	19	17	6	19	19	16	14	14	18	9	8	4	4	15	3	6	19	15	18	
0	0	19	17	18	12	9	13	8	19	0	2	4	16	19	19	0	10	0	11	13	2	5	11	2	9	17	9	10	3	
5	16	1	11	11	18	3	18	5	3	15	3	7	3	15	11	11	19	5	18	5	0	9	14	18	18	2	13	19	13	
8	19	11	11	8	18	19	14	8	13	2	19	1	19	16	16	1	13	4	14	3	4	9	8	3	2	15	13	12	11	
19	0	16	11	1	19	18	3	3	13	7	18	19	10	3	15	2	9	0	17	15	16	2	10	14	4	6	9	10	8	
8	15	7	17	19	17	14	8	7	12	15	12	6	5	8	14	5	0	12	19	0	0	15	9	17	6	14	2	14	0	
3	10	1	1	2	17	16	3	7	14	14	4	11	18	4	13	2	0	3	12	12	1	19	18	13	17	18	15	4	14	
15	11	15	9	0	17	0	7	15	1	3	12	8	3	3	0	6	11	5	8	5	5	9	4	15	11	16	19	11	1	
15	19	13	1	1	7	9	19	8	7	0	17	10	4	1	13	0	9	2	15	8	10	18	2	3	15	7	6	5	9	
9	0	9	17	13	19	14	6	4	4	8	2	12	9	10	0	13	18	4	17	18	0	8	14	19	3	13	6	16	0	
8	13	19	8	9	1	14	5	2	12	1	7	15	19	18	9	4	2	8	18	16	9	13	3	8	11	16	17	1	6	
